AAN
ABM
ACIW
ACM
ADBE
ADMA
ADP
ADSK
ADT
AEY
AGE
AGTI
AI
AKA
AKAM
AL
ALIT
ALTG
AMN
AMS
AMSWA
AMWL
AMZN
ANSS
ANVS
APDN
APPS
ARC
AROC
ARWR
ASAN
ASGN
ATVI
AVCT
AVID
AVXL
AWH
AWRE
AXDX
AZTR
BACA
BAH
BBAI
BBSI
BFH
BGC
BGCP
BGSF
BILL
BKI
BKNG
BLIN
BLKB
BR
BRC
BSQR
CAPR
CASS
CBZ
CCO
CCRN
CDAY
CDNS
CIDM
CLAR
CLRB
CNDT
CNET
CNVS
COMP
COUR
CPSI
CRAI
CRL
CRM
CSGS
CTG
CTLP
CTSH
CTSO
CURO
CVLT
CVM
CWAN
CXM
DAVE
DDD
DFIN
DHX
DLHC
DNB
DOCN
DOMH
DSAQ
DT
DV
EA
EB
EBAY
EEX
EFX
EGAN
EGGF
EGIO
EHAB
EMBK
ENFN
ENG
ENV
EPAM
ERNA
ESMT
EVH
EVRI
EVTC
EXAS
EXEL
EXLS
EXPO
FC
FCN
FDS
FFIV
FI
FICO
FIS
FISV
FLT
FLYX
FORG
FORR
FOUR
FRXB
FSLY
FSNB
FTFT
GAIA
GEG
GEN
GGE
GHC
GOOG
GOOGL
GPN
GURE
GVP
GWRE
GXO
HCKT
HCSG
HEES
HHS
HI
HMA
HPE
HRI
HRT
HSC
HSII
HSON
HUBS
HURN
ICFI
IDN
IGC
III
INCY
INFA
INLX
INOD
INST
INTU
INUV
IPG
IQV
IRBT
IRNT
IRRX
ISDR
IT
ITP
J
JOB
KD
KELYA
KELYB
KFRC
KFY
KVYO
LAW
LDI
LGMK
LIVE
LOCL
LPSN
LPTV
LQDT
LSAK
LUNA
LXRX
LYV
MA
MAIA
MAN
MANH
MAXR
MCG
MCHX
MCO
MDRX
MEG
MELI
META
MG
MGI
MGNI
MIMO
MIND
MITK
ML
MLNK
MMS
MODN
MPLN
MPU
MRIN
MSCI
MSFT
MSTR
MTMT
MYGN
NABL
NBIX
NCL
NCMI
NET
NEWR
NNVC
NOW
NRC
NRDY
NSP
NTCT
NTIP
NTWK
NVRI
NVTA
NXGN
OIG
OLO
OMC
ONCS
OOMA
OPFI
ORCL
OUT
PANW
PAR
PAY
PAYC
PAYX
PBI
PCOR
PCTI
PCYG
PD
PDFS
PEGA
PFSW
PGEN
PINS
PLTR
PLUR
POL
PORT
PRFT
PRG
PRGS
PRO
PTC
PTE
PTIX
PWFL
PWSC
QRHC
QTWO
QUAD
QUOT
RAMP
RBLX
RBOT
RBT
RCII
RCM
RCMT
RGP
RHI
RIGL
RILY
RNG
ROL
RVLV
RXO
S
SCOR
SEMR
SGMO
SGN
SGRP
SHCO
SIX
SKIL
SKLZ
SLS
SMRT
SMSI
SNAP
SNCR
SNOW
SNPS
SOFO
SONN
SPPI
SQ
SQSP
SRGA
SRT
SSNT
SSTK
STAB
STGW
SWI
TBI
TCX
TDY
TELL
TENX
THR
TIPT
TISI
TNET
TOST
TRAK
TRU
TRUE
TSRI
TTEC
TTEK
TTGT
TTWO
TYL
U
UNF
UPBD
URI
USER
USIO
V
VEEV
VMW
VRSN
VSEC
VVI
VVX
WAVD
WDAY
WEX
WHLM
WK
WLDN
XPER
XXII
YCBD
YEXT
YOU
YTEN
ZDGE
ZETA
ZIP
ZUO
ZYME
