Source,Target,Weight
META,AAL,314
FSR,AAL,795
IBM,AAL,330
CAT,AAL,57
LMT,AAL,966
CSCO,AAL,984
GILD,AAL,2076
ACHV,AAL,3294
OXY,AAL,11145
CVNA,AAL,5384
VISL,AAL,680
BBBY,AAL,1134
HPQ,AAL,599
ZOM,AAL,584
AYRO,AAL,4124
TSLA,AAL,41793
GM,AAL,202
UAA,AAL,747
CZR,AAL,3642
GS,AAL,1456
SI,AAL,70
HAL,AAL,846
ROKU,AAL,8662
FDX,AAL,1887
UNP,AAL,127
DD,AAL,17
SINT,AAL,1
XOM,AAL,2467
NKE,AAL,873
ATVI,AAL,1332
PLUG,AAL,2987
MARK,AAL,653
NVAX,AAL,6744
HD,AAL,2277
BYND,AAL,8064
OSTK,AAL,6802
MMAT,AAL,84
NET,AAL,3312
DAL,AAL,22424
DKNG,AAL,8861
WYNN,AAL,4002
VXRT,AAL,3392
ESE,AAL,2537
SEDG,AAL,6
ABNB,AAL,112
SCHW,AAL,62
CHWY,AAL,1631
ORCL,AAL,135
SPCE,AAL,7372
BIOL,AAL,4
RGR,AAL,4
PYPL,AAL,107
TNXP,AAL,1
AMZN,AAL,24374
DVN,AAL,37
GRIL,AAL,4019
BIGC,AAL,35
LCID,AAL,3094
UBER,AAL,6997
ZM,AAL,3327
AMC,AAL,7272
LULU,AAL,977
BIOC,AAL,698
DYNT,AAL,4012
DGLY,AAL,563
ABT,AAL,136
EA,AAL,5
ADBE,AAL,28
MRK,AAL,1146
JNJ,AAL,1040
MPC,AAL,19
HTZ,AAL,4394
LUV,AAL,4027
FRC,AAL,66
MVIS,AAL,566
MULN,AAL,2583
INPX,AAL,72
GOOGL,AAL,4681
PHUN,AAL,1
MMM,AAL,265
SQ,AAL,5038
PENN,AAL,11488
LRCX,AAL,129
INO,AAL,24739
SBUX,AAL,1448
F,AAL,4657
M,AAL,590
MU,AAL,2600
PINS,AAL,1737
TDOC,AAL,2168
JAGX,AAL,4052
WMT,AAL,4192
XELA,AAL,110
AMD,AAL,22851
TXN,AAL,147
UPS,AAL,64
POLA,AAL,2029
MA,AAL,456
OCGN,AAL,242
BOXL,AAL,4178
LYFT,AAL,631
LMND,AAL,1
SOFI,AAL,2576
MCD,AAL,2280
UAVS,AAL,2698
GME,AAL,4362
INTC,AAL,2604
BLNK,AAL,2538
AAPL,AAL,44972
KO,AAL,109
BAC,AAL,2927
BA,AAL,22148
IBIO,AAL,698
CRM,AAL,202
NOVN,AAL,146
LVS,AAL,124
C,AAL,1909
LCA,AAL,4803
AFRM,AAL,320
V,AAL,484
PFE,AAL,185
CMCSA,AAL,410
UNH,AAL,35
CHGG,AAL,577
MSFT,AAL,19785
COCP,AAL,573
T,AAL,1236
DLTR,AAL,5
MRO,AAL,11
ON,AAL,16
IZEA,AAL,572
MS,AAL,103
PLTR,AAL,496
COP,AAL,36
CVX,AAL,357
USEG,AAL,2202
JPM,AAL,1658
UAL,AAL,8599
PTON,AAL,3982
WBA,AAL,15
WKHS,AAL,8610
PG,AAL,62
PEP,AAL,49
GEVO,AAL,1512
BNGO,AAL,1314
DOW,AAL,1867
SRNE,AAL,3956
KODK,AAL,8790
AXP,AAL,254
SOLO,AAL,1242
ES,AAL,2309
FREE,AAL,1312
FCEL,AAL,3313
JILL,AAL,3999
W,AAL,1362
FUBO,AAL,167
BYFC,AAL,4018
AI,AAL,40
KSS,AAL,3462
TRIP,AAL,2542
GE,AAL,7653
COST,AAL,2421
TWLO,AAL,6658
CEI,AAL,665
EBAY,AAL,24
AIM,AAL,2
NVDA,AAL,14308
VZ,AAL,1061
CMG,AAL,103
FSLY,AAL,1537
ABBV,AAL,651
CEMI,AAL,1
TGT,AAL,27
ADMP,AAL,2
MRNA,AAL,4694
TLRY,AAL,5374
SIVB,AAL,15
JAKK,AAL,2691
DIS,AAL,8106
WFC,AAL,668
NKLA,AAL,16837
SUNW,AAL,3298
GMBL,AAL,566
