ID,Label,Industry
firma,firma,Unclassified
TSLA,TSLA,Unclassified
AAPL,AAPL,Comps
AMZN,AMZN,BusSv
AMD,AMD,Chips
MSFT,MSFT,BusSv
BA,BA,Aero
NVDA,NVDA,Chips
NFLX,NFLX,Fun
GOOGL,GOOGL,BusSv
ROKU,ROKU,Unclassified
NKLA,NKLA,Unclassified
INO,INO,LabEq
AAL,AAL,Trans
AMC,AMC,Fun
BOXL,BOXL,Unclassified
DAL,DAL,Trans
MRNA,MRNA,Unclassified
PENN,PENN,Fun
GME,GME,Rtail
BYND,BYND,Unclassified
DIS,DIS,Telcm
DKNG,DKNG,Unclassified
OXY,OXY,Oil
JPM,JPM,Banks
CRM,CRM,BusSv
WMT,WMT,Rtail
INTC,INTC,Chips
META,META,BusSv
KODK,KODK,Hshld
MULN,MULN,Unclassified
AYRO,AYRO,Telcm
SQ,SQ,BusSv
GS,GS,Fin
NOVN,NOVN,Unclassified
WKHS,WKHS,Unclassified
WFC,WFC,Banks
BAC,BAC,Banks
HD,HD,Rtail
COST,COST,Rtail
F,F,Autos
MU,MU,Chips
XOM,XOM,Oil
SPCE,SPCE,Fin
JAGX,JAGX,Unclassified
BBBY,BBBY,Rtail
PFE,PFE,Drugs
GM,GM,Autos
C,C,Banks
NVAX,NVAX,Drugs
BNGO,BNGO,Unclassified
SOLO,SOLO,Unclassified
SNAP,SNAP,BusSv
TLRY,TLRY,Unclassified
MARK,MARK,Telcm
M,M,Rtail
IBIO,IBIO,Drugs
V,V,BusSv
BYFC,BYFC,Banks
MGM,MGM,Meals
CEI,CEI,Oil
MCD,MCD,Meals
SRNE,SRNE,Unclassified
PYPL,PYPL,Unclassified
CEMI,CEMI,Fin
COIN,COIN,Unclassified
GE,GE,Mach
W,W,Rtail
KO,KO,Soda
UBER,UBER,Trans
JAKK,JAKK,Toys
NBY,NBY,Drugs
PINS,PINS,BusSv
DYNT,DYNT,Chips
T,T,Telcm
ABNB,ABNB,Unclassified
ZM,ZM,Unclassified
FCEL,FCEL,ElcEq
COP,COP,Oil
PTON,PTON,Unclassified
HTZ,HTZ,PerSv
DOW,DOW,Chems
UAL,UAL,Trans
BIOL,BIOL,MedEq
ES,ES,Util
BIOC,BIOC,Unclassified
PLTR,PLTR,BusSv
CSCO,CSCO,Chips
JNJ,JNJ,MedEq
LCID,LCID,Fin
DGLY,DGLY,Chips
VXRT,VXRT,Whlsl
INPX,INPX,Unclassified
CVX,CVX,Oil
EBAY,EBAY,BusSv
GMBL,GMBL,Unclassified
BBIG,BBIG,Unclassified
MA,MA,BusSv
NET,NET,BusSv
KSS,KSS,Rtail
EA,EA,BusSv
CARV,CARV,Banks
VZ,VZ,Telcm
TRIP,TRIP,Unclassified
IBM,IBM,Comps
ATVI,ATVI,BusSv
ACHV,ACHV,Drugs
UAVS,UAVS,Aero
ADBE,ADBE,BusSv
PLUG,PLUG,ElcEq
FRC,FRC,Banks
PG,PG,Hshld
XELA,XELA,Unclassified
LMND,LMND,Insur
CVNA,CVNA,Rtail
ESE,ESE,Chips
WYNN,WYNN,Fun
ABBV,ABBV,Drugs
PEP,PEP,Soda
MMM,MMM,MedEq
NKE,NKE,Clths
RGR,RGR,Guns
MELI,MELI,BusSv
FREE,FREE,Unclassified
UPS,UPS,Trans
MRO,MRO,Oil
SINT,SINT,MedEq
LUV,LUV,Trans
ZOM,ZOM,Drugs
LYFT,LYFT,Unclassified
CAT,CAT,Mach
OSTK,OSTK,Rtail
TELL,TELL,BusSv
SUNW,SUNW,Unclassified
LULU,LULU,Rtail
GILD,GILD,Drugs
TWLO,TWLO,Telcm
SOFI,SOFI,Fin
GEVO,GEVO,Unclassified
PHUN,PHUN,Unclassified
UNH,UNH,Insur
MVIS,MVIS,LabEq
UAA,UAA,Clths
LCA,LCA,Unclassified
TNXP,TNXP,Mines
ADMP,ADMP,Drugs
FDX,FDX,Trans
DLPN,DLPN,Unclassified
TGT,TGT,Rtail
CZR,CZR,Unclassified
CHGG,CHGG,PerSv
VISL,VISL,Unclassified
DLTR,DLTR,Rtail
CHK,CHK,Unclassified
MRK,MRK,Drugs
MS,MS,Fin
DOCU,DOCU,Unclassified
GRIL,GRIL,Unclassified
RIOT,RIOT,Drugs
SEDG,SEDG,Unclassified
JILL,JILL,Rtail
FSR,FSR,Books
AI,AI,BusSv
TXN,TXN,Chips
SBUX,SBUX,Meals
CMG,CMG,Meals
LRCX,LRCX,Mach
OGEN,OGEN,Drugs
POLA,POLA,Unclassified
BIGC,BIGC,Unclassified
TDOC,TDOC,Hlth
BLNK,BLNK,Unclassified
GDEN,GDEN,Fun
AXP,AXP,Banks
CMCSA,CMCSA,Telcm
FUBO,FUBO,Fun
ON,ON,Chips
MPC,MPC,Oil
SI,SI,Banks
ABT,ABT,Drugs
ORCL,ORCL,BusSv
AIM,AIM,Drugs
SCHW,SCHW,Fin
DVN,DVN,Oil
LVS,LVS,Meals
HPQ,HPQ,Comps
WBA,WBA,Rtail
ONCT,ONCT,Drugs
MMAT,MMAT,Fun
AFRM,AFRM,Unclassified
DD,DD,Chems
IZEA,IZEA,Unclassified
LMT,LMT,Guns
FSLY,FSLY,BusSv
SIVB,SIVB,Banks
CHWY,CHWY,Rtail
OCGN,OCGN,Unclassified
HAL,HAL,Oil
USEG,USEG,Mines
COCP,COCP,Unclassified
UNP,UNP,Trans
