Source,Target,Weight
MA,A,136
ABT,A,17
PCG,A,17
CRM,A,52
AMAT,A,541
GE,A,46
GOOGL,A,172
LYFT,A,10
AMGN,A,39
T,A,139
FB,A,87
BMY,A,37
BRK,A,22
UAL,A,9
ORCL,A,13
JPM,A,59
MO,A,19
PYPL,A,20
GILD,A,39
AMZN,A,154
DIS,A,43
OSTK,A,21
TLRY,A,766
BYND,A,53
MU,A,120
LMT,A,7
CHK,A,50
BA,A,132
TWLO,A,19
EA,A,28
TSLA,A,54
C,A,296
ABBV,A,39
SQ,A,11
ROKU,A,33
PG,A,17
WBA,A,9
UPS,A,4
M,A,769
MRK,A,57
HAL,A,9
CELG,A,18
F,A,123
CMCSA,A,25
QCOM,A,33
XOM,A,18
FDX,A,15
CSCO,A,701
JNJ,A,44
NVDA,A,613
GM,A,28
CAT,A,223
MCD,A,23
WFC,A,21
EBAY,A,11
MSFT,A,63
ADBE,A,25
AVGO,A,37
WMT,A,680
DPZ,A,21
INTC,A,32
BIIB,A,25
AAPL,A,163
ATVI,A,22
AMD,A,96
PEP,A,15
XLNX,A,35
NFLX,A,90
CLF,A,9
KO,A,33
UNH,A,24
VZ,A,73
TTD,A,8
SNAP,A,13
SBUX,A,16
MS,A,2417
GS,A,64
DAL,A,12
CMG,A,31
TGT,A,11
NKE,A,39
LULU,A,24
BAC,A,137
UTX,A,11
CVS,A,34
LLY,A,23
V,A,71
CVX,A,30
PFE,A,100
COST,A,12
UBER,A,10
WYNN,A,24
IBM,A,16
MMM,A,892
TWTR,A,35
X,A,73
HD,A,428
SIRI,A,6
LMT,AAPL,1516
PYPL,AAPL,3194
GM,AAPL,4439
TTD,AAPL,1245
C,AAPL,10615
AMAT,AAPL,2022
AVGO,AAPL,2931
CVS,AAPL,2236
CHK,AAPL,1817
BRK,AAPL,6795
T,AAPL,10402
M,AAPL,2754
ATVI,AAPL,2023
BIIB,AAPL,2049
DPZ,AAPL,1989
JNJ,AAPL,6731
WFC,AAPL,8880
ROKU,AAPL,14190
TGT,AAPL,5801
MO,AAPL,3017
X,AAPL,2785
FDX,AAPL,1867
ABT,AAPL,348
PEP,AAPL,4810
MSFT,AAPL,37114
PCG,AAPL,1945
CSCO,AAPL,5766
ABBV,AAPL,2641
MA,AAPL,4847
WBA,AAPL,2761
TST,AAPL,3346
MU,AAPL,12745
SIRI,AAPL,3020
GOOGL,AAPL,62236
GILD,AAPL,1630
BYND,AAPL,8637
F,AAPL,33404
LULU,AAPL,1831
CMG,AAPL,6432
QCOM,AAPL,10086
WMT,AAPL,9829
BAC,AAPL,15694
CVX,AAPL,1570
CELG,AAPL,2010
NFLX,AAPL,62108
TSLA,AAPL,65184
INTC,AAPL,17400
HD,AAPL,4506
GE,AAPL,14284
A,AAPL,1768
AMZN,AAPL,89830
DIS,AAPL,22111
PG,AAPL,3329
FB,AAPL,78109
TLRY,AAPL,5242
LLY,AAPL,1612
LYFT,AAPL,3936
CAT,AAPL,6476
MCD,AAPL,6776
UAL,AAPL,995
AMGN,AAPL,2902
PFE,AAPL,6403
OSTK,AAPL,1740
SQ,AAPL,6724
TWTR,AAPL,19392
BA,AAPL,25015
JPM,AAPL,16299
EBAY,AAPL,2526
V,AAPL,4792
IBM,AAPL,10402
HAL,AAPL,504
UNH,AAPL,3532
CMCSA,AAPL,4011
SBUX,AAPL,5303
UBER,AAPL,4298
TWLO,AAPL,3330
KO,AAPL,6992
AMD,AAPL,30853
EA,AAPL,1890
GS,AAPL,20385
MS,AAPL,5682
SNAP,AAPL,7404
NKE,AAPL,4326
WYNN,AAPL,3245
UPS,AAPL,1030
MMM,AAPL,2397
CRM,AAPL,7920
XLNX,AAPL,1517
CLF,AAPL,1075
VZ,AAPL,5963
MRK,AAPL,4933
UTX,AAPL,1172
ORCL,AAPL,2896
NVDA,AAPL,33440
DAL,AAPL,2475
ADBE,AAPL,3527
XOM,AAPL,4914
BMY,AAPL,2374
COST,AAPL,3103
MRK,ABBV,2126
F,ABBV,1967
BMY,ABBV,2108
LYFT,ABBV,217
BA,ABBV,2390
ROKU,ABBV,459
KO,ABBV,2128
MA,ABBV,997
MCD,ABBV,908
BIIB,ABBV,1254
PEP,ABBV,1036
GM,ABBV,250
INTC,ABBV,2175
FDX,ABBV,418
BAC,ABBV,1393
DAL,ABBV,565
AMZN,ABBV,2781
LLY,ABBV,1111
XOM,ABBV,552
FB,ABBV,3514
ABT,ABBV,793
GOOGL,ABBV,2413
SBUX,ABBV,1666
NFLX,ABBV,1252
EA,ABBV,125
ORCL,ABBV,229
TTD,ABBV,67
BYND,ABBV,989
OSTK,ABBV,314
DIS,ABBV,716
ATVI,ABBV,161
WFC,ABBV,1264
CHK,ABBV,119
PG,ABBV,1025
IBM,ABBV,1188
CVX,ABBV,347
MMM,ABBV,423
CMG,ABBV,960
T,ABBV,2266
DPZ,ABBV,51
TLRY,ABBV,1408
MSFT,ABBV,1896
AMGN,ABBV,1361
LMT,ABBV,957
CMCSA,ABBV,303
SIRI,ABBV,65
ADBE,ABBV,479
TSLA,ABBV,2786
QCOM,ABBV,235
PCG,ABBV,222
UTX,ABBV,856
MS,ABBV,724
CELG,ABBV,960
NKE,ABBV,414
LULU,ABBV,141
AAPL,ABBV,3802
SQ,ABBV,368
CLF,ABBV,809
AMAT,ABBV,231
PFE,ABBV,2436
X,ABBV,200
JPM,ABBV,1743
HD,ABBV,416
TST,ABBV,583
TGT,ABBV,484
VZ,ABBV,657
WMT,ABBV,446
SNAP,ABBV,1179
BRK,ABBV,868
EBAY,ABBV,115
UPS,ABBV,187
MU,ABBV,483
MO,ABBV,1411
COST,ABBV,165
CAT,ABBV,1440
WYNN,ABBV,327
UBER,ABBV,504
GILD,ABBV,1252
C,ABBV,1340
HAL,ABBV,1268
AVGO,ABBV,218
GE,ABBV,1827
A,ABBV,173
CSCO,ABBV,385
GS,ABBV,1285
WBA,ABBV,786
XLNX,ABBV,540
PYPL,ABBV,1018
UAL,ABBV,125
CRM,ABBV,706
UNH,ABBV,661
TWTR,ABBV,1679
TWLO,ABBV,599
V,ABBV,1551
JNJ,ABBV,2531
CVS,ABBV,448
M,ABBV,189
NVDA,ABBV,583
AMD,ABBV,1390
HAL,ABT,668
C,ABT,2097
GOOGL,ABT,716
TGT,ABT,45
TWTR,ABT,588
WBA,ABT,175
MA,ABT,472
TST,ABT,2
PG,ABT,938
UBER,ABT,21
BIIB,ABT,395
DPZ,ABT,1019
A,ABT,55
ROKU,ABT,116
UTX,ABT,399
SNAP,ABT,332
WFC,ABT,1395
MRK,ABT,737
QCOM,ABT,119
BYND,ABT,30
UPS,ABT,44
MCD,ABT,188
DAL,ABT,918
AMZN,ABT,207
M,ABT,48
MO,ABT,53
TLRY,ABT,40
LLY,ABT,583
ABBV,ABT,505
MSFT,ABT,1057
CVS,ABT,200
CRM,ABT,139
GS,ABT,2027
SIRI,ABT,27
AMGN,ABT,416
CVX,ABT,123
INTC,ABT,974
TWLO,ABT,60
KO,ABT,412
V,ABT,511
MU,ABT,43
BA,ABT,1095
NVDA,ABT,112
VZ,ABT,112
CMCSA,ABT,254
NFLX,ABT,2339
MS,ABT,697
LMT,ABT,38
WYNN,ABT,15
PFE,ABT,752
LYFT,ABT,19
SBUX,ABT,419
EA,ABT,31
XOM,ABT,153
JPM,ABT,2027
ORCL,ABT,87
EBAY,ABT,668
TTD,ABT,57
CLF,ABT,1467
AMD,ABT,124
T,ABT,1163
BRK,ABT,106
XLNX,ABT,109
GILD,ABT,233
UNH,ABT,2408
PYPL,ABT,403
BMY,ABT,864
BAC,ABT,2525
AAPL,ABT,860
FDX,ABT,20
JNJ,ABT,3319
PCG,ABT,35
CHK,ABT,24
TSLA,ABT,123
GE,ABT,402
IBM,ABT,1351
CELG,ABT,453
AVGO,ABT,77
LULU,ABT,36
X,ABT,34
WMT,ABT,153
FB,ABT,789
CAT,ABT,51
MMM,ABT,150
GM,ABT,50
AMAT,ABT,50
NKE,ABT,98
F,ABT,951
DIS,ABT,482
ATVI,ABT,43
PEP,ABT,781
COST,ABT,91
CSCO,ABT,192
HD,ABT,109
OSTK,ABT,9
CMG,ABT,75
UAL,ABT,1232
SQ,ABT,332
ADBE,ABT,155
ABBV,ADBE,478
UBER,ADBE,170
GE,ADBE,261
AAPL,ADBE,3557
DAL,ADBE,54
CRM,ADBE,2592
BAC,ADBE,551
HD,ADBE,771
CHK,ADBE,92
LLY,ADBE,107
TLRY,ADBE,125
UNH,ADBE,622
