Source,Target,Weight
PYPL,AAPL,3194
C,AAPL,10615
BRK,AAPL,6795
T,AAPL,10402
JNJ,AAPL,6731
WFC,AAPL,8880
ROKU,AAPL,14190
TGT,AAPL,5801
PEP,AAPL,4810
MSFT,AAPL,37114
CSCO,AAPL,5766
MA,AAPL,4847
MU,AAPL,12745
GOOGL,AAPL,62236
BYND,AAPL,8637
F,AAPL,33404
CMG,AAPL,6432
QCOM,AAPL,10086
WMT,AAPL,9829
BAC,AAPL,15694
NFLX,AAPL,62108
TSLA,AAPL,65184
INTC,AAPL,17400
GE,AAPL,14284
AMZN,AAPL,89830
DIS,AAPL,22111
PG,AAPL,3329
FB,AAPL,78109
TLRY,AAPL,5242
CAT,AAPL,6476
MCD,AAPL,6776
PFE,AAPL,6403
SQ,AAPL,6724
TWTR,AAPL,19392
BA,AAPL,25015
JPM,AAPL,16299
V,AAPL,4792
IBM,AAPL,10402
UNH,AAPL,3532
SBUX,AAPL,5303
KO,AAPL,6992
AMD,AAPL,30853
GS,AAPL,20385
MS,AAPL,5682
SNAP,AAPL,7404
CRM,AAPL,7920
VZ,AAPL,5963
MRK,AAPL,4933
NVDA,AAPL,33440
GS,AMD,4502
MCD,AMD,2898
GE,AMD,7665
AMZN,AMD,21685
CRM,AMD,1884
UNH,AMD,1136
TSLA,AMD,21570
T,AMD,4719
MS,AMD,790
GOOGL,AMD,11210
F,AMD,3875
CAT,AMD,2867
JNJ,AMD,1133
BYND,AMD,5968
PEP,AMD,335
NFLX,AMD,16969
SBUX,AMD,2252
CMG,AMD,1387
WMT,AMD,2380
PFE,AMD,3281
MU,AMD,12330
TLRY,AMD,2510
AAPL,AMD,33278
QCOM,AMD,4827
JPM,AMD,4749
MA,AMD,3288
INTC,AMD,14598
SQ,AMD,5091
IBM,AMD,1945
ROKU,AMD,8833
TGT,AMD,1636
MRK,AMD,2206
PG,AMD,1143
MSFT,AMD,10674
WFC,AMD,1896
KO,AMD,887
BRK,AMD,366
BA,AMD,10016
V,AMD,1945
VZ,AMD,2105
SNAP,AMD,4367
CSCO,AMD,3184
NVDA,AMD,22316
FB,AMD,23050
C,AMD,3627
TWTR,AMD,10148
DIS,AMD,4766
PYPL,AMD,1884
BAC,AMD,6782
V,AMZN,6407
JNJ,AMZN,5605
NVDA,AMZN,30963
TGT,AMZN,7894
MCD,AMZN,6434
MA,AMZN,3347
INTC,AMZN,14697
F,AMZN,8175
SNAP,AMZN,9646
