Source,Target,Weight
TMUS,AAL,151
NOW,AAL,32
A,AAL,70
TIF,AAL,34
TJX,AAL,21
DE,AAL,189
UAL,AAL,2469
CRM,AAL,131
KHC,AAL,196
TWTR,AAL,1041
DD,AAL,56
PNC,AAL,15
DG,AAL,24
SQ,AAL,486
TSN,AAL,23
YELP,AAL,34
IRBT,AAL,40
ZM,AAL,38
WYNN,AAL,113
TST,AAL,2
KO,AAL,551
NKE,AAL,171
AMGN,AAL,85
NFLX,AAL,707
FL,AAL,53
UNP,AAL,244
AVGO,AAL,163
ZS,AAL,36
TXN,AAL,124
WBA,AAL,127
CRWD,AAL,34
ALXN,AAL,117
HUM,AAL,21
GME,AAL,57
EBAY,AAL,395
PANW,AAL,16
APC,AAL,87
CTL,AAL,74
TTD,AAL,45
RIOT,AAL,8
VEEV,AAL,5
NVDA,AAL,605
JPM,AAL,566
COUP,AAL,28
JNJ,AAL,657
CNC,AAL,420
GM,AAL,303
GILD,AAL,229
OKTA,AAL,31
RH,AAL,36
LYFT,AAL,160
PINS,AAL,31
UBER,AAL,137
CMG,AAL,114
MS,AAL,157
TLRY,AAL,95
REGN,AAL,55
SWKS,AAL,232
TEUM,AAL,10
ES,AAL,48
UTX,AAL,402
DPZ,AAL,115
W,AAL,49
HAS,AAL,26
TTWO,AAL,56
ETSY,AAL,27
CEI,AAL,1
DIS,AAL,385
CVS,AAL,145
GS,AAL,391
ROKU,AAL,361
ATVI,AAL,189
RAD,AAL,38
AMZN,AAL,1665
CLF,AAL,451
KSS,AAL,133
ABBV,AAL,206
AAPL,AAL,1513
KR,AAL,92
LLY,AAL,123
MDB,AAL,76
EA,AAL,118
VZ,AAL,508
ABT,AAL,331
BA,AAL,2626
CMCSA,AAL,642
CAT,AAL,742
DAL,AAL,2444
FCEL,AAL,7
JWN,AAL,71
UPS,AAL,249
MO,AAL,118
AMD,AAL,697
XOM,AAL,521
MCD,AAL,261
OXY,AAL,96
CLDR,AAL,41
BMY,AAL,687
ULTA,AAL,61
MU,AAL,766
WFC,AAL,316
SNAP,AAL,755
GOOGL,AAL,396
F,AAL,1195
CSX,AAL,123
PM,AAL,54
FCX,AAL,412
LOW,AAL,60
GE,AAL,564
GRUB,AAL,76
ZYNE,AAL,17
SCHW,AAL,65
HD,AAL,150
LMT,AAL,492
SHAK,AAL,14
NOW,AAP,7
JWN,AAP,142
ZM,AAP,8
CLF,AAP,4
C,AAP,35
CSX,AAP,5
MA,AAP,23
BBY,AAP,182
ABT,AAP,8
CHK,AAP,10
CRWD,AAP,12
ADBE,AAP,41
CMCSA,AAP,11
MRO,AAP,7
DE,AAP,50
ADSK,AAP,35
KHC,AAP,219
AXSM,AAP,12
PGR,AAP,5
GM,AAP,25
LMT,AAP,19
JCP,AAP,447
QCOM,AAP,24
ALXN,AAP,16
UPS,AAP,30
AMZN,AAP,182
AA,AAP,10
SRPT,AAP,9
BKNG,AAP,8
JPM,AAP,23
IBM,AAP,16
EA,AAP,22
UBER,AAP,29
SIRI,AAP,4
GRUB,AAP,8
TMUS,AAP,9
BMY,AAP,25
PG,AAP,8
T,AAP,28
CNC,AAP,9
MCD,AAP,46
MNST,AAP,16
REGN,AAP,10
FB,AAP,139
CVS,AAP,405
OSTK,AAP,391
STZ,AAP,18
XLNX,AAP,12
AMAT,AAP,311
BA,AAP,101
M,AAP,404
UNP,AAP,6
LULU,AAP,28
HAL,AAP,7
EBAY,AAP,16
FCX,AAP,20
CIEN,AAP,3
UAA,AAP,7
JNJ,AAP,16
SCHW,AAP,6
LRCX,AAP,12
CSCO,AAP,602
UTX,AAP,9
CAT,AAP,31
APC,AAP,9
TSLA,AAP,114
TNDM,AAP,12
FIT,AAP,1
TTWO,AAP,20
MDB,AAP,7
ATVI,AAP,19
CTL,AAP,25
WMT,AAP,1028
AKS,AAP,7
BYND,AAP,34
VEEV,AAP,7
MS,AAP,4
GLUU,AAP,1
DPZ,AAP,249
SFIX,AAP,12
COP,AAP,9
V,AAP,41
KO,AAP,13
INTC,AAP,29
SWKS,AAP,48
LYFT,AAP,10
A,AAP,56
ORCL,AAP,31
ZYNE,AAP,1
OXY,AAP,15
TIF,AAP,25
MU,AAP,21
SQ,AAP,26
DOCU,AAP,7
DPW,AAP,2
DD,AAP,10
TWTR,AAP,60
MRK,AAP,29
CL,AAP,6
DG,AAP,21
VZ,AAP,15
TXN,AAP,5
ULTA,AAP,51
TWLO,AAP,22
KSS,AAP,217
ROKU,AAP,151
FL,AAP,167
BBBY,AAP,22
PFE,AAP,36
CEI,AAP,1
WFC,AAP,10
CLVS,AAP,11
AXP,AAP,8
SYY,AAP,312
ES,AAP,9
CLDR,AAP,7
BIIB,AAP,14
W,AAP,86
GS,AAP,14
SHAK,AAP,8
TLRY,AAP,716
BRK,AAP,12
HAS,AAP,7
KR,AAP,11
DIS,AAP,83
GE,AAP,48
UAL,AAP,8
SBUX,AAP,8
MO,AAP,13
GILD,AAP,10
TTD,AAP,235
HUM,AAP,9
PINS,AAP,12
ZNGA,AAP,8
LOW,AAP,277
PM,AAP,21
RAD,AAP,11
AAPL,AAP,113
UNH,AAP,21
MSFT,AAP,44
PYPL,AAP,8
ABBV,AAP,19
BPTH,AAP,1
ANF,AAP,5
LUV,AAP,31
XOM,AAP,18
CVX,AAP,16
MPC,AAP,16
AMGN,AAP,19
HD,AAP,263
EOLS,AAP,268
TJX,AAP,204
GME,AAP,10
PNC,AAP,9
X,AAP,9
COUP,AAP,6
NFLX,AAP,170
ETSY,AAP,30
PCG,AAP,35
ZS,AAP,11
WDAY,AAP,14
PANW,AAP,8
TGT,AAP,317
OKTA,AAP,15
CRM,AAP,32
YELP,AAP,7
BAC,AAP,22
WDC,AAP,24
NVDA,AAP,667
TSN,AAP,329
SNAP,AAP,23
DLTR,AAP,24
LLY,AAP,21
MMM,AAP,27
CELG,AAP,17
NBEV,AAP,13
COST,AAP,28
WBA,AAP,31
F,AAP,28
AAL,AAP,23
IRBT,AAP,6
AMD,AAP,74
WYNN,AAP,27
NKE,AAP,27
DAL,AAP,8
SPLK,AAP,151
PEP,AAP,9
FDX,AAP,17
AVGO,AAP,23
CMG,AAP,35
RH,AAP,13
GOOGL,AAP,98
CLVS,AAPL,326
LMT,AAPL,1516
TEUM,AAPL,537
JWN,AAPL,659
BPTH,AAPL,409
PYPL,AAPL,3194
GM,AAPL,4439
TTD,AAPL,1245
C,AAPL,10615
KHC,AAPL,1488
AMAT,AAPL,2022
AVGO,AAPL,2931
AXSM,AAPL,400
CVS,AAPL,2236
CHK,AAPL,1817
BRK,AAPL,6795
FCEL,AAPL,301
MPC,AAPL,266
T,AAPL,10402
REGN,AAPL,902
WDAY,AAPL,383
M,AAPL,2754
ATVI,AAPL,2023
AA,AAPL,1073
BIIB,AAPL,2049
TXN,AAPL,1222
TTWO,AAPL,527
DPZ,AAPL,1989
DPW,AAPL,634
JNJ,AAPL,6731
WFC,AAPL,8880
ROKU,AAPL,14190
TGT,AAPL,5801
MO,AAPL,3017
X,AAPL,2785
FDX,AAPL,1867
CNC,AAPL,420
COUP,AAPL,343
ABT,AAPL,348
PEP,AAPL,4810
SFIX,AAPL,786
PGR,AAPL,68
MSFT,AAPL,37114
PCG,AAPL,1945
CSCO,AAPL,5766
ABBV,AAPL,2641
MA,AAPL,4847
WBA,AAPL,2761
PNC,AAPL,246
KSS,AAPL,575
TST,AAPL,3346
MU,AAPL,12745
SIRI,AAPL,3020
SHAK,AAPL,1376
ULTA,AAPL,549
GOOGL,AAPL,62236
DG,AAPL,474
GILD,AAPL,1630
BYND,AAPL,8637
ZYNE,AAPL,661
AKS,AAPL,765
HAS,AAPL,205
F,AAPL,33404
MDB,AAPL,566
LULU,AAPL,1831
CMG,AAPL,6432
QCOM,AAPL,10086
WMT,AAPL,9829
BAC,AAPL,15694
CVX,AAPL,1570
CELG,AAPL,2010
NFLX,AAPL,62108
COP,AAPL,354
ES,AAPL,6128
TSN,AAPL,179
SPLK,AAPL,172
YELP,AAPL,501
TSLA,AAPL,65184
INTC,AAPL,17400
FIT,AAPL,976
HD,AAPL,4506
DE,AAPL,814
PANW,AAPL,842
EOLS,AAPL,1404
GE,AAPL,14284
A,AAPL,1768
AMZN,AAPL,89830
ANF,AAPL,137
ZM,AAPL,1115
UNP,AAPL,533
DOCU,AAPL,245
DIS,AAPL,22111
PG,AAPL,3329
FB,AAPL,78109
AAL,AAPL,1429
APC,AAPL,565
SWKS,AAPL,1103
LOW,AAPL,897
TLRY,AAPL,5242
CL,AAPL,1010
LLY,AAPL,1612
LYFT,AAPL,3936
OXY,AAPL,639
NBEV,AAPL,1798
LUV,AAPL,965
CAT,AAPL,6476
MCD,AAPL,6776
CRWD,AAPL,458
W,AAPL,635
SYY,AAPL,55
UAL,AAPL,995
AMGN,AAPL,2902
LRCX,AAPL,2489
UAA,AAPL,601
PFE,AAPL,6403
OSTK,AAPL,1740
VEEV,AAPL,163
CSX,AAPL,354
IRBT,AAPL,230
MRO,AAPL,417
HUM,AAPL,226
SQ,AAPL,6724
TWTR,AAPL,19392
BA,AAPL,25015
MNST,AAPL,1044
KR,AAPL,717
TMUS,AAPL,1126
CLDR,AAPL,801
GRUB,AAPL,572
JPM,AAPL,16299
EBAY,AAPL,2526
RIOT,AAPL,811
CEI,AAPL,327
V,AAPL,4792
AAP,AAPL,2221
VERB,AAPL,1174
PINS,AAPL,1242
IBM,AAPL,10402
ZNGA,AAPL,1341
DLTR,AAPL,435
HAL,AAPL,504
NOW,AAPL,580
UNH,AAPL,3532
WDC,AAPL,1530
TIF,AAPL,268
CMCSA,AAPL,4011
SBUX,AAPL,5303
CTL,AAPL,821
BBBY,AAPL,1066
UBER,AAPL,4298
FCX,AAPL,1839
TWLO,AAPL,3330
KO,AAPL,6992
AMD,AAPL,30853
EA,AAPL,1890
SRPT,AAPL,302
GME,AAPL,717
GS,AAPL,20385
GLUU,AAPL,568
MS,AAPL,5682
SNAP,AAPL,7404
NKE,AAPL,4326
WYNN,AAPL,3245
FL,AAPL,240
UPS,AAPL,1030
ADSK,AAPL,661
MMM,AAPL,2397
PM,AAPL,1550
SCHW,AAPL,314
CRM,AAPL,7920
RH,AAPL,440
ZS,AAPL,380
STZ,AAPL,1596
XLNX,AAPL,1517
CLF,AAPL,1075
BBY,AAPL,781
OKTA,AAPL,602
CIEN,AAPL,131
TJX,AAPL,220
VZ,AAPL,5963
MRK,AAPL,4933
PIXY,AAPL,19
UTX,AAPL,1172
BKNG,AAPL,1350
ORCL,AAPL,2896
JCP,AAPL,785
NVDA,AAPL,33440
AXP,AAPL,1440
DAL,AAPL,2475
TNDM,AAPL,457
RAD,AAPL,964
HMNY,AAPL,783
ETSY,AAPL,813
ADBE,AAPL,3527
ALXN,AAPL,192
XOM,AAPL,4914
BMY,AAPL,2374
COST,AAPL,3103
DD,AAPL,746
CIEN,ABBV,15
MRK,ABBV,2126
F,ABBV,1967
BMY,ABBV,2108
LYFT,ABBV,217
BA,ABBV,2390
ROKU,ABBV,459
KO,ABBV,2128
DOCU,ABBV,19
MA,ABBV,997
GRUB,ABBV,204
PANW,ABBV,24
MCD,ABBV,908
RIOT,ABBV,45
AAL,ABBV,406
TNDM,ABBV,26
SYY,ABBV,82
BIIB,ABBV,1254
ALXN,ABBV,327
PEP,ABBV,1036
GM,ABBV,250
VEEV,ABBV,22
INTC,ABBV,2175
LOW,ABBV,173
FDX,ABBV,418
BAC,ABBV,1393
DAL,ABBV,565
AMZN,ABBV,2781
AKS,ABBV,12
UAA,ABBV,36
DD,ABBV,73
AXSM,ABBV,35
LLY,ABBV,1111
RAD,ABBV,87
XOM,ABBV,552
FB,ABBV,3514
ABT,ABBV,793
WDC,ABBV,269
TJX,ABBV,35
GOOGL,ABBV,2413
PINS,ABBV,159
CRWD,ABBV,55
SBUX,ABBV,1666
NFLX,ABBV,1252
EA,ABBV,125
ORCL,ABBV,229
CL,ABBV,383
CNC,ABBV,478
TTD,ABBV,67
BYND,ABBV,989
OSTK,ABBV,314
DIS,ABBV,716
ATVI,ABBV,161
RH,ABBV,59
WFC,ABBV,1264
OKTA,ABBV,27
IRBT,ABBV,260
CHK,ABBV,119
MNST,ABBV,654
PG,ABBV,1025
PM,ABBV,996
IBM,ABBV,1188
CVX,ABBV,347
BKNG,ABBV,30
MMM,ABBV,423
TIF,ABBV,34
CMG,ABBV,960
BPTH,ABBV,30
PIXY,ABBV,475
T,ABBV,2266
HUM,ABBV,47
DPZ,ABBV,51
TLRY,ABBV,1408
MSFT,ABBV,1896
SFIX,ABBV,24
AMGN,ABBV,1361
LMT,ABBV,957
CMCSA,ABBV,303
ULTA,ABBV,49
SIRI,ABBV,65
PGR,ABBV,267
ADBE,ABBV,479
JCP,ABBV,82
UNP,ABBV,120
TSLA,ABBV,2786
QCOM,ABBV,235
PCG,ABBV,222
DLTR,ABBV,74
CEI,ABBV,4
EOLS,ABBV,124
GLUU,ABBV,10
COUP,ABBV,21
SRPT,ABBV,162
UTX,ABBV,856
MS,ABBV,724
KR,ABBV,129
CELG,ABBV,960
NKE,ABBV,414
LULU,ABBV,141
AAPL,ABBV,3802
AA,ABBV,138
WDAY,ABBV,12
SQ,ABBV,368
CLF,ABBV,809
ZYNE,ABBV,782
TEUM,ABBV,8
MDB,ABBV,28
ES,ABBV,16
AMAT,ABBV,231
CTL,ABBV,95
TSN,ABBV,78
CSX,ABBV,39
PFE,ABBV,2436
X,ABBV,200
AAP,ABBV,24
SWKS,ABBV,56
JPM,ABBV,1743
TTWO,ABBV,32
FIT,ABBV,21
HD,ABBV,416
COP,ABBV,165
FL,ABBV,37
ADSK,ABBV,25
NOW,ABBV,91
GME,ABBV,56
TST,ABBV,583
DE,ABBV,94
TGT,ABBV,484
TXN,ABBV,149
FCX,ABBV,301
KHC,ABBV,256
W,ABBV,49
VZ,ABBV,657
REGN,ABBV,400
WMT,ABBV,446
PNC,ABBV,35
SNAP,ABBV,1179
HAS,ABBV,112
BRK,ABBV,868
EBAY,ABBV,115
TMUS,ABBV,119
MRO,ABBV,79
BBY,ABBV,79
UPS,ABBV,187
ZM,ABBV,58
DPW,ABBV,11
MU,ABBV,483
STZ,ABBV,1171
NBEV,ABBV,1051
CLVS,ABBV,118
MO,ABBV,1411
COST,ABBV,165
CAT,ABBV,1440
AXP,ABBV,112
SHAK,ABBV,333
WYNN,ABBV,327
ANF,ABBV,19
UBER,ABBV,504
GILD,ABBV,1252
C,ABBV,1340
HAL,ABBV,1268
AVGO,ABBV,218
YELP,ABBV,15
GE,ABBV,1827
DG,ABBV,47
ZS,ABBV,25
A,ABBV,173
CSCO,ABBV,385
OXY,ABBV,200
APC,ABBV,54
GS,ABBV,1285
WBA,ABBV,786
XLNX,ABBV,540
CLDR,ABBV,33
KSS,ABBV,70
MPC,ABBV,81
BBBY,ABBV,132
SCHW,ABBV,67
PYPL,ABBV,1018
ETSY,ABBV,36
HMNY,ABBV,18
SPLK,ABBV,24
UAL,ABBV,125
CRM,ABBV,706
UNH,ABBV,661
TWTR,ABBV,1679
ZNGA,ABBV,60
LRCX,ABBV,186
TWLO,ABBV,599
V,ABBV,1551
JNJ,ABBV,2531
CVS,ABBV,448
LUV,ABBV,447
M,ABBV,189
FCEL,ABBV,38
NVDA,ABBV,583
AMD,ABBV,1390
VERB,ABBV,5
JWN,ABBV,45
HAL,ABT,668
C,ABT,2097
FCEL,ABT,20
GOOGL,ABT,716
TGT,ABT,45
TWTR,ABT,588
CRWD,ABT,13
LRCX,ABT,97
WBA,ABT,175
CSX,ABT,991
HUM,ABT,42
RIOT,ABT,1
MRO,ABT,8
AAP,ABT,7
GRUB,ABT,16
MA,ABT,472
TST,ABT,2
APC,ABT,23
TJX,ABT,34
PG,ABT,938
UBER,ABT,21
BIIB,ABT,395
ETSY,ABT,24
DPZ,ABT,1019
TNDM,ABT,221
TEUM,ABT,9
A,ABT,55
ADSK,ABT,33
TMUS,ABT,39
ROKU,ABT,116
UTX,ABT,399
SNAP,ABT,332
SCHW,ABT,1210
WFC,ABT,1395
CLVS,ABT,73
NOW,ABT,65
W,ABT,27
CL,ABT,69
MRK,ABT,737
QCOM,ABT,119
RH,ABT,4
WDC,ABT,40
BYND,ABT,30
UPS,ABT,44
PGR,ABT,1060
MCD,ABT,188
DAL,ABT,918
AMZN,ABT,207
PANW,ABT,14
DOCU,ABT,7
M,ABT,48
MO,ABT,53
TLRY,ABT,40
DLTR,ABT,12
AXP,ABT,416
CLDR,ABT,10
ES,ABT,4
LLY,ABT,583
ABBV,ABT,505
BKNG,ABT,19
MSFT,ABT,1057
CVS,ABT,200
PIXY,ABT,609
CRM,ABT,139
GS,ABT,2027
SIRI,ABT,27
AMGN,ABT,416
CVX,ABT,123
INTC,ABT,974
TWLO,ABT,60
HAS,ABT,13
VERB,ABT,10
TIF,ABT,10
KO,ABT,412
V,ABT,511
ULTA,ABT,12
MU,ABT,43
RAD,ABT,125
ZM,ABT,22
BA,ABT,1095
NVDA,ABT,112
BBBY,ABT,196
DE,ABT,24
ZYNE,ABT,24
SHAK,ABT,4
VZ,ABT,112
CEI,ABT,1
PINS,ABT,13
CMCSA,ABT,254
YELP,ABT,11
NFLX,ABT,2339
UNP,ABT,145
LOW,ABT,22
MS,ABT,697
LMT,ABT,38
WYNN,ABT,15
DD,ABT,30
PFE,ABT,752
PM,ABT,380
BBY,ABT,18
FIT,ABT,9
LYFT,ABT,19
SBUX,ABT,419
EA,ABT,31
XOM,ABT,153
JPM,ABT,2027
GME,ABT,12
KR,ABT,23
OXY,ABT,40
KSS,ABT,15
DG,ABT,55
ORCL,ABT,87
AA,ABT,228
EBAY,ABT,668
TTD,ABT,57
CLF,ABT,1467
ANF,ABT,6
MNST,ABT,23
JWN,ABT,16
AMD,ABT,124
T,ABT,1163
FCX,ABT,47
TTWO,ABT,14
GLUU,ABT,7
BPTH,ABT,8
CNC,ABT,44
TXN,ABT,105
BRK,ABT,106
XLNX,ABT,109
AXSM,ABT,12
CTL,ABT,38
GILD,ABT,233
UNH,ABT,2408
PYPL,ABT,403
BMY,ABT,864
BAC,ABT,2525
AAPL,ABT,860
CIEN,ABT,28
MDB,ABT,30
FDX,ABT,20
SFIX,ABT,17
ZS,ABT,28
REGN,ABT,152
WDAY,ABT,32
JNJ,ABT,3319
PCG,ABT,35
AAL,ABT,281
ALXN,ABT,42
COP,ABT,37
NBEV,ABT,21
CHK,ABT,24
FL,ABT,20
TSLA,ABT,123
IRBT,ABT,282
MPC,ABT,23
PNC,ABT,243
GE,ABT,402
IBM,ABT,1351
CELG,ABT,453
AVGO,ABT,77
LULU,ABT,36
KHC,ABT,67
X,ABT,34
WMT,ABT,153
FB,ABT,789
SPLK,ABT,24
COUP,ABT,17
CAT,ABT,51
SRPT,ABT,77
EOLS,ABT,4
MMM,ABT,150
ZNGA,ABT,14
GM,ABT,50
AMAT,ABT,50
UAA,ABT,25
NKE,ABT,98
F,ABT,951
DIS,ABT,482
ATVI,ABT,43
PEP,ABT,781
SWKS,ABT,22
COST,ABT,91
JCP,ABT,1
CSCO,ABT,192
HD,ABT,109
SYY,ABT,8
VEEV,ABT,45
OSTK,ABT,9
LUV,ABT,251
STZ,ABT,49
CMG,ABT,75
AKS,ABT,8
TSN,ABT,15
UAL,ABT,1232
SQ,ABT,332
