ticker,ff_48
AMTD,47
AMTX,46
AMWD,17
AMZN,34
AN,42
ANAB,
ANAT,45
ANCB,
ANCX,47
ANDE,41
ANDV,30
ANET,35
ANF,42
ANGI,
ANGO,12
ANIK,13
ANIP,13
ANIX,35
ANSS,34
ANTH,
ANTM,45
AOBC,26
AOI,5
AOS,9
AP,21
APA,30
APAM,47
APC,30
APD,14
APDN,34
APEI,33
APEN,
APH,36
APHB,13
APLS,
APO,47
APOG,9
APPF,
APPN,
APPS,34
APRI,13
APRN,42
APT,12
APTI,
APTX,
APVO,
APY,41
AQ,36
AQB,
AQMS,
AQST,
AQUA,21
AQXP,
AR,30
ARA,11
ARAV,
ARAY,12
ARC,34
ARCB,40
ARCH,29
ARCI,41
ARCW,36
ARDM,12
ARDS,
ARDX,13
ARES,47
AREX,30
ARGS,
ARII,25
ARKR,43
ARL,46
ARLO,6
ARMK,43
ARMO,
ARNA,34
ARNC,19
AROC,30
AROW,44
ARPO,
ARQL,13
ARRY,11
ARTNA,31
ARTW,21
ARTX,22
ARVN,
ARW,41
ARWR,34
ASB,47
ASCMA,
ASFI,44
ASGN,34
ASH,14
ASIX,14
ASMB,
ASNA,42
ASNS,
ASPN,14
ASPU,
ASRT,13
ASRV,44
AST,34
ASTC,26
ASTE,21
ASUR,36
ASV,
ASYS,36
ATAC,
ATEC,12
ATEN,35
ATGE,33
ATHN,34
ATHX,13
ATI,19
ATIS,48
ATKR,19
ATLC,44
ATLO,44
ATNI,32
ATNM,7
ATNX,
ATO,31
ATOM,
ATOS,
ATR,15
ATRA,13
ATRC,12
ATRI,31
ATRO,39
ATRS,12
ATSG,40
ATU,21
ATUS,32
ATVI,34
ATXI,
AUBN,44
AUMN,27
AUTO,8
AVA,31
AVAV,24
AVCO,
AVD,14
AVEO,
AVGO,
AVGR,
AVHI,46
AVID,34
AVIR,41
AVLR,34
AVNS,12
AVNW,36
AVP,9
AVRO,
AVT,41
AVX,36
AVXL,34
AVXS,
AVY,15
AVYA,36
AWI,17
AWK,31
AWR,31
AWRE,34
AWSM,41
AWX,48
AX,44
AXAS,30
AXDX,34
AXE,41
AXGN,12
AXL,23
AXNX,
AXP,44
AXR,46
AXSM,
AXTI,36
AYI,41
AYTU,
AYX,34
AZO,42
AZPN,34
AZRX,
AZZ,22
B,17
BA,24
BABY,12
BAC,44
BAH,34
BANC,44
BAND,
BANF,44
BANR,44
BAS,30
BASI,36
BATRA,
BATRK,
BAX,12
BBBY,42
BBCP,
BBG,30
BBGI,32
BBOX,34
BBRG,
BBSI,34
BBT,47
BBW,42
BBX,46
BBY,42
BC,6
BCBP,44
BCC,38
BCEI,30
BCLI,32
BCML,
BCO,34
BCOR,35
BCOV,
BCPC,14
BCRX,13
BCSF,47
BCTF,47
BDC,41
BDGE,44
BDL,43
BDR,36
BDSI,13
BDX,12
BE,36
BEAT,11
BECN,41
BELFA,36
BELFB,36
BEN,47
BERY,15
BETR,2
BF,4
BFAM,33
BFC,
BFIN,44
BFST,
BGC,41
BGCP,34
BGFV,42
BGG,23
BGS,2
BGSF,34
BH,43
BHAC,
BHB,47
BHBK,
BHE,36
BHF,
BHGE,21
BHLB,44
BHTG,
BID,34
BIG,42
BIIB,13
BIO,37
BIOA,34
BIOC,
BIOL,12
BIOS,11
BIVV,
BJ,42
BJRI,43
BK,44
BKD,11
BKE,42
BKH,31
BKI,34
BKJ,44
BKMU,44
BKNG,34
BKS,42
BKSC,44
BKTI,36
BKU,44
BKYI,35
BL,
BLBD,
BLCM,
BLD,18
BLDR,42
BLFS,12
BLIN,34
BLK,47
BLKB,34
BLL,39
BLMN,
BLMT,
BLNK,
BLPH,
BLUE,
BMCH,
BMI,37
BMRA,13
BMRC,44
BMRN,13
BMS,38
BMTC,44
BMY,13
BNCL,44
BNED,42
BNFT,
BNGO,
BOBE,43
BOCH,44
BOFI,44
BOH,44
BOJA,
BOKF,44
BOLD,
BOMN,
BOOM,17
BOOT,42
BOTJ,44
BOX,34
BOXL,
BPFH,44
BPI,33
BPMC,
BPMX,34
BPOP,44
BPRN,
BPTH,42
BR,34
BRAC,
BRC,34
BREW,4
BRID,2
BRK,45
BRKL,44
BRKR,37
BRKS,21
BRN,30
BRO,45
BRPA,
BRS,30
BRSS,19
BRY,
BSET,9
BSF,44
BSFT,
BSGM,
BSPM,13
BSQR,34
BSRR,44
BSTC,13
BSVN,
BSX,12
BTAI,
BTN,9
BTU,29
BTX,13
BUFF,
BURG,34
BURL,42
BUSE,44
BV,1
BVSN,35
BVX,12
BW,22
BWA,23
BWB,
BWEN,13
BWFG,44
BWINA,45
BWINB,45
BWL,7
BWLD,43
BWXT,20
BXC,41
BXG,46
BXS,44
BY,47
BYBK,44
BYD,7
BYFC,44
BZH,18
C,44
CA,34
CAA,18
CAAS,23
CABO,32
CAC,44
CACC,44
CACI,35
CADC,18
CADE,44
CAFD,
CAG,2
CAH,11
CAI,34
CAKE,43
CAL,42
CALA,
CALD,34
CALI,34
CALM,1
CALX,36
CAMP,36
CAPR,34
CAR,46
CARA,
CARB,
CARG,
CARO,44
CARS,42
CART,44
CARV,44
CASA,
CASC,13
CASH,44
CASI,13
CASM,12
CASS,34
CASY,42
CAT,21
CATB,
CATC,
CATO,42
CATS,
CATY,44
CAVM,36
CAW,9
CBAK,22
CBAN,44
CBAT,22
CBAY,13
CBB,32
CBFV,
CBG,46
CBIO,13
CBK,42
CBLI,34
CBLK,
CBM,13
CBMB,
CBMG,
CBNK,
CBOE,47
CBPX,41
CBRE,46
CBRL,43
CBS,32
CBSH,47
CBT,14
CBTX,
CBU,44
CBZ,34
CC,14
CCB,
CCBG,44
CCC,47
CCCR,
CCF,22
CCK,39
CCMP,17
CCNE,44
CCNI,
CCO,34
CCOI,32
CCRN,34
CCS,18
CCT,47
CCUR,34
CCXI,
CDAY,34
CDE,27
CDEV,
CDK,
CDLX,
CDMO,13
CDNA,11
CDNS,34
CDTI,14
CDTX,
CDW,
CDXC,
CDXS,
CDZI,1
CE,14
CECE,21
CECO,33
CEI,30
CEIX,29
CELC,
CELG,14
CELH,28
CEMI,47
CENT,41
CENTA,41
CENX,19
CERC,
CERN,35
CERS,13
CETX,
CEVA,36
CF,14
CFBI,
CFBK,44
CFFI,44
CFFN,44
CFG,44
CFMS,
CFR,47
CFRX,
CFX,21
CGA,14
CGBD,
CGI,40
CGIX,11
CGNT,12
CGNX,37
CHAP,30
CHCI,18
CHCO,44
CHD,9
CHDN,7
CHE,11
CHEF,
CHFC,44
CHFN,44
CHFS,
CHGG,33
CHH,43
CHK,30
CHKE,10
CHMA,
CHMG,
CHRA,48
CHRS,
CHRW,40
CHS,42
CHTR,32
CHUBA,
CHUBK,
CHUY,
CI,45
CIA,45
CIDM,34
CIEN,36
CINF,45
CIR,17
CIT,44
CIVB,44
CIVI,11
CIX,21
CIZN,44
CJ,30
CJJD,28
CKH,30
CKPT,
CKX,30
CL,9
CLAR,34
CLBK,
CLBS,11
CLCT,34
CLD,29
CLDR,34
CLDX,13
CLF,28
CLFD,37
CLGX,34
CLH,48
CLIR,
CLNE,31
CLNT,47
CLR,30
CLRB,34
CLRO,36
CLSD,
CLSN,13
CLUB,7
CLVS,
CLW,38
CLX,9
CLXT,
CMA,44
CMC,19
CMCO,21
CMCSA,32
CMD,12
CME,47
CMG,43
CMI,21
CMLS,
CMP,28
CMRX,
CMS,31
CMT,15
CMTL,22
CNA,45
CNAT,
CNBKA,44
CNC,45
CNCE,
CNDT,34
CNET,34
CNFR,
CNK,7
CNMD,12
CNNE,47
CNO,45
CNOB,44
CNP,31
CNS,47
CNSL,32
CNST,
CNTY,7
CNX,29
CNXN,42
COBZ,44
COCP,
CODA,
CODX,
COF,44
COG,30
COGT,32
COHN,47
COHR,37
COHU,37
COKE,4
COL,24
COLB,44
COLL,
COLM,41
COMM,
CONN,42
COO,12
COOL,34
COOP,44
COP,30
CORE,41
CORI,13
CORT,13
COST,42
COTV,47
COTY,9
COUP,
COWN,
CPAH,34
CPB,2
CPE,30
CPF,44
CPHC,7
CPHI,13
CPIX,13
CPK,31
CPLA,33
CPN,31
CPRT,41
CPRX,13
CPS,23
CPSH,9
CPSI,34
CPSS,44
CPST,22
CQH,47
CR,17
CRAI,34
CRAY,35
CRBP,
CRC,30
CRCM,33
CRD,45
CREE,36
CREG,4
CREX,
CRI,10
CRIS,13
CRK,30
CRL,34
CRM,34
CRMD,34
CRMT,32
CRNX,
CROX,10
CRR,17
CRS,19
CRUS,36
CRVL,45
CRVP,3
CRVS,
CRWS,16
CRY,12
CRZO,30
CSBK,44
CSBR,43
CSCO,36
CSFL,44
CSGP,46
CSGS,34
CSII,13
CSL,15
CSLT,34
CSOD,
CSPI,35
CSRA,34
CSS,8
CSSE,
CSTR,
CSU,11
CSV,33
CSWI,
CSX,40
CTAC,
CTAS,10
CTB,23
CTBI,44
CTEK,34
CTG,34
CTHR,9
CTIB,15
CTIC,13
CTL,32
CTLT,13
CTMX,
CTO,46
CTRA,29
CTRC,9
CTRL,34
CTRN,42
CTRV,13
CTS,36
CTSH,34
CTSO,34
CTWS,31
CTXR,
CTXS,34
CUB,37
CUBI,44
CUDA,35
CUE,
CUI,34
CULP,16
CUO,17
CUR,13
CURO,34
CUTR,12
CVA,48
CVBF,44
CVCO,38
CVCY,44
CVG,34
CVGI,23
CVGW,1
CVI,30
CVIA,28
CVLT,34
CVLY,44
CVM,13
CVNA,42
CVO,38
CVON,
CVR,17
CVRS,41
CVS,42
CVTI,40
CVU,24
CVV,21
CVX,30
CW,21
CWAY,
CWBC,44
CWBR,
CWEN,31
CWH,47
CWST,48
CWT,31
CXDC,28
CXO,30
CY,36
CYAN,13
CYBE,37
CYCC,13
CYH,11
CYRX,
CYTK,13
CYTR,13
CYTX,12
CZFC,44
CZNC,47
CZR,
CZWI,44
D,31
DAIO,35
DAKT,
DAL,40
DAN,23
DAR,48
DARE,
DATA,34
DAVE,43
DBD,34
DBX,
DCAR,32
DCI,21
DCO,24
DCOM,44
DCPH,
DDD,34
DDE,7
DDS,42
DE,21
DECK,10
DEL,17
DELL,37
DENN,43
DEPO,13
DERM,
DEST,42
DF,2
DFBG,9
DFBH,
DFFN,9
DFIN,34
DFRG,
DFS,44
DG,42
DGICA,45
DGICB,45
DGII,35
DGLY,36
DGSE,41
DGX,11
DHCP,47
DHI,18
DHIL,47
DHR,41
DHX,34
DIN,43
DIOD,36
DIS,34
DISCA,32
DISCB,32
DISCK,32
DISH,32
DIT,41
DJCO,8
DK,30
DKS,42
DLA,41
DLB,36
DLHC,34
DLPN,
DLTH,
DLTR,42
DLX,8
DMPI,
DMRC,
DNB,34
DNBF,47
DNKN,
DNLI,
DNOW,41
DNR,30
DO,30
DOCU,
DOMO,
DORM,41
DOTA,
DOV,
DOVA,
DPLO,42
DPS,3
DPW,36
DPZ,43
DRAD,12
DRI,43
DRIO,
DRNA,
DRQ,21
DRRX,13
DS,47
DSKE,
DSPG,34
DSS,35
DST,34
DSW,42
DTE,31
DTRM,34
DTSS,
DUK,31
DVA,11
DVAX,13
DVCR,11
DVD,7
DVMT,37
DVN,30
DWCH,34
DWDP,14
DWSN,30
DXC,34
DXCM,12
DXLG,42
DXPE,41
DXR,12
DXYN,16
DY,18
DYN,31
DYNT,36
DYSL,39
DZSI,36
EA,34
EACQ,
EAF,22
EAST,
EAT,43
EB,34
EBAY,34
EBF,38
EBIO,
EBIX,35
EBMT,47
EBS,13
EBSB,44
EBTC,47
ECHO,
ECL,37
ECOL,48
ECOM,34
ECOR,
ECPG,44
ECR,30
ECYT,
ED,31
EDGE,
EDGW,34
EDIT,
EDNT,
EDTX,
EDUC,41
EE,31
EEFT,44
EEI,34
EEP,40
EEX,34
EFBI,
EFII,35
EFOI,22
EFSC,47
EFX,34
EGAN,34
EGBN,44
EGC,
EGHT,32
EGL,34
EGLT,
EGN,30
EGOV,35
EGRX,
EGY,30
EHC,11
EHTH,45
EIDX,
EIG,45
EIGI,
EIGR,
EIX,31
EKSO,
EL,9
ELAN,13
ELF,9
ELGX,12
ELLI,34
ELMD,12
ELON,34
ELOX,13
ELSE,37
ELVT,44
ELY,6
EMAN,36
EMCF,47
EMCI,45
EME,18
EMKR,36
EML,17
EMMS,32
EMN,14
EMR,21
ENFC,
ENG,34
ENLC,40
ENOB,
ENPH,
ENR,9
ENRJ,30
ENS,21
ENSG,11
ENSV,30
ENT,
ENTA,
ENTG,15
ENTL,
ENV,34
ENVA,44
ENZ,11
EOG,30
EOLS,
EPAM,34
EPAY,34
EPC,41
EPE,30
EPIX,
EPM,30
EPZM,
EQ,
EQBK,
EQFN,
EQH,45
EQT,30
ERA,30
ERI,
ERIE,45
ERII,
ERN,30
ES,31
ESBK,44
ESCA,6
ESDI,
ESE,36
ESES,34
ESIO,21
ESL,37
ESNC,22
ESND,41
ESP,36
ESPR,
ESQ,
ESRX,11
ESSA,47
ESTE,30
ESXB,44
ETFC,47
ETH,9
ETM,32
ETON,
ETR,31
ETRN,31
ETSY,
ETTX,
EV,47
EVBG,
EVBN,44
EVC,32
EVER,
EVFM,
EVH,34
EVHC,11
EVI,41
EVK,10
EVLO,
EVLV,42
EVOK,
EVOL,34
EVOP,
EVR,47
EVRG,31
EVRI,34
EVTC,34
EW,12
EWBC,44
EXAC,12
EXAS,34
EXC,31
EXEL,34
EXLS,34
EXP,17
EXPD,40
EXPE,32
EXPI,
EXPO,34
EXPR,42
EXTN,34
EXTR,35
EXXI,
EYE,
EYEG,
EYEN,
EYES,
EYPT,13
EZPW,44
F,23
FAC,45
FAF,45
FANG,
FARM,2
FARO,37
FAST,42
FAT,
FATE,
FB,34
FBC,44
FBHS,41
FBIO,13
FBIZ,44
FBK,44
FBM,41
FBMS,44
FBNC,44
FBNK,
FBP,44
FBSS,44
FC,34
FCAP,44
FCB,47
FCBC,44
FCBP,
FCCO,44
FCCY,44
FCEL,22
FCF,44
FCFS,44
FCN,34
FCNCA,44
FCRE,22
FCSC,13
FCX,28
FDBC,
FDC,34
FDEF,44
FDS,34
FDX,40
FE,31
FEIM,37
FELE,22
FET,21
FEYE,
FF,14
FFBC,44
FFBW,
FFG,45
FFIC,44
FFIN,44
FFIV,34
FFKT,44
FFNW,44
FFWM,
FGBI,
FGEN,
FH,32
FHB,
FHN,44
FIBK,
FICO,34
FII,47
FINL,6
FIS,34
FISI,44
FISV,34
FIT,35
FITB,47
FIVE,
FIVN,
FIX,18
FIXX,
FIZZ,3
FL,42
FLDM,
FLF,
FLGT,
FLIC,44
FLIR,36
FLKS,
FLL,43
FLMN,
FLNT,32
FLO,2
FLOW,21
FLR,34
FLS,21
FLT,34
FLWS,42
FLXN,
FLXS,9
FMAO,
FMBH,44
FMBI,44
FMC,14
FMCI,
FMI,
FMNB,44
FMSA,28
FNB,44
FNBG,
FNCB,
FND,42
FNF,47
FNGN,47
FNHC,45
FNJN,14
FNKO,
FNLC,44
FNSR,34
FNTE,
FNWB,
FOCS,
FOE,14
FOGO,
FOLD,13
FONR,12
FOR,46
FORD,9
FORM,37
FORR,34
FOSL,9
FOX,8
FOXA,8
FOXF,
FPAC,47
FPAY,
FPH,46
FPRX,
FRAC,30
FRAN,
FRBA,44
FRBK,44
FRC,44
FRD,19
FRED,42
FRGI,
FRME,44
FRPH,40
FRPT,
FRSH,
FRTA,
FSAC,
FSB,44
FSBC,44
FSBW,
FSCT,
FSFG,44
FSI,14
FSLR,36
FSNN,32
FSS,23
FSTR,19
FTAI,34
FTD,
FTDR,
FTEK,41
FTFT,34
FTK,14
FTNT,
FTNW,34
FTR,31
FTSI,30
FTSV,
FTV,36
FUL,14
FULT,44
FUNC,44
FUSB,47
FUV,
FVCB,
FVE,11
FWONA,
FWONK,
FWRD,40
GABC,44
GAIA,34
GALT,13
GATX,34
GBCI,44
GBL,47
GBNK,44
GBR,30
GBT,
GBX,21
GCAP,47
GCBC,44
GCI,8
GCO,42
GCP,14
GD,24
GDDY,35
GDEN,7
GDI,21
GDOT,44
GDP,30
GE,21
GEC,34
GEF,39
GEMP,
GEN,11
GENC,21
GEOS,37
GERN,13
GES,10
GEVO,
GFED,44
GFF,41
GFN,34
GGG,21
GGO,47
GH,
GHC,8
GHDX,11
GHL,47
GHM,21
GIFI,17
GIG,47
GIII,10
GILD,13
GIS,2
GKOS,37
GLBZ,44
GLDD,18
GLF,30
GLG,
GLIBA,32
GLOW,32
GLT,38
GLUU,34
GLW,19
GLYC,
GM,23
GME,42
GMED,12
GMO,28
GMS,17
GNBC,44
GNC,42
GNCA,
GNCMA,32
GNE,31
GNK,40
GNMK,
GNMX,34
GNPX,
GNRC,22
GNTX,23
GNTY,44
GNUS,
GNW,45
GOGO,
GOLF,6
GOOG,34
GOOGL,34
GORO,27
GPAC,
GPAQ,
GPC,41
GPI,42
GPIC,6
GPK,38
GPN,34
GPOR,30
GPRE,14
GPRO,
GPS,42
GPX,33
GRA,14
GRAF,47
GRBK,14
GRC,21
GRIF,1
GRNQ,
GROW,47
GRPN,
GRSH,
GRTS,
GRUB,42
GS,47
GSAH,47
GSAT,32
GSB,34
GSBC,44
GSHD,
GSHT,
GSIT,36
GSKY,
GST,30
GT,23
GTE,30
GTHX,
GTIM,43
GTLS,20
GTN,32
GTS,45
GTT,34
GTX,24
GTXI,13
GURE,34
GV,18
GVA,18
GVP,34
GWB,44
GWGH,
GWR,40
GWRE,34
GWRS,
GWW,42
GXP,31
GYRO,
H,43
HA,40
HABT,
HAE,12
HAFC,44
HAIN,2
HAIR,
HAL,30
HALL,45
HALO,13
HAS,6
HAWK,
HAYN,19
HBAN,44
HBB,9
HBCP,
HBHC,44
HBI,42
HBIO,37
HBK,
HBMD,44
HBNC,44
HBP,41
HCA,11
HCAC,47
HCC,41
HCCI,48
HCHC,32
HCI,45
HCKT,34
HCOM,
HCSG,34
HD,42
HDNG,21
HDP,
HDS,
HDSN,14
HE,31
HEAR,
HEB,13
HEES,34
HEI,24
HES,30
HF,46
HFBC,44
HFBL,44
HFC,30
HFFG,
HFWA,44
HGSH,34
HGV,43
HHC,46
HHS,34
HI,26
HIBB,42
HIFS,44
HIG,45
HII,41
HIIQ,
HIL,34
HIVE,35
HJLI,
HK,30
HL,27
HLI,47
HLIT,22
HLNE,
HLT,43
HLX,30
HMHC,
HMN,45
HMNF,44
HMNY,34
HMST,
HMSY,34
HMTA,
HMTV,32
HNGR,11
HNI,38
HNNA,47
HNRG,30
HOFT,9
HOG,9
HOLX,12
HOMB,44
HOME,42
HON,41
HONE,
HOPE,44
HOS,30
HOV,18
HP,30
HPE,34
HPJ,22
HPQ,35
HPR,30
HQY,
HRB,44
HRC,12
HRG,9
HRI,47
HRL,2
HRS,36
HRTG,45
HRTX,14
HSC,20
HSDT,
HSGX,
HSIC,41
HSII,34
HSKA,13
HSNI,
HSON,34
HSTM,33
HSY,3
HTBI,
HTBK,44
HTBX,
HTGM,
HTH,44
HTLD,40
HTLF,44
HTM,31
HTZ,33
HUBB,41
HUBG,40
HUBS,34
HUM,45
HUN,14
HURC,21
HURN,34
HUSA,30
HVBC,
HVT,42
HWBK,44
HWC,44
HWCC,41
HWKN,41
HXL,41
HY,23
HYAC,
HYDI,13
HYH,12
HYRE,
HZN,47
HZO,42
IAC,32
IAM,
IART,13
IBCP,44
IBIO,13
IBKC,44
IBKR,47
IBM,34
IBOC,44
IBP,18
IBTX,
ICAD,35
ICBK,
ICCC,13
ICCH,
ICD,30
ICE,47
ICFI,34
ICON,10
ICPT,
ICUI,12
IDA,31
IDCC,36
IDEX,42
IDN,34
IDRA,13
IDSA,34
IDSY,34
IDT,32
IDTI,36
IDXG,34
IDXX,13
IEA,
IEC,36
IESC,18
IEX,21
IFF,14
IFMK,
IFON,41
IGC,34
IHC,45
III,34
IIIN,19
IIIV,
IIN,36
IIVI,37
IKNX,9
ILG,
ILMN,37
IMDZ,
IMGN,13
IMH,44
IMI,
IMKTA,42
IMMR,35
IMMU,13
IMMY,28
IMNP,13
IMPV,34
IMUC,13
IMXI,
INAP,34
INBK,44
INCR,
INCY,34
INDB,44
INDU,
INFI,13
INFN,36
INFU,12
INGN,
INGR,2
INNT,
INO,37
INOD,34
INOV,
INPX,
INS,17
INSE,
INSG,32
INSM,13
INSP,12
INST,34
INSY,34
INT,41
INTC,36
INTG,46
INTL,47
INTT,37
INTU,34
INTX,44
INUV,34
INVA,13
INVE,35
INWK,8
IO,30
IONS,13
IOR,47
IOSP,14
IOTS,
IOVA,40
IP,38
IPAR,41
IPAS,34
IPCC,45
IPDN,
IPG,34
IPGP,36
IPHI,36
IPHS,41
IPI,14
IPIC,
IPWR,
IPXL,13
IQV,34
IRBT,34
IRDM,32
IRIX,12
IRMD,
IROQ,
IRTC,
IRWD,
ISBC,47
ISCA,7
ISDR,34
ISIG,41
ISNS,37
ISR,12
ISRG,12
ISRL,30
ISSC,36
ISTR,44
IT,34
ITCI,
ITEK,
ITG,47
ITGR,22
ITI,36
ITIC,45
ITP,38
ITRI,35
ITT,21
ITUS,35
ITW,41
IVAC,21
IVC,12
IVTY,
IXYS,36
IZEA,
JACK,43
JAG,30
JAGX,
JAKK,6
JASN,
JAX,43
JBHT,40
JBL,36
JBLU,40
JBSS,3
JBT,21
JCOM,32
JCP,42
JCS,22
JEC,34
JEF,41
JELD,17
JILL,42
JJSF,2
JKHY,35
JLL,46
JMBA,47
JMP,47
JNCE,
JNJ,13
JNP,13
JNPR,35
JOB,34
JOE,46
JONE,30
JOUT,6
JPM,44
JRJR,12
JRSH,
JSYN,
JTPY,
JUNO,
JVA,2
JW,8
JWN,42
JXSB,44
JYNT,
K,2
KAAC,
KAI,21
KALA,
KALU,19
KALV,
KAMN,41
KAR,41
KBAL,6
KBH,18
KBLM,
KBR,18
KDMN,13
KDP,3
KE,
KEG,30
KELYA,34
KELYB,34
KEM,36
KEQU,41
KERX,34
KEX,40
KEY,44
KEYS,37
KEYW,
KFFB,44
KFRC,34
KFY,34
KGJI,34
KHC,
KIDS,
KIN,
KINS,47
KIRK,42
KKR,47
KLAC,37
KLIC,21
KLXE,
KLXI,
KMB,9
KMG,14
KMI,31
KMPH,
KMPR,45
KMT,21
KMX,42
KN,41
KND,11
KNDI,23
KNL,38
KNSL,
KNX,40
KO,3
KOD,
KODK,9
KONA,43
KOOL,21
KOP,14
KOPN,36
KOS,30
KOSS,6
KPTI,
KR,42
KRA,14
KRNY,44
KRO,14
KRYS,
KS,38
KSS,42
KSU,40
KTCC,35
KTEC,21
KTOS,32
KTWO,
KURA,
KVHI,36
KW,46
KWR,30
KZR,
L,45
LABL,8
LACQ,
LAD,42
LAKE,12
LANC,2
LARK,44
LASR,
LAUR,
LAWS,41
LAYN,18
LAZY,
LB,42
LBAI,47
LBC,
LBCC,2
LBRDA,
LBRDK,
LBRT,30
LBY,9
LC,44
LCA,
LCI,13
LCII,23
LCNB,44
LCUT,41
LDL,23
LDOS,35
LE,
LEA,23
LEAF,34
LECO,21
LEDS,
LEE,8
LEG,41
LEGH,
LEN,18
LEU,28
LEVB,34
LEVL,
LEXEA,
LEXEB,
LFAC,
LFGR,34
LFIN,
LFUS,36
LFVN,47
LGC,47
LGCY,30
LGIH,
LGL,36
LGND,13
LH,11
LHCG,11
LIFE,
LII,41
LINC,33
LIND,
LINK,36
LION,44
LIQT,47
LITE,
LIVE,34
LIVX,
LJPC,13
LKFN,44
LKQ,41
LKSD,34
LL,42
LLEX,30
LLL,36
LLNW,34
LLY,13
LM,47
LMAT,12
LMB,
LMFA,
LMNR,
LMNX,34
LMST,47
LMT,26
LNC,45
LNCE,2
LNDC,14
LNG,31
LNN,21
LNT,31
LNTH,
LOAN,8
LOB,
LOCO,43
LODE,27
LOGC,
LOGM,
LONE,30
LOOP,
LOPE,
LORL,32
LOVE,
LOW,42
LOXO,
LPCN,2
LPI,30
LPLA,
LPNT,45
LPSN,34
LPTH,
LPTX,
LPX,17
LQ,47
LQDA,
LQDT,34
LRAD,6
LRCX,21
LRN,33
LSBK,44
LSCC,36
LSTR,40
LSXMA,
LSXMB,
LSXMK,
LTBR,28
LTEA,2
LTHM,41
LTRPA,
LTRPB,
LTRX,35
LTS,47
LTXB,44
LUB,43
LUK,41
LULU,42
LUNA,34
LUV,40
LVNTA,32
LVNTB,32
LVS,43
LW,2
LWAY,2
LXRX,34
LXU,14
LYTS,22
LYV,7
LZB,41
M,42
MA,34
MACK,
MACQ,
MAMS,
MAN,34
MANH,34
MANT,34
MAR,43
MARA,
MARK,32
MAS,17
MASI,12
MAT,6
MATR,35
MATW,19
MATX,40
MAYS,46
MB,
MBCN,
MBFI,44
MBI,45
MBII,41
MBIN,
MBIO,
MBNAA,
MBNAB,
MBOT,13
MBRX,
MBTF,44
MBUU,
MBVX,34
MBWM,44
MC,47
MCB,44
MCBC,47
MCD,43
MCF,30
MCFT,
MCHP,36
MCHX,34
MCK,11
MCO,34
MCRB,
MCRI,7
MCRN,21
MCS,43
MCY,45
MD,11
MDB,
MDC,18
MDCO,13
MDGL,13
MDLY,47
MDLZ,2
MDP,8
MDRX,34
MDSO,
MDU,28
MDXG,
MED,2
MEDP,
MEET,34
MEI,36
MEIP,13
MELI,34
MELR,
MERC,38
MESA,
MET,45
METC,
MFAC,47
MFIN,44
MFNC,44
MFSF,44
MG,34
