ID,Label,Industry
AAPL,AAPL,Comps
AMZN,AMZN,BusSv
FB,FB,BusSv
GOOGL,GOOGL,BusSv
NFLX,NFLX,Fun
TSLA,TSLA,Unclassified
MSFT,MSFT,BusSv
NVDA,NVDA,Chips
TWTR,TWTR,BusSv
GE,GE,Mach
AMD,AMD,Chips
BAC,BAC,Banks
JPM,JPM,Banks
IBM,IBM,BusSv
INTC,INTC,Chips
MU,MU,Chips
GS,GS,Fin
F,F,Autos
DIS,DIS,BusSv
WMT,WMT,Rtail
BA,BA,Aero
C,C,Banks
JNJ,JNJ,Drugs
T,T,Telcm
SNAP,SNAP,BusSv
SQ,SQ,Comps
WFC,WFC,Banks
PFE,PFE,Drugs
V,V,BusSv
CSCO,CSCO,Chips
MS,MS,Fin
CAT,CAT,Mach
UAA,UAA,Clths
CRM,CRM,BusSv
VZ,VZ,Telcm
MCD,MCD,Meals
TGT,TGT,Rtail
XOM,XOM,Oil
KO,KO,Soda
PYPL,PYPL,Unclassified
ROKU,ROKU,Unclassified
BRK,BRK,Insur
MRK,MRK,Drugs
CMG,CMG,Meals
PG,PG,Hshld
GILD,GILD,Drugs
HD,HD,Rtail
GM,GM,Autos
CELG,CELG,Chems
FIT,FIT,Comps
RHT,RHT,BusSv
QCOM,QCOM,Chips
CMCSA,CMCSA,Telcm
COST,COST,Rtail
MA,MA,BusSv
PEP,PEP,Soda
UNH,UNH,Insur
ADBE,ADBE,BusSv
SBUX,SBUX,Meals
LMT,LMT,Guns
TLRY,TLRY,Unclassified
ORCL,ORCL,BusSv
CHK,CHK,Oil
A,A,LabEq
M,M,Rtail
X,X,Steel
ETSY,ETSY,Unclassified
BKNG,BKNG,BusSv
AVGO,AVGO,Unclassified
AMAT,AMAT,Mach
BMY,BMY,Drugs
MMM,MMM,Whlsl
WYNN,WYNN,Fun
EBAY,EBAY,BusSv
HAL,HAL,Oil
CVS,CVS,Rtail
NKE,NKE,Clths
WBA,WBA,Rtail
AMGN,AMGN,Drugs
ATVI,ATVI,BusSv
TWLO,TWLO,BusSv
LRCX,LRCX,Mach
HMNY,HMNY,BusSv
ABBV,ABBV,Drugs
CVX,CVX,Oil
LOW,LOW,Rtail
KR,KR,Rtail
SIRI,SIRI,Telcm
AKS,AKS,Steel
FCX,FCX,Mines
ESRX,ESRX,Hlth
AAL,AAL,Trans
LULU,LULU,Rtail
DAL,DAL,Trans
ABT,ABT,Whlsl
FOXA,FOXA,Books
LLY,LLY,Drugs
CLF,CLF,Mines
EA,EA,BusSv
BIIB,BIIB,Drugs
