Source,Target,Weight
FOXA,A,10
M,A,1063
AVGO,A,58
WBA,A,17
UNH,A,14
BAC,A,85
TSLA,A,84
GILD,A,38
BRK,A,18
CSCO,A,682
INTC,A,150
SIRI,A,6
ATVI,A,37
NKE,A,18
HMNY,A,7
PG,A,15
MMM,A,882
QCOM,A,20
CRM,A,58
CHK,A,6
PFE,A,55
AAPL,A,173
MU,A,83
COST,A,18
LLY,A,21
ESRX,A,18
F,A,68
CELG,A,58
JPM,A,45
FIT,A,401
AMAT,A,649
GM,A,51
MS,A,2389
AMGN,A,42
ETSY,A,14
V,A,70
CLF,A,4
TLRY,A,7
AKS,A,25
BKNG,A,21
KO,A,21
HAL,A,8
UAA,A,21
LMT,A,26
TGT,A,224
SQ,A,47
ABT,A,34
DAL,A,21
LOW,A,539
C,A,229
BA,A,39
CVS,A,15
CMCSA,A,33
LRCX,A,10
ORCL,A,7
WFC,A,18
ADBE,A,35
CMG,A,7
ABBV,A,58
PEP,A,21
IBM,A,17
BMY,A,161
KR,A,16
X,A,96
MRK,A,42
XOM,A,23
FB,A,127
FCX,A,21
GS,A,32
TWTR,A,36
NFLX,A,50
BIIB,A,15
MCD,A,37
LULU,A,11
EA,A,23
RHT,A,15
GE,A,43
TWLO,A,37
GOOGL,A,97
AAL,A,47
T,A,67
WMT,A,1008
NVDA,A,503
AMD,A,181
SNAP,A,118
JNJ,A,49
MA,A,133
ROKU,A,17
HD,A,1099
AMZN,A,138
CAT,A,303
CVX,A,20
VZ,A,19
PYPL,A,28
SBUX,A,20
EBAY,A,25
DIS,A,40
WYNN,A,53
MSFT,A,49
VZ,AAL,1221
CLF,AAL,547
BIIB,AAL,227
PFE,AAL,274
CELG,AAL,1481
JPM,AAL,260
BKNG,AAL,323
GE,AAL,1648
ETSY,AAL,28
HD,AAL,260
HMNY,AAL,71
DAL,AAL,2999
NKE,AAL,137
HAL,AAL,1699
C,AAL,340
AMAT,AAL,413
WMT,AAL,220
LMT,AAL,1358
CAT,AAL,1377
CVS,AAL,163
DIS,AAL,316
PG,AAL,526
XOM,AAL,573
A,AAL,405
ABBV,AAL,611
WFC,AAL,314
TWLO,AAL,46
AMZN,AAL,2196
F,AAL,1980
BAC,AAL,690
FCX,AAL,779
CHK,AAL,101
CMG,AAL,197
SBUX,AAL,533
TSLA,AAL,759
PEP,AAL,176
CRM,AAL,236
AVGO,AAL,160
EA,AAL,164
SQ,AAL,408
JNJ,AAL,626
X,AAL,478
TWTR,AAL,1872
FOXA,AAL,321
KR,AAL,245
LLY,AAL,115
FB,AAL,1795
GS,AAL,243
COST,AAL,286
SNAP,AAL,746
FIT,AAL,59
GOOGL,AAL,1498
MMM,AAL,1105
ABT,AAL,436
WYNN,AAL,303
CVX,AAL,152
RHT,AAL,34
BMY,AAL,402
INTC,AAL,2279
CSCO,AAL,315
AMD,AAL,2225
V,AAL,1495
ROKU,AAL,260
LULU,AAL,104
PYPL,AAL,1015
BRK,AAL,172
WBA,AAL,90
MA,AAL,477
MU,AAL,618
NVDA,AAL,545
CMCSA,AAL,671
MSFT,AAL,1514
ESRX,AAL,64
TGT,AAL,94
UNH,AAL,49
UAA,AAL,211
MS,AAL,246
BA,AAL,1798
LRCX,AAL,820
TLRY,AAL,94
ORCL,AAL,97
AKS,AAL,60
EBAY,AAL,266
LOW,AAL,79
QCOM,AAL,187
T,AAL,1403
ATVI,AAL,231
IBM,AAL,446
M,AAL,184
AAPL,AAL,1415
MCD,AAL,893
SIRI,AAL,149
MRK,AAL,405
ADBE,AAL,280
KO,AAL,345
AMGN,AAL,91
NFLX,AAL,1113
GM,AAL,625
GILD,AAL,325
GM,AAPL,4039
AMAT,AAPL,2623
CVX,AAPL,2239
V,AAPL,6137
COST,AAPL,4631
WBA,AAPL,1872
PG,AAPL,3815
HAL,AAPL,349
VZ,AAPL,4776
WFC,AAPL,7508
ABT,AAPL,482
INTC,AAPL,14859
ESRX,AAPL,1927
TSLA,AAPL,53230
BKNG,AAPL,1922
FB,AAPL,96378
LRCX,AAPL,1090
GILD,AAPL,3735
RHT,AAPL,20439
LOW,AAPL,1683
JNJ,AAPL,6085
TGT,AAPL,5319
KR,AAPL,1696
AMZN,AAPL,97277
CLF,AAPL,1561
AVGO,AAPL,4133
HMNY,AAPL,2523
SIRI,AAPL,3001
NFLX,AAPL,55856
AKS,AAPL,1750
NKE,AAPL,2657
GE,AAPL,36947
KO,AAPL,5306
BRK,AAPL,5150
CAT,AAPL,4719
MMM,AAPL,1055
FIT,AAPL,21384
BMY,AAPL,1488
ADBE,AAPL,4214
AMD,AAPL,22275
MCD,AAPL,5095
SQ,AAPL,9905
GS,AAPL,17765
MA,AAPL,3084
CELG,AAPL,2418
FOXA,AAPL,1420
XOM,AAPL,4832
ORCL,AAPL,3500
EBAY,AAPL,3004
MRK,AAPL,2849
BA,AAPL,13235
GOOGL,AAPL,64886
CSCO,AAPL,8309
WYNN,AAPL,2822
X,AAPL,2618
M,AAPL,1379
LLY,AAPL,1174
ROKU,AAPL,3566
F,AAPL,36322
C,AAPL,8707
ABBV,AAPL,1347
HD,AAPL,5275
IBM,AAPL,28747
TWTR,AAPL,25532
TWLO,AAPL,964
BAC,AAPL,16236
DIS,AAPL,9979
CMG,AAPL,4352
ATVI,AAPL,1968
PEP,AAPL,4739
AMGN,AAPL,3143
T,AAPL,7579
FCX,AAPL,1391
LMT,AAPL,2223
DAL,AAPL,1810
A,AAPL,2360
TLRY,AAPL,4413
CHK,AAPL,2877
MSFT,AAPL,39271
WMT,AAPL,9376
SBUX,AAPL,4391
ETSY,AAPL,1585
CRM,AAPL,5647
PFE,AAPL,5259
MS,AAPL,5644
QCOM,AAPL,7172
SNAP,AAPL,10730
BIIB,AAPL,893
AAL,AAPL,1293
MU,AAPL,16415
UNH,AAPL,2141
NVDA,AAPL,37712
CMCSA,AAPL,3603
CVS,AAPL,1672
PYPL,AAPL,3179
EA,AAPL,1435
UAA,AAPL,21811
JPM,AAPL,14667
LULU,AAPL,940
CELG,ABBV,1696
EBAY,ABBV,505
UNH,ABBV,315
PYPL,ABBV,976
FIT,ABBV,45
CLF,ABBV,147
CAT,ABBV,840
ATVI,ABBV,151
CVS,ABBV,467
FB,ABBV,2101
F,ABBV,1093
AMGN,ABBV,1217
CMG,ABBV,211
MRK,ABBV,1580
LRCX,ABBV,479
IBM,ABBV,454
KR,ABBV,132
BA,ABBV,1315
BKNG,ABBV,94
SQ,ABBV,218
NVDA,ABBV,663
NFLX,ABBV,781
GILD,ABBV,1931
TLRY,ABBV,347
ADBE,ABBV,271
GOOGL,ABBV,1545
X,ABBV,567
DIS,ABBV,482
MS,ABBV,244
MCD,ABBV,556
XOM,ABBV,1281
PEP,ABBV,409
COST,ABBV,80
TWLO,ABBV,36
ABT,ABBV,611
CHK,ABBV,454
CVX,ABBV,624
RHT,ABBV,70
LOW,ABBV,191
INTC,ABBV,1479
ESRX,ABBV,125
WMT,ABBV,310
CSCO,ABBV,580
CRM,ABBV,196
JPM,ABBV,847
BMY,ABBV,1361
T,ABBV,898
UAA,ABBV,517
WBA,ABBV,120
LULU,ABBV,46
V,ABBV,1145
TSLA,ABBV,418
KO,ABBV,536
MU,ABBV,613
AMAT,ABBV,167
ORCL,ABBV,226
HAL,ABBV,834
HMNY,ABBV,133
A,ABBV,445
HD,ABBV,273
MSFT,ABBV,1175
LMT,ABBV,908
DAL,ABBV,132
SBUX,ABBV,351
BIIB,ABBV,1055
CMCSA,ABBV,356
QCOM,ABBV,205
TGT,ABBV,143
WYNN,ABBV,340
FCX,ABBV,225
VZ,ABBV,717
M,ABBV,174
AKS,ABBV,66
SIRI,ABBV,50
NKE,ABBV,131
SNAP,ABBV,185
MA,ABBV,868
GM,ABBV,637
AAL,ABBV,264
AMZN,ABBV,1534
AAPL,ABBV,1706
ETSY,ABBV,26
PG,ABBV,441
MMM,ABBV,1052
BAC,ABBV,867
FOXA,ABBV,55
BRK,ABBV,152
ROKU,ABBV,148
TWTR,ABBV,1363
AMD,ABBV,1326
WFC,ABBV,362
LLY,ABBV,861
AVGO,ABBV,252
GE,ABBV,901
JNJ,ABBV,1860
PFE,ABBV,1916
C,ABBV,474
GS,ABBV,302
EA,ABBV,426
TLRY,ABT,33
KO,ABT,126
V,ABT,169
BAC,ABT,1289
NKE,ABT,153
BA,ABT,262
CELG,ABT,767
GS,ABT,1277
CVS,ABT,295
ATVI,ABT,131
X,ABT,31
HD,ABT,190
HMNY,ABT,27
AAL,ABT,367
BIIB,ABT,395
LMT,ABT,50
PFE,ABT,732
GILD,ABT,252
XOM,ABT,153
MS,ABT,1225
SIRI,ABT,46
DAL,ABT,78
SQ,ABT,76
RHT,ABT,14
ORCL,ABT,64
QCOM,ABT,76
WBA,ABT,228
IBM,ABT,1258
MSFT,ABT,592
SNAP,ABT,30
MCD,ABT,150
AMD,ABT,149
COST,ABT,79
AAPL,ABT,536
ABBV,ABT,551
ESRX,ABT,76
EBAY,ABT,113
WFC,ABT,165
FIT,ABT,17
CAT,ABT,452
WMT,ABT,119
C,ABT,226
NFLX,ABT,1791
BKNG,ABT,22
KR,ABT,29
MRK,ABT,578
CLF,ABT,1106
FCX,ABT,331
GE,ABT,1260
AMZN,ABT,338
LRCX,ABT,1082
AKS,ABT,37
BRK,ABT,102
JNJ,ABT,2651
GOOGL,ABT,244
GM,ABT,58
INTC,ABT,530
ROKU,ABT,39
M,ABT,55
MA,ABT,198
PYPL,ABT,374
CSCO,ABT,286
MMM,ABT,460
FB,ABT,268
CRM,ABT,104
LULU,ABT,21
JPM,ABT,301
A,ABT,933
WYNN,ABT,146
UNH,ABT,1147
TGT,ABT,66
PG,ABT,964
TSLA,ABT,116
EA,ABT,31
FOXA,ABT,31
AMGN,ABT,313
CVX,ABT,187
F,ABT,474
LLY,ABT,478
CMCSA,ABT,245
TWLO,ABT,14
SBUX,ABT,75
AVGO,ABT,80
ADBE,ABT,172
AMAT,ABT,75
CMG,ABT,39
LOW,ABT,119
VZ,ABT,473
TWTR,ABT,99
HAL,ABT,388
CHK,ABT,34
DIS,ABT,255
ETSY,ABT,17
MU,ABT,110
NVDA,ABT,123
UAA,ABT,53
BMY,ABT,497
T,ABT,182
PEP,ABT,103
F,ADBE,125
ETSY,ADBE,162
QCOM,ADBE,774
MA,ADBE,950
PYPL,ADBE,650
AAPL,ADBE,4838
BIIB,ADBE,155
EBAY,ADBE,538
AMAT,ADBE,776
JPM,ADBE,1955
LOW,ADBE,241
X,ADBE,119
FCX,ADBE,33
PEP,ADBE,173
HD,ADBE,1434
UNH,ADBE,840
NVDA,ADBE,2938
NKE,ADBE,251
INTC,ADBE,1254
CAT,ADBE,443
RHT,ADBE,585
AKS,ADBE,64
ROKU,ADBE,480
IBM,ADBE,1844
AMZN,ADBE,4756
TLRY,ADBE,331
FB,ADBE,3918
NFLX,ADBE,3988
TWTR,ADBE,1313
GM,ADBE,141
EA,ADBE,356
LLY,ADBE,109
MU,ADBE,1415
BMY,ADBE,127
GE,ADBE,473
TGT,ADBE,447
WMT,ADBE,1504
CMG,ADBE,260
AAL,ADBE,258
HMNY,ADBE,37
AMD,ADBE,1559
JNJ,ADBE,1308
MSFT,ADBE,4194
LULU,ADBE,338
WBA,ADBE,89
PFE,ADBE,922
DAL,ADBE,1216
KO,ADBE,209
WFC,ADBE,1037
SIRI,ADBE,326
XOM,ADBE,348
CSCO,ADBE,1313
ABBV,ADBE,282
FIT,ADBE,66
A,ADBE,146
MRK,ADBE,250
SBUX,ADBE,564
BRK,ADBE,241
TWLO,ADBE,208
KR,ADBE,273
MCD,ADBE,252
CLF,ADBE,45
CHK,ADBE,61
T,ADBE,681
TSLA,ADBE,2591
BA,ADBE,1839
SQ,ADBE,959
HAL,ADBE,151
ORCL,ADBE,633
M,ADBE,87
FOXA,ADBE,150
BAC,ADBE,1658
VZ,ADBE,605
MS,ADBE,165
ABT,ADBE,184
BKNG,ADBE,355
WYNN,ADBE,483
LRCX,ADBE,300
C,ADBE,608
SNAP,ADBE,259
AVGO,ADBE,1000
CVS,ADBE,109
V,ADBE,1706
GOOGL,ADBE,3277
MMM,ADBE,96
UAA,ADBE,80
ESRX,ADBE,78
CRM,ADBE,2179
AMGN,ADBE,695
GS,ADBE,1944
CMCSA,ADBE,224
PG,ADBE,699
DIS,ADBE,965
CELG,ADBE,215
GILD,ADBE,665
CVX,ADBE,825
ATVI,ADBE,508
COST,ADBE,1488
LMT,ADBE,107
ORCL,AKS,225
HD,AKS,71
CVS,AKS,364
FB,AKS,662
AAPL,AKS,2123
BKNG,AKS,20
PEP,AKS,84
ADBE,AKS,63
ATVI,AKS,382
UAA,AKS,450
KR,AKS,43
NFLX,AKS,1019
SBUX,AKS,53
XOM,AKS,414
JPM,AKS,439
AMD,AKS,1126
WMT,AKS,520
PYPL,AKS,361
LULU,AKS,17
WFC,AKS,206
VZ,AKS,428
CLF,AKS,915
MA,AKS,734
LOW,AKS,36
PFE,AKS,1990
EBAY,AKS,74
CSCO,AKS,382
KO,AKS,29
SQ,AKS,845
C,AKS,473
TGT,AKS,51
TSLA,AKS,1089
ABT,AKS,42
NVDA,AKS,794
WBA,AKS,21
GS,AKS,103
INTC,AKS,724
GOOGL,AKS,1195
TWTR,AKS,380
V,AKS,348
UNH,AKS,246
PG,AKS,410
GILD,AKS,219
T,AKS,555
SNAP,AKS,789
BIIB,AKS,39
HMNY,AKS,138
CMG,AKS,163
AAL,AKS,61
QCOM,AKS,141
MRK,AKS,460
CELG,AKS,379
CMCSA,AKS,614
LMT,AKS,394
TWLO,AKS,15
DIS,AKS,409
AVGO,AKS,72
FCX,AKS,858
AMAT,AKS,274
TLRY,AKS,33
BA,AKS,534
LRCX,AKS,29
HAL,AKS,77
CHK,AKS,1315
AMGN,AKS,55
FIT,AKS,348
ABBV,AKS,68
NKE,AKS,57
BMY,AKS,373
LLY,AKS,51
ROKU,AKS,108
FOXA,AKS,45
AMZN,AKS,1080
BAC,AKS,780
JNJ,AKS,309
M,AKS,92
DAL,AKS,336
X,AKS,3259
GE,AKS,439
IBM,AKS,74
SIRI,AKS,117
MMM,AKS,25
ESRX,AKS,30
MU,AKS,971
BRK,AKS,14
MS,AKS,61
F,AKS,647
CAT,AKS,592
A,AKS,70
MCD,AKS,877
RHT,AKS,13
MSFT,AKS,1436
COST,AKS,31
WYNN,AKS,409
CVX,AKS,78
EA,AKS,148
ETSY,AKS,3
GM,AKS,198
CRM,AKS,81
ORCL,AMAT,1333
M,AMAT,1101
PEP,AMAT,265
SQ,AMAT,922
XOM,AMAT,621
WYNN,AMAT,282
DIS,AMAT,893
KR,AMAT,290
CVS,AMAT,159
MRK,AMAT,485
ABBV,AMAT,185
HMNY,AMAT,138
T,AMAT,606
EA,AMAT,190
CLF,AMAT,211
MU,AMAT,4075
ABT,AMAT,100
CHK,AMAT,403
FCX,AMAT,604
WMT,AMAT,1707
AVGO,AMAT,889
BIIB,AMAT,222
AKS,AMAT,290
PYPL,AMAT,403
AMD,AMAT,1910
FB,AMAT,2197
BRK,AMAT,74
AAL,AMAT,409
CELG,AMAT,240
MMM,AMAT,70
X,AMAT,193
DAL,AMAT,95
AMZN,AMAT,2360
JPM,AMAT,885
ADBE,AMAT,824
LLY,AMAT,43
COST,AMAT,114
PG,AMAT,126
GM,AMAT,471
GE,AMAT,866
ROKU,AMAT,373
CVX,AMAT,131
CRM,AMAT,436
BA,AMAT,624
TWTR,AMAT,1324
KO,AMAT,365
GOOGL,AMAT,1515
HAL,AMAT,237
TLRY,AMAT,416
AAPL,AMAT,3379
UNH,AMAT,274
EBAY,AMAT,818
MSFT,AMAT,2435
TSLA,AMAT,1856
UAA,AMAT,402
SIRI,AMAT,869
BAC,AMAT,1341
SNAP,AMAT,661
C,AMAT,699
GILD,AMAT,236
LOW,AMAT,87
AMGN,AMAT,309
BMY,AMAT,164
NKE,AMAT,119
VZ,AMAT,773
MS,AMAT,130
V,AMAT,376
BKNG,AMAT,124
MCD,AMAT,127
ETSY,AMAT,36
CMG,AMAT,170
CAT,AMAT,319
ATVI,AMAT,435
ESRX,AMAT,70
SBUX,AMAT,380
TGT,AMAT,397
JNJ,AMAT,121
CMCSA,AMAT,997
TWLO,AMAT,230
MA,AMAT,176
CSCO,AMAT,2762
A,AMAT,672
QCOM,AMAT,981
FOXA,AMAT,369
HD,AMAT,1136
WFC,AMAT,543
WBA,AMAT,127
PFE,AMAT,670
IBM,AMAT,533
GS,AMAT,463
LULU,AMAT,44
FIT,AMAT,40
RHT,AMAT,132
LMT,AMAT,227
NFLX,AMAT,1909
LRCX,AMAT,2583
INTC,AMAT,2916
F,AMAT,647
NVDA,AMAT,4617
BAC,AMD,7997
ETSY,AMD,430
UAA,AMD,533
CRM,AMD,1295
C,AMD,2234
LOW,AMD,305
DAL,AMD,237
LRCX,AMD,1179
PG,AMD,525
COST,AMD,1155
PFE,AMD,1457
XOM,AMD,1318
ADBE,AMD,1460
WFC,AMD,1738
T,AMD,4817
X,AMD,1980
PYPL,AMD,2823
GS,AMD,3350
TWTR,AMD,10584
DIS,AMD,1728
HMNY,AMD,1518
ATVI,AMD,913
MU,AMD,13457
BIIB,AMD,642
GOOGL,AMD,9656
VZ,AMD,2151
PEP,AMD,211
F,AMD,5070
AMAT,AMD,1664
M,AMD,1080
ABT,AMD,173
HD,AMD,1055
QCOM,AMD,3168
KR,AMD,373
CAT,AMD,2094
FCX,AMD,1057
MS,AMD,1239
WBA,AMD,260
CELG,AMD,1490
AKS,AMD,1059
EBAY,AMD,811
ABBV,AMD,886
FIT,AMD,306
NKE,AMD,480
WMT,AMD,1966
MSFT,AMD,12203
AAPL,AMD,23138
NFLX,AMD,10551
AMZN,AMD,16889
LMT,AMD,2375
TWLO,AMD,696
CMCSA,AMD,1432
LULU,AMD,810
TGT,AMD,552
TLRY,AMD,2678
SQ,AMD,7312
CSCO,AMD,2398
UNH,AMD,277
INTC,AMD,16115
ESRX,AMD,167
TSLA,AMD,13654
BMY,AMD,526
A,AMD,820
CHK,AMD,1701
BRK,AMD,402
JNJ,AMD,957
NVDA,AMD,21485
SIRI,AMD,889
JPM,AMD,2522
HAL,AMD,1495
BA,AMD,4338
ORCL,AMD,1046
CVS,AMD,370
MRK,AMD,797
GE,AMD,6526
AAL,AMD,990
V,AMD,3590
KO,AMD,497
WYNN,AMD,1511
LLY,AMD,303
MA,AMD,1384
RHT,AMD,248
BKNG,AMD,350
FOXA,AMD,563
SBUX,AMD,749
MCD,AMD,1628
AVGO,AMD,1323
CLF,AMD,591
EA,AMD,1049
SNAP,AMD,4502
GM,AMD,1184
GILD,AMD,1205
MMM,AMD,1002
CMG,AMD,2232
CVX,AMD,559
AMGN,AMD,523
FB,AMD,17752
IBM,AMD,1892
ROKU,AMD,2007
GILD,AMGN,2541
C,AMGN,1025
