Source,Target,Weight
GPRO,A,27
FDC,A,5
FOXA,A,10
CZR,A,25
TIF,A,16
M,A,1063
AVGO,A,58
WBA,A,17
TTD,A,11
PAYX,A,4
DE,A,648
UNH,A,14
DLTR,A,21
BAC,A,85
TSLA,A,84
KHC,A,12
GILD,A,38
BRK,A,18
TRIP,A,73
CSCO,A,682
HEAR,A,10
DKS,A,12
MO,A,23
INTC,A,150
TJX,A,165
KSS,A,190
SIRI,A,6
ATVI,A,37
FAST,A,9
NKE,A,18
RIOT,A,9
TTWO,A,188
HMNY,A,7
OSTK,A,20
PG,A,15
MMM,A,882
QCOM,A,20
CRM,A,58
CHK,A,6
VKTX,A,1
PFE,A,55
MRO,A,54
AAPL,A,173
MGM,A,27
MU,A,83
BOX,A,213
COST,A,18
AMTD,A,20
D,A,81
ULTA,A,16
LLY,A,21
ESRX,A,18
F,A,68
EXAS,A,35
TNDM,A,12
JCP,A,910
FL,A,62
CELG,A,58
JPM,A,45
CL,A,10
GERN,A,10
FIT,A,401
AMAT,A,649
AKER,A,11
FSLR,A,4
HON,A,15
GM,A,51
MS,A,2389
AMGN,A,42
ETSY,A,14
GIS,A,44
V,A,70
CLF,A,4
TLRY,A,7
CSX,A,15
AKS,A,25
RH,A,6
DPW,A,37
BKNG,A,21
KO,A,21
HAL,A,8
UAA,A,21
LMT,A,26
TGT,A,224
UTX,A,18
CTL,A,79
SQ,A,47
ABT,A,34
DAL,A,21
LOW,A,539
SYMC,A,31
C,A,229
BA,A,39
FDX,A,25
CVS,A,15
CMCSA,A,33
PPC,A,7
LRCX,A,10
BBBY,A,7
ZNGA,A,7
WTW,A,5
ORCL,A,7
REGN,A,17
WFC,A,18
ADBE,A,35
CMG,A,7
AAOI,A,16
DG,A,6
ABBV,A,58
PEP,A,21
DAR,A,2
TRXC,A,1
IBM,A,17
BMY,A,161
KR,A,16
MET,A,725
WDC,A,13
SGMO,A,12
X,A,96
MRK,A,42
PANW,A,10
VERI,A,8
XOM,A,23
GRUB,A,7
FB,A,127
FCX,A,21
PTC,A,1
HAS,A,10
PM,A,9
ISRG,A,5
GS,A,32
TWTR,A,36
NFLX,A,50
BIIB,A,15
MCD,A,37
NTNX,A,7
LULU,A,11
EA,A,23
BLUE,A,19
TXN,A,31
RHT,A,15
GE,A,43
HPQ,A,23
TWLO,A,37
LB,A,225
GOOGL,A,97
ALGN,A,25
AAL,A,47
DYN,A,1
ADSK,A,144
T,A,67
UPS,A,10
SPLK,A,8
WMT,A,1008
NVDA,A,503
SRPT,A,10
IGC,A,1
NWL,A,13
AMD,A,181
SNAP,A,118
JNJ,A,49
MA,A,133
RAD,A,407
AA,A,35
YELP,A,783
ROKU,A,17
HD,A,1099
P,A,41
AMZN,A,138
UNP,A,14
THC,A,16
AXP,A,40
JWN,A,468
BBY,A,201
CAT,A,303
MELI,A,11
DATA,A,1090
UAL,A,5
W,A,27
CVX,A,20
VZ,A,19
PYPL,A,28
DBX,A,14
SBUX,A,20
STZ,A,14
EBAY,A,25
CHTR,A,19
LUV,A,14
DIS,A,40
COP,A,216
NBEV,A,3
WYNN,A,53
MSFT,A,49
TIME,A,226
EBAY,AA,379
PTC,AA,270
W,AA,41
CSX,AA,921
RIOT,AA,24
NEOS,AA,1
GILD,AA,133
NWL,AA,33
KO,AA,286
MRK,AA,178
HAS,AA,59
HMNY,AA,47
SQ,AA,130
BLUE,AA,13
LMT,AA,37
TTWO,AA,14
HEAR,AA,28
FIT,AA,13
WFC,AA,264
TXN,AA,63
TRXC,AA,10
LB,AA,18
PPC,AA,3
IBM,AA,1892
DBX,AA,47
TJX,AA,9
DATA,AA,7
DIS,AA,273
CZR,AA,40
CHK,AA,133
REGN,AA,12
BBY,AA,77
BOX,AA,40
BIIB,AA,26
ISRG,AA,853
VKTX,AA,10
MRO,AA,88
CRM,AA,113
MET,AA,26
FB,AA,558
ABT,AA,936
AAPL,AA,803
M,AA,87
AVGO,AA,67
ABBV,AA,141
CSCO,AA,103
COST,AA,44
HPQ,AA,270
GIS,AA,29
VZ,AA,68
CMG,AA,59
MA,AA,118
PEP,AA,165
GRUB,AA,20
UNH,AA,1319
AMZN,AA,564
DAL,AA,113
JPM,AA,407
A,AA,87
PFE,AA,212
TST,AA,7
C,AA,782
LUV,AA,55
NVDA,AA,129
JCP,AA,136
NKE,AA,236
COP,AA,54
FAST,AA,318
SNAP,AA,150
GERN,AA,25
CLF,AA,1049
SBUX,AA,28
KHC,AA,45
BBBY,AA,129
UNP,AA,41
DG,AA,17
D,AA,13
LOW,AA,96
EXAS,AA,19
AKS,AA,446
MCD,AA,170
BAC,AA,1802
UTX,AA,60
BKNG,AA,12
GE,AA,929
AKER,AA,106
MGM,AA,37
FL,AA,20
STZ,AA,139
WTW,AA,24
DE,AA,64
HAL,AA,67
CL,AA,56
CVS,AA,44
AAL,AA,160
NBEV,AA,116
P,AA,114
TWTR,AA,260
SLS,AA,7
YELP,AA,33
AMTD,AA,16
TTD,AA,41
HD,AA,195
RAD,AA,54
TLRY,AA,167
TIME,AA,9
DAR,AA,5
AAOI,AA,41
CAT,AA,492
ALGN,AA,40
WBA,AA,18
PM,AA,267
TRIP,AA,22
ADSK,AA,17
THC,AA,9
CTL,AA,15
IGC,AA,37
FDC,AA,75
BRK,AA,80
OSTK,AA,33
XOM,AA,210
ADBE,AA,73
AXP,AA,1062
LRCX,AA,651
MMM,AA,115
JWN,AA,215
GPRO,AA,33
X,AA,791
NTNX,AA,34
FDX,AA,44
F,AA,272
SRPT,AA,30
NFLX,AA,1540
LLY,AA,29
SIRI,AA,132
CHTR,AA,17
ESRX,AA,31
TNDM,AA,28
DKS,AA,37
MELI,AA,16
ETSY,AA,38
PYPL,AA,382
GS,AA,1695
RH,AA,6
MO,AA,85
UPS,AA,50
WDC,AA,48
GOOGL,AA,507
LULU,AA,29
RHT,AA,25
MSFT,AA,561
AMD,AA,202
MS,AA,1558
HON,AA,127
T,AA,176
V,AA,126
ORCL,AA,115
JNJ,AA,1271
AMGN,AA,48
TGT,AA,48
CMCSA,AA,76
PAYX,AA,3
TWLO,AA,23
QCOM,AA,97
DLTR,AA,22
SYMC,AA,45
WYNN,AA,104
CVX,AA,162
UAL,AA,182
AMAT,AA,96
WMT,AA,141
BA,AA,405
UAA,AA,72
EA,AA,54
KR,AA,37
KSS,AA,34
FOXA,AA,71
INTC,AA,279
BMY,AA,76
TIF,AA,37
VERI,AA,3
PANW,AA,10
MU,AA,179
TSLA,AA,328
ROKU,AA,62
SPLK,AA,34
