ID,Label,Industry
TSLA,TSLA,Unclassified
AAPL,AAPL,Comps
AMC,AMC,Fun
AMZN,AMZN,BusSv
GME,GME,Rtail
FB,FB,BusSv
MSFT,MSFT,BusSv
AMD,AMD,Chips
NVDA,NVDA,Chips
GOOGL,GOOGL,BusSv
NFLX,NFLX,Fun
BA,BA,Aero
PLTR,PLTR,BusSv
AAL,AAL,Trans
LCID,LCID,Fin
DKNG,DKNG,Unclassified
ROKU,ROKU,Unclassified
SQ,SQ,BusSv
F,F,Autos
SNAP,SNAP,BusSv
MRNA,MRNA,Unclassified
TWTR,TWTR,BusSv
PENN,PENN,Fun
DIS,DIS,Telcm
NKLA,NKLA,Unclassified
SPCE,SPCE,Fin
FUBO,FUBO,Fun
PYPL,PYPL,Unclassified
WKHS,WKHS,Unclassified
CLOV,CLOV,Fin
ZM,ZM,Unclassified
BAC,BAC,Banks
PFE,PFE,Drugs
DAL,DAL,Trans
FSR,FSR,Books
PLUG,PLUG,ElcEq
GE,GE,Mach
CRM,CRM,BusSv
WISH,WISH,Unclassified
JPM,JPM,Banks
T,T,Telcm
COIN,COIN,Unclassified
TLRY,TLRY,Unclassified
INTC,INTC,Chips
INO,INO,LabEq
GNUS,GNUS,Unclassified
PINS,PINS,BusSv
PTON,PTON,Unclassified
OCGN,OCGN,Unclassified
WMT,WMT,Rtail
RIOT,RIOT,Drugs
JNJ,JNJ,MedEq
GM,GM,Autos
UAL,UAL,Trans
GS,GS,Fin
HD,HD,Rtail
MU,MU,Chips
BBIG,BBIG,Unclassified
FCEL,FCEL,ElcEq
V,V,BusSv
XOM,XOM,Oil
BYND,BYND,Unclassified
BOXL,BOXL,Unclassified
C,C,Banks
TDOC,TDOC,Hlth
NVAX,NVAX,Drugs
SRNE,SRNE,Unclassified
BNGO,BNGO,Unclassified
KO,KO,Soda
UBER,UBER,Trans
MVIS,MVIS,LabEq
CRWD,CRWD,Unclassified
WFC,WFC,Banks
NOVN,NOVN,Unclassified
MCD,MCD,Meals
VXRT,VXRT,Whlsl
DOCU,DOCU,Unclassified
CEI,CEI,Oil
COST,COST,Rtail
MGM,MGM,Meals
SKLZ,SKLZ,BusSv
ZOM,ZOM,Drugs
ABNB,ABNB,Unclassified
UPST,UPST,Unclassified
M,M,Rtail
MARK,MARK,Telcm
RKT,RKT,Banks
IBIO,IBIO,Drugs
AYRO,AYRO,Telcm
OXY,OXY,Oil
ETSY,ETSY,Unclassified
QCOM,QCOM,Chips
RBLX,RBLX,BusSv
U,U,BusSv
TWLO,TWLO,Telcm
JAGX,JAGX,Unclassified
PG,PG,Hshld
FSLY,FSLY,BusSv
KODK,KODK,Hshld
NET,NET,BusSv
VZ,VZ,BusSv
MA,MA,BusSv
CSCO,CSCO,Chips
MS,MS,Fin
UPS,UPS,Trans
SOLO,SOLO,Unclassified
LUV,LUV,Trans
SNOW,SNOW,BusSv
RIDE,RIDE,Unclassified
X,X,Steel
MMM,MMM,BldMt
GEVO,GEVO,Unclassified
BBBY,BBBY,Rtail
IBM,IBM,Comps
PEP,PEP,Soda
BLNK,BLNK,Unclassified
SOFI,SOFI,Fin
MRK,MRK,Drugs
AFRM,AFRM,Unclassified
HOOD,HOOD,Unclassified
SBUX,SBUX,Meals
TTD,TTD,Unclassified
MELI,MELI,BusSv
UAVS,UAVS,Aero
VIACA,VIACA,Telcm
CLF,CLF,Mines
NKE,NKE,Clths
ATVI,ATVI,BusSv
SUNW,SUNW,Unclassified
ABBV,ABBV,Drugs
XSPA,XSPA,Telcm
TGT,TGT,Rtail
PHUN,PHUN,Unclassified
EXPR,EXPR,Rtail
ADBE,ADBE,BusSv
KOSS,KOSS,Toys
QS,QS,Cnstr
UNH,UNH,Insur
LMND,LMND,Insur
MMAT,MMAT,Fun
CEMI,CEMI,Fin
STEM,STEM,Fin
W,W,Rtail
CAT,CAT,Mach
JAKK,JAKK,Toys
LLY,LLY,Drugs
GILD,GILD,Drugs
LOW,LOW,Rtail
CHWY,CHWY,Rtail
BIOL,BIOL,MedEq
ORCL,ORCL,BusSv
DYNT,DYNT,Chips
A,A,LabEq
CMCSA,CMCSA,Telcm
EBAY,EBAY,BusSv
ES,ES,Util
JBLU,JBLU,Trans
LRCX,LRCX,Mach
ZNGA,ZNGA,Unclassified
LYFT,LYFT,Unclassified
CZR,CZR,Unclassified
CMG,CMG,Meals
NUWE,NUWE,Unclassified
APPS,APPS,BusSv
FCX,FCX,Mines
HYLN,HYLN,Fin
DDOG,DDOG,Unclassified
DASH,DASH,Rtail
DOW,DOW,Chems
LMT,LMT,Guns
DGLY,DGLY,Chips
TNXP,TNXP,Mines
CVX,CVX,Rtail
ZG,ZG,Unclassified
BRK,BRK,Insur
ABT,ABT,Drugs
DATS,DATS,Unclassified
DWAC,DWAC,Unclassified
PROG,PROG,Unclassified
HTZ,HTZ,PerSv
REGN,REGN,Drugs
SAVA,SAVA,Drugs
CHPT,CHPT,Fin
CVS,CVS,Rtail
AMAT,AMAT,Mach
LULU,LULU,Rtail
OSTK,OSTK,Rtail
LVS,LVS,Meals
NBY,NBY,Drugs
VISL,VISL,Unclassified
CLSN,CLSN,Drugs
BIIB,BIIB,Drugs
XELA,XELA,Unclassified
ONTX,ONTX,Unclassified
APT,APT,MedEq
DISCA,DISCA,Telcm
EA,EA,BusSv
HTBX,HTBX,Unclassified
POLA,POLA,Unclassified
FDX,FDX,Trans
