Source,Target,Weight
CAT,A,301
INSY,A,1
WYNN,A,5
FDX,A,5
AAOI,A,11
AAL,A,18
BMY,A,57
AA,A,33
BIIB,A,10
CSX,A,27
MMM,A,816
OXY,A,15
ABT,A,24
BAC,A,38
CARA,A,2
CBIO,A,2
HMNY,A,33
DCTH,A,5
CSCO,A,53
NVAX,A,1
SNAP,A,29
AAPL,A,339
MU,A,28
UNH,A,11
CHK,A,7
HOG,A,18
SWKS,A,1
ALXN,A,41
WTW,A,1
DAL,A,7
ITUS,A,1
FTR,A,1
DE,A,316
CLSN,A,11
MA,A,236
C,A,171
ORCL,A,8
RHT,A,4
CVX,A,10
ADBE,A,19
AMRI,A,2
SBUX,A,11
FL,A,154
LLY,A,12
AKS,A,32
PTCT,A,4
COST,A,83
AMD,A,24
LULU,A,4
CRM,A,298
KO,A,18
WBA,A,2
V,A,168
BBBY,A,5
GOOGL,A,50
BBY,A,86
TWTR,A,17
FSLR,A,34
SQ,A,17
OUT,A,3818
YELP,A,716
ZNGA,A,3
TGT,A,119
PEP,A,141
WFM,A,6
ULTA,A,79
ASNA,A,2
HAS,A,16
DIS,A,17
AIG,A,57
ISRG,A,18
PYPL,A,9
MO,A,8
JNJ,A,12
X,A,92
UAL,A,7
FNSR,A,16
GD,A,8
GS,A,42
LRCX,A,5
AXP,A,14
PG,A,143
YHOO,A,4
NVDA,A,66
MRNS,A,4
AVEO,A,3
CVS,A,3
FOR,A,3886
GE,A,17
SHAK,A,1
TSLA,A,60
HD,A,520
ICPT,A,78
NFLX,A,70
T,A,46
CLVS,A,8
LOW,A,634
ACAD,A,6
IMMU,A,22
TMUS,A,13
JCP,A,10
HTGM,A,1
PANW,A,282
VRTX,A,15
P,A,20
ETRM,A,40
BA,A,20
LB,A,14
FIT,A,383
AMAT,A,187
FOXA,A,7
INTC,A,28
HAL,A,6
BRK,A,8
EXEL,A,25
IDXG,A,37
ALNY,A,25
WFC,A,7
CLF,A,10
AMZN,A,92
MRK,A,13
XOM,A,3
SGYP,A,1
ABBV,A,16
MCD,A,25
INCY,A,13
IT,A,1943
M,A,45
WDC,A,5
SIRI,A,10
RH,A,3
SYMC,A,4
REGN,A,4
GILD,A,8
PBYI,A,7
SHLD,A,2
NKE,A,10
JUNO,A,1
PCLN,A,10
QCOM,A,11
VZ,A,20
IBM,A,16
EA,A,9
JPM,A,18
MAT,A,8
FB,A,63
UAA,A,8
AMGN,A,29
WMT,A,38
LUV,A,23
CYTR,A,6
BLUE,A,2
GPRO,A,7
DD,A,11
ADXS,A,1
FEYE,A,6
RAD,A,399
ATVI,A,13
MS,A,2360
OCLR,A,3
DXTR,A,7
UPS,A,5
CMG,A,7
PFE,A,16
DKS,A,30
TWX,A,2
MSFT,A,44
EBAY,A,24
CL,A,3
AET,A,19
PLUG,A,4
ADI,A,196
GM,A,14
SGMO,A,4
BIOP,A,13
CELG,A,30
F,A,42
LMT,A,10
ROKU,A,2
AMRS,A,6
XGTI,A,1
JWN,A,4
GRPN,A,4
KITE,A,5
FCX,A,35
KSS,A,4
SRPT,A,2
CMCSA,A,18
KR,A,4
DOW,A,11
GD,AA,5
KO,AA,497
SBUX,AA,77
BIOP,AA,2
T,AA,173
LLY,AA,57
CYTR,AA,18
INCY,AA,78
IT,AA,1
MNKD,AA,3
MA,AA,16
PG,AA,120
ATVI,AA,28
FIT,AA,22
OXY,AA,10
BBY,AA,86
EBAY,AA,415
HD,AA,111
CHK,AA,45
ACAD,AA,19
LUV,AA,28
PANW,AA,22
LB,AA,18
CELG,AA,96
QCOM,AA,234
MU,AA,123
PBYI,AA,11
XOM,AA,111
CVS,AA,44
PLUG,AA,20
CAT,AA,213
COST,AA,143
ADI,AA,30
GS,AA,503
KSS,AA,16
ULTA,AA,3
GRPN,AA,10
MRK,AA,270
ABBV,AA,27
BAC,AA,329
SHLD,AA,56
CARA,AA,17
X,AA,405
FEYE,AA,25
SIRI,AA,26
PTCT,AA,5
RAD,AA,91
YHOO,AA,88
RH,AA,15
KR,AA,107
MO,AA,20
TWTR,AA,599
MCD,AA,365
JUNO,AA,18
GPRO,AA,62
NFLX,AA,529
UAA,AA,87
AMRI,AA,3
LOW,AA,28
BBBY,AA,11
ETRM,AA,21
FOXA,AA,15
BMY,AA,170
HAL,AA,143
NKE,AA,48
ZNGA,AA,9
CLF,AA,333
AMGN,AA,53
FB,AA,416
KERX,AA,4
PFE,AA,41
P,AA,12
CBIO,AA,17
GE,AA,494
SGMO,AA,6
ITUS,AA,1
EA,AA,12
MS,AA,413
IMMU,AA,15
WYNN,AA,53
M,AA,44
AXP,AA,292
CVX,AA,98
YELP,AA,9
TGT,AA,69
AET,AA,19
SYMC,AA,19
SGYP,AA,9
AMAT,AA,48
TSLA,AA,174
TWX,AA,69
CMCSA,AA,36
CLSN,AA,4
DAL,AA,64
CSCO,AA,40
GOOGL,AA,721
EXEL,AA,63
GM,AA,313
UPS,AA,22
WFC,AA,129
INTC,AA,156
WFM,AA,45
FCX,AA,420
SNAP,AA,297
F,AA,397
AMD,AA,114
C,AA,130
WTW,AA,4
HTGM,AA,10
SWKS,AA,25
ORCL,AA,85
DCTH,AA,13
REGN,AA,8
ROKU,AA,4
AAL,AA,126
VRTX,AA,24
PCLN,AA,10
CL,AA,28
LMT,AA,135
MTBC,AA,10
ECYT,AA,1
RHT,AA,28
DE,AA,38
AAOI,AA,26
SHAK,AA,233
AMRS,AA,2
NVAX,AA,1
HOG,AA,213
BKD,AA,12
BIIB,AA,44
IBM,AA,1143
ADBE,AA,45
V,AA,147
GILD,AA,114
AAPL,AA,1039
FTR,AA,24
SRPT,AA,71
AVEO,AA,10
OCUL,AA,1
VZ,AA,349
AIG,AA,37
FL,AA,32
WBA,AA,9
TMUS,AA,144
XGTI,AA,11
A,AA,40
AMZN,AA,690
ADXS,AA,8
MAT,AA,14
LULU,AA,21
TXN,AA,95
JWN,AA,515
MMM,AA,134
OUT,AA,1
CLVS,AA,15
CRM,AA,476
WDC,AA,65
DIS,AA,218
ALXN,AA,39
AKS,AA,362
SQ,AA,25
OCLR,AA,18
DXTR,AA,10
ABT,AA,283
TWLO,AA,27
UAL,AA,357
JPM,AA,170
IDXG,AA,12
HAS,AA,23
CSX,AA,312
FNSR,AA,17
PEP,AA,485
BA,AA,542
WMT,AA,163
BRK,AA,708
NVDA,AA,126
HMNY,AA,18
FSLR,AA,59
UNH,AA,216
LRCX,AA,240
BLUE,AA,25
CMG,AA,286
ICPT,AA,67
ALNY,AA,127
JNJ,AA,585
FDX,AA,42
JCP,AA,23
DD,AA,80
PYPL,AA,349
ISRG,AA,364
DOW,AA,32
MSFT,AA,675
KITE,AA,22
DKS,AA,8
VZ,AAL,236
OCLR,AAL,32
LB,AAL,40
JWN,AAL,39
WBA,AAL,33
C,AAL,148
PBYI,AAL,3
CARA,AAL,31
AAPL,AAL,1257
OXY,AAL,18
GM,AAL,294
SWKS,AAL,195
AA,AAL,141
LULU,AAL,42
IBM,AAL,288
OUT,AAL,2
TWX,AAL,117
F,AAL,405
AVEO,AAL,12
CVX,AAL,234
UAA,AAL,203
EA,AAL,64
DAL,AAL,3194
ADI,AAL,37
RH,AAL,39
CYTR,AAL,4
UNH,AAL,14
NVAX,AAL,2
REGN,AAL,103
LLY,AAL,30
AMRS,AAL,4
MO,AAL,39
PCLN,AAL,58
TSLA,AAL,270
LMT,AAL,301
TWLO,AAL,11
ZNGA,AAL,2
BLUE,AAL,9
ABBV,AAL,151
SRPT,AAL,72
PANW,AAL,22
HAS,AAL,116
CHK,AAL,80
DXTR,AAL,2
AIG,AAL,156
IT,AAL,6
TMUS,AAL,70
UPS,AAL,182
SGMO,AAL,3
ADXS,AAL,33
MMM,AAL,133
TGT,AAL,71
PLUG,AAL,2
MSFT,AAL,532
CLF,AAL,94
ALXN,AAL,122
AMZN,AAL,815
KO,AAL,355
YHOO,AAL,55
GOOGL,AAL,629
V,AAL,160
OCUL,AAL,6
ISRG,AAL,82
NFLX,AAL,174
IDXG,AAL,4
PYPL,AAL,316
DIS,AAL,166
CBIO,AAL,3
IMMU,AAL,24
HMNY,AAL,20
MNKD,AAL,38
TXN,AAL,85
ICPT,AAL,6
AAOI,AAL,31
NVDA,AAL,296
PEP,AAL,19
ADBE,AAL,45
DE,AAL,252
ACAD,AAL,11
MCD,AAL,370
T,AAL,290
ATVI,AAL,108
AMD,AAL,241
WDC,AAL,156
VRTX,AAL,19
JUNO,AAL,12
JPM,AAL,142
XOM,AAL,189
YELP,AAL,15
QCOM,AAL,169
EBAY,AAL,145
MRNS,AAL,5
FDX,AAL,106
LRCX,AAL,24
SYMC,AAL,37
KITE,AAL,3
COST,AAL,176
DD,AAL,27
CLVS,AAL,6
BRK,AAL,184
MRK,AAL,60
WYNN,AAL,131
BA,AAL,543
KR,AAL,46
GS,AAL,184
AMAT,AAL,86
LUV,AAL,2258
GD,AAL,93
MU,AAL,172
HAL,AAL,144
DOW,AAL,61
SQ,AAL,30
BIOP,AAL,1
BBBY,AAL,40
GRPN,AAL,35
FEYE,AAL,57
CSX,AAL,96
LOW,AAL,33
FOR,AAL,1
SHAK,AAL,4
DKS,AAL,31
GILD,AAL,84
FOXA,AAL,226
FCX,AAL,257
EXEL,AAL,30
AXP,AAL,179
BKD,AAL,1
FB,AAL,463
BMY,AAL,187
BAC,AAL,243
ABT,AAL,13
INTC,AAL,485
ORCL,AAL,87
RAD,AAL,82
TWTR,AAL,287
AET,AAL,37
RHT,AAL,39
ALNY,AAL,19
MAT,AAL,34
WFC,AAL,153
DCTH,AAL,7
MTBC,AAL,8
SGYP,AAL,6
WFM,AAL,83
ROKU,AAL,13
BBY,AAL,82
JNJ,AAL,176
CL,AAL,133
P,AAL,127
MA,AAL,36
ECYT,AAL,2
MS,AAL,52
HD,AAL,57
KSS,AAL,15
X,AAL,79
WMT,AAL,136
HTGM,AAL,6
ETRM,AAL,8
CMG,AAL,165
CMCSA,AAL,230
CAT,AAL,188
SBUX,AAL,400
CLSN,AAL,4
ULTA,AAL,30
PTCT,AAL,4
UAL,AAL,2926
KERX,AAL,6
GPRO,AAL,97
SNAP,AAL,185
ASNA,AAL,14
WTW,AAL,14
AMGN,AAL,178
FL,AAL,16
FNSR,AAL,20
NKE,AAL,132
FSLR,AAL,77
A,AAL,35
CSCO,AAL,146
CRM,AAL,28
CVS,AAL,46
PFE,AAL,39
HOG,AAL,20
CELG,AAL,427
FTR,AAL,29
BIIB,AAL,127
GE,AAL,109
M,AAL,124
PG,AAL,37
SHLD,AAL,37
JCP,AAL,59
FIT,AAL,27
AMRI,AAL,1
AKS,AAL,126
SIRI,AAL,95
INSY,AAL,6
INCY,AAL,27
ISRG,AAOI,29
XGTI,AAOI,29
GE,AAOI,57
LOW,AAOI,10
DOW,AAOI,9
ASNA,AAOI,790
OCUL,AAOI,63
LRCX,AAOI,73
KO,AAOI,29
ADI,AAOI,23
GM,AAOI,39
PBYI,AAOI,133
CBIO,AAOI,15
TSLA,AAOI,1037
CVX,AAOI,33
BRK,AAOI,23
DIS,AAOI,255
P,AAOI,342
FSLR,AAOI,227
SWKS,AAOI,211
PYPL,AAOI,94
WBA,AAOI,15
MCD,AAOI,16
CLF,AAOI,40
ABBV,AAOI,24
SQ,AAOI,691
FL,AAOI,36
FTR,AAOI,527
BA,AAOI,89
OXY,AAOI,2
WYNN,AAOI,96
EBAY,AAOI,41
FB,AAOI,1534
CMG,AAOI,140
AXP,AAOI,11
MU,AAOI,1028
MRNS,AAOI,20
INCY,AAOI,58
HOG,AAOI,53
LLY,AAOI,18
MSFT,AAOI,170
INTC,AAOI,142
LB,AAOI,11
SHLD,AAOI,55
PANW,AAOI,16
HTGM,AAOI,71
MTBC,AAOI,37
JNJ,AAOI,24
CARA,AAOI,295
AAPL,AAOI,1178
AMGN,AAOI,152
FOXA,AAOI,7
ATVI,AAOI,1142
AET,AAOI,10
PCLN,AAOI,267
AIG,AAOI,27
IDXG,AAOI,26
ADBE,AAOI,69
SBUX,AAOI,767
GOOGL,AAOI,355
YHOO,AAOI,4
PG,AAOI,14
CRM,AAOI,85
BKD,AAOI,2
FDX,AAOI,31
C,AAOI,118
KITE,AAOI,41
GD,AAOI,13
JUNO,AAOI,60
DE,AAOI,19
BAC,AAOI,115
TWLO,AAOI,170
BMY,AAOI,22
GS,AAOI,162
ZNGA,AAOI,60
MAT,AAOI,46
ALXN,AAOI,20
NFLX,AAOI,488
FNSR,AAOI,705
DCTH,AAOI,58
COST,AAOI,85
SYMC,AAOI,572
SIRI,AAOI,6
CHK,AAOI,301
MRK,AAOI,127
BBY,AAOI,20
ETRM,AAOI,51
KR,AAOI,43
FOR,AAOI,8
AMZN,AAOI,921
KERX,AAOI,26
CSX,AAOI,50
SRPT,AAOI,86
ICPT,AAOI,172
BIIB,AAOI,148
CYTR,AAOI,17
MS,AAOI,62
ABT,AAOI,23
GRPN,AAOI,261
ADXS,AAOI,7
INSY,AAOI,20
WFM,AAOI,8
DKS,AAOI,25
BLUE,AAOI,77
UAL,AAOI,38
A,AAOI,42
HD,AAOI,23
OCLR,AAOI,1954
TWX,AAOI,32
FCX,AAOI,16
SGMO,AAOI,75
UPS,AAOI,16
CAT,AAOI,51
AVEO,AAOI,68
V,AAOI,47
MMM,AAOI,12
IMMU,AAOI,141
MNKD,AAOI,154
VZ,AAOI,127
ULTA,AAOI,54
LUV,AAOI,17
OUT,AAOI,1
VRTX,AAOI,110
RHT,AAOI,17
HMNY,AAOI,172
PFE,AAOI,478
JPM,AAOI,112
HAL,AAOI,14
PPHM,AAOI,8
TXN,AAOI,21
EXEL,AAOI,75
NVAX,AAOI,17
AA,AAOI,37
DD,AAOI,3
WDC,AAOI,81
WTW,AAOI,393
XOM,AAOI,17
MO,AAOI,11
CL,AAOI,13
RAD,AAOI,57
CVS,AAOI,293
SHAK,AAOI,137
CLSN,AAOI,71
IT,AAOI,2
DXTR,AAOI,755
X,AAOI,116
FIT,AAOI,341
NVDA,AAOI,1110
SNAP,AAOI,633
ALNY,AAOI,45
LULU,AAOI,49
ORCL,AAOI,34
ACAD,AAOI,50
CSCO,AAOI,133
TMUS,AAOI,37
BIOP,AAOI,22
TWTR,AAOI,136
WFC,AAOI,118
GILD,AAOI,188
DAL,AAOI,37
JCP,AAOI,240
REGN,AAOI,202
AAL,AAOI,27
TGT,AAOI,50
CELG,AAOI,98
UAA,AAOI,368
AKS,AAOI,68
BBBY,AAOI,49
UNH,AAOI,12
AMAT,AAOI,840
PTCT,AAOI,30
RH,AAOI,266
M,AAOI,236
AMRS,AAOI,543
AMD,AAOI,700
ROKU,AAOI,90
PEP,AAOI,16
YELP,AAOI,162
QCOM,AAOI,186
HAS,AAOI,17
PLUG,AAOI,213
LMT,AAOI,16
JWN,AAOI,34
CMCSA,AAOI,22
FEYE,AAOI,391
MA,AAOI,102
CLVS,AAOI,141
KSS,AAOI,23
ITUS,AAOI,53
F,AAOI,87
T,AAOI,187
EA,AAOI,39
NKE,AAOI,96
ECYT,AAOI,51
GPRO,AAOI,468
IBM,AAOI,72
SGYP,AAOI,26
WMT,AAOI,45
CMCSA,AAPL,1350
KO,AAPL,5410
BIIB,AAPL,278
BAC,AAPL,10220
CSX,AAPL,434
ABT,AAPL,319
CHK,AAPL,1907
DCTH,AAPL,428
AXP,AAPL,1732
HTGM,AAPL,277
HAL,AAPL,286
FOR,AAPL,37
HOG,AAPL,237
V,AAPL,3139
DIS,AAPL,6474
WTW,AAPL,279
UAA,AAPL,2637
FTR,AAPL,219
OCLR,AAPL,674
FOXA,AAPL,860
KSS,AAPL,332
ASNA,AAPL,67
CMG,AAPL,3219
GM,AAPL,3637
IBM,AAPL,8949
SHLD,AAPL,447
KR,AAPL,445
ETRM,AAPL,183
DD,AAPL,523
QCOM,AAPL,6617
RHT,AAPL,171
AAL,AAPL,1002
OCUL,AAPL,1045
WMT,AAPL,5750
FIT,AAPL,2250
MS,AAPL,2600
SNAP,AAPL,14428
CBIO,AAPL,173
AMAT,AAPL,752
BLUE,AAPL,750
HAS,AAPL,185
BKD,AAPL,942
CVX,AAPL,1434
T,AAPL,4310
AVEO,AAPL,82
CYTR,AAPL,141
PLUG,AAPL,395
PG,AAPL,1627
MA,AAPL,1615
AAOI,AAPL,1042
ADBE,AAPL,2178
SRPT,AAPL,4707
SGMO,AAPL,96
INTC,AAPL,11036
FNSR,AAPL,752
FCX,AAPL,914
CVS,AAPL,740
EBAY,AAPL,1265
SHAK,AAPL,1116
JUNO,AAPL,618
LOW,AAPL,620
WFC,AAPL,2583
ORCL,AAPL,2066
NFLX,AAPL,35922
LRCX,AAPL,336
GOOGL,AAPL,66162
CELG,AAPL,876
GPRO,AAPL,3730
XGTI,AAPL,59
C,AAPL,6010
INSY,AAPL,59
TXN,AAPL,1123
WFM,AAPL,883
ALNY,AAPL,250
DAL,AAPL,764
P,AAPL,1632
CRM,AAPL,2904
BRK,AAPL,4609
ITUS,AAPL,137
AIG,AAPL,700
SGYP,AAPL,646
JCP,AAPL,730
DKS,AAPL,196
MSFT,AAPL,31000
AMZN,AAPL,68904
BBY,AAPL,559
CLF,AAPL,208
TWX,AAPL,980
EXEL,AAPL,1084
GS,AAPL,11822
SBUX,AAPL,2114
ABBV,AAPL,562
TGT,AAPL,1434
BA,AAPL,4613
X,AAPL,2396
YELP,AAPL,447
COST,AAPL,1655
PTCT,AAPL,42
PCLN,AAPL,7037
MCD,AAPL,2596
ULTA,AAPL,302
AMD,AAPL,9589
M,AAPL,979
KERX,AAPL,602
OUT,AAPL,8
REGN,AAPL,236
NVDA,AAPL,22069
MRNS,AAPL,100
CARA,AAPL,278
PFE,AAPL,2956
CL,AAPL,2286
ALXN,AAPL,116
JWN,AAPL,704
LMT,AAPL,573
YHOO,AAPL,1747
IT,AAPL,522
ATVI,AAPL,2189
IMMU,AAPL,185
SIRI,AAPL,2040
ADXS,AAPL,41
JPM,AAPL,6505
WBA,AAPL,163
AET,AAPL,488
FL,AAPL,274
OXY,AAPL,371
LUV,AAPL,530
DOW,AAPL,378
FB,AAPL,69014
AMRS,AAPL,143
SYMC,AAPL,142
RH,AAPL,455
UPS,AAPL,440
IDXG,AAPL,212
MNKD,AAPL,370
RAD,AAPL,416
KITE,AAPL,184
JNJ,AAPL,4811
TSLA,AAPL,49526
UAL,AAPL,453
MAT,AAPL,346
GRPN,AAPL,3036
LULU,AAPL,511
PEP,AAPL,3781
FEYE,AAPL,1485
PPHM,AAPL,24
WDC,AAPL,1011
UNH,AAPL,758
SWKS,AAPL,1068
FDX,AAPL,904
BIOP,AAPL,345
FSLR,AAPL,1554
HD,AAPL,2381
WYNN,AAPL,1034
ECYT,AAPL,369
DXTR,AAPL,54
A,AAPL,3320
MU,AAPL,4603
EA,AAPL,892
AKS,AAPL,731
LLY,AAPL,365
XOM,AAPL,4573
ACAD,AAPL,188
CSCO,AAPL,3549
CLVS,AAPL,170
F,AAPL,18893
MMM,AAPL,771
DE,AAPL,619
VZ,AAPL,2417
TWLO,AAPL,747
AA,AAPL,1446
TMUS,AAPL,890
CLSN,AAPL,165
VRTX,AAPL,415
ROKU,AAPL,771
GE,AAPL,4978
MTBC,AAPL,344
PBYI,AAPL,44
GILD,AAPL,4708
GD,AAPL,185
MO,AAPL,571
AMRI,AAPL,14
AMGN,AAPL,5770
PANW,AAPL,333
BBBY,AAPL,184
BMY,AAPL,875
INCY,AAPL,220
ZNGA,AAPL,5301
TWTR,AAPL,16411
MRK,AAPL,2947
LB,AAPL,1639
HMNY,AAPL,847
ADI,AAPL,288
ISRG,AAPL,367
NVAX,AAPL,73
NKE,AAPL,2004
CAT,AAPL,2878
PYPL,AAPL,1723
SQ,AAPL,1302
ICPT,AAPL,410
PCLN,ABBV,48
ACAD,ABBV,78
CLSN,ABBV,7
EBAY,ABBV,30
BA,ABBV,376
DOW,ABBV,138
BKD,ABBV,18
FSLR,ABBV,43
HD,ABBV,153
LULU,ABBV,8
GPRO,ABBV,20
MU,ABBV,133
ZNGA,ABBV,13
TSLA,ABBV,65
ALXN,ABBV,383
GILD,ABBV,2085
CLF,ABBV,128
ECYT,ABBV,17
FOXA,ABBV,28
IT,ABBV,1
DE,ABBV,30
SNAP,ABBV,191
JCP,ABBV,49
NFLX,ABBV,105
MRNS,ABBV,9
ORCL,ABBV,53
TWTR,ABBV,113
SGMO,ABBV,26
JNJ,ABBV,1725
KO,ABBV,235
SHLD,ABBV,13
ULTA,ABBV,20
MA,ABBV,98
OCUL,ABBV,3
UPS,ABBV,62
SWKS,ABBV,11
FL,ABBV,18
DKS,ABBV,7
HTGM,ABBV,4
RH,ABBV,18
PTCT,ABBV,23
AAPL,ABBV,739
INCY,ABBV,290
TGT,ABBV,134
AKS,ABBV,46
RAD,ABBV,31
DCTH,ABBV,5
ISRG,ABBV,39
BRK,ABBV,86
JPM,ABBV,243
LMT,ABBV,75
ETRM,ABBV,2
BIOP,ABBV,4
PPHM,ABBV,6
GM,ABBV,304
FIT,ABBV,35
MMM,ABBV,136
WFM,ABBV,21
ADXS,ABBV,30
LLY,ABBV,815
MS,ABBV,34
IDXG,ABBV,3
TXN,ABBV,30
AMGN,ABBV,1671
ABT,ABBV,650
QCOM,ABBV,121
PG,ABBV,236
KITE,ABBV,168
TMUS,ABBV,17
SHAK,ABBV,29
LRCX,ABBV,114
FDX,ABBV,29
ADI,ABBV,32
VZ,ABBV,65
LUV,ABBV,74
REGN,ABBV,313
BMY,ABBV,1511
HOG,ABBV,58
AAOI,ABBV,23
PLUG,ABBV,3
XOM,ABBV,220
GD,ABBV,149
EA,ABBV,31
EXEL,ABBV,59
AIG,ABBV,153
MNKD,ABBV,26
NVAX,ABBV,1
CYTR,ABBV,10
INSY,ABBV,127
BBBY,ABBV,14
CSCO,ABBV,344
LOW,ABBV,46
IMMU,ABBV,49
GOOGL,ABBV,586
X,ABBV,21
MRK,ABBV,1362
KERX,ABBV,5
CHK,ABBV,50
HMNY,ABBV,11
WFC,ABBV,50
FOR,ABBV,3
MSFT,ABBV,568
BBY,ABBV,67
WBA,ABBV,57
RHT,ABBV,80
PBYI,ABBV,65
AMRI,ABBV,2
PANW,ABBV,7
AET,ABBV,122
CVX,ABBV,488
UNH,ABBV,69
CBIO,ABBV,11
NKE,ABBV,76
WYNN,ABBV,32
AMAT,ABBV,99
CMCSA,ABBV,120
TWLO,ABBV,1
CVS,ABBV,282
FCX,ABBV,66
YHOO,ABBV,2
AVEO,ABBV,36
DAL,ABBV,32
P,ABBV,79
SRPT,ABBV,63
PEP,ABBV,106
GRPN,ABBV,1
A,ABBV,72
TWX,ABBV,16
AXP,ABBV,129
JUNO,ABBV,112
WMT,ABBV,163
CMG,ABBV,55
GE,ABBV,240
UAL,ABBV,8
T,ABBV,209
HAS,ABBV,17
FEYE,ABBV,16
PYPL,ABBV,133
OCLR,ABBV,11
BAC,ABBV,288
SIRI,ABBV,26
HAL,ABBV,54
CRM,ABBV,95
CLVS,ABBV,180
KR,ABBV,29
GS,ABBV,57
CELG,ABBV,1284
CL,ABBV,220
MO,ABBV,231
KSS,ABBV,35
CSX,ABBV,46
IBM,ABBV,610
M,ABBV,244
MAT,ABBV,68
WTW,ABBV,7
AMD,ABBV,103
CARA,ABBV,164
FNSR,ABBV,8
CAT,ABBV,391
SGYP,ABBV,50
WDC,ABBV,56
JWN,ABBV,9
INTC,ABBV,151
AMZN,ABBV,358
AAL,ABBV,147
ICPT,ABBV,32
FTR,ABBV,22
VRTX,ABBV,404
OXY,ABBV,13
F,ABBV,291
ADBE,ABBV,100
BIIB,ABBV,697
DD,ABBV,20
COST,ABBV,192
AA,ABBV,32
ALNY,ABBV,102
NVDA,ABBV,156
PFE,ABBV,1566
C,ABBV,211
SQ,ABBV,30
ROKU,ABBV,22
V,ABBV,397
SBUX,ABBV,90
UAA,ABBV,60
SYMC,ABBV,7
ATVI,ABBV,95
MCD,ABBV,248
DIS,ABBV,347
LB,ABBV,39
BLUE,ABBV,205
YELP,ABBV,7
FB,ABBV,325
LMT,ABT,45
KITE,ABT,34
LOW,ABT,54
OUT,ABT,3
AVEO,ABT,1
PG,ABT,205
HOG,ABT,405
XGTI,ABT,3
FOR,ABT,12
CYTR,ABT,5
NKE,ABT,55
ISRG,ABT,290
AMD,ABT,44
PTCT,ABT,1
SIRI,ABT,17
AIG,ABT,28
FDX,ABT,75
X,ABT,16
ETRM,ABT,10
JUNO,ABT,34
UNH,ABT,419
BKD,ABT,12
PYPL,ABT,289
T,ABT,147
HAS,ABT,11
UAL,ABT,386
DCTH,ABT,1
CVS,ABT,180
CLF,ABT,224
CMCSA,ABT,25
IBM,ABT,593
GRPN,ABT,3
IMMU,ABT,17
CSCO,ABT,99
MSFT,ABT,230
KR,ABT,18
CVX,ABT,121
BAC,ABT,301
TWLO,ABT,4
UPS,ABT,9
GILD,ABT,271
SHAK,ABT,15
OCUL,ABT,1
FTR,ABT,6
CSX,ABT,323
TMUS,ABT,17
SGMO,ABT,1
AMGN,ABT,398
EXEL,ABT,17
AA,ABT,264
ALXN,ABT,31
GE,ABT,625
OCLR,ABT,16
TWTR,ABT,63
LLY,ABT,225
A,ABT,34
BIIB,ABT,134
AMZN,ABT,226
RAD,ABT,37
BLUE,ABT,31
ABBV,ABT,641
MMM,ABT,73
LUV,ABT,14
TSLA,ABT,41
FB,ABT,171
DE,ABT,61
PBYI,ABT,1
ACAD,ABT,17
ASNA,ABT,2
GPRO,ABT,12
CMG,ABT,39
GM,ABT,88
