Source,Target,Weight
MCD,BAC,588
DCTH,BAC,1342
T,BAC,2606
VRTX,BAC,265
NVAX,BAC,1018
MRK,BAC,3495
EXEL,BAC,351
CVX,BAC,639
AMAT,BAC,242
CMCSA,BAC,504
AKS,BAC,407
YHOO,BAC,463
SNAP,BAC,2311
XOM,BAC,1181
CHK,BAC,1598
CELG,BAC,258
GE,BAC,3735
HMNY,BAC,50
IBM,BAC,2237
SQ,BAC,406
NVDA,BAC,5308
BKD,BAC,282
QCOM,BAC,1274
C,BAC,14905
HD,BAC,841
MNKD,BAC,59
AMGN,BAC,2398
FOXA,BAC,915
GOOGL,BAC,5657
PCLN,BAC,1527
BMY,BAC,1629
ADXS,BAC,1286
CVS,BAC,302
WFC,BAC,8875
A,BAC,79
JPM,BAC,18538
AAPL,BAC,11843
WMT,BAC,1019
ZNGA,BAC,258
CAT,BAC,554
COST,BAC,462
FB,BAC,8142
WFM,BAC,243
NFLX,BAC,6478
BA,BAC,858
MSFT,BAC,4032
V,BAC,1782
ICPT,BAC,27
SBUX,BAC,356
M,BAC,455
DIS,BAC,1181
CSCO,BAC,1777
SIRI,BAC,1076
PEP,BAC,524
FSLR,BAC,1043
FDX,BAC,144
GILD,BAC,761
AMZN,BAC,6445
TWTR,BAC,1927
MS,BAC,5350
ORCL,BAC,835
GPRO,BAC,265
AMD,BAC,5089
UNH,BAC,691
INTC,BAC,1921
LOW,BAC,287
TGT,BAC,304
EBAY,BAC,491
LMT,BAC,367
JCP,BKD,24
AXP,BKD,2
MRK,BKD,20
HD,BKD,6
ADXS,BKD,6
MSFT,BKD,310
QCOM,BKD,45
ORCL,BKD,3
UNH,BKD,3
CLVS,BKD,9
WFC,BKD,5
GRPN,BKD,2
SBUX,BKD,44
AKS,BKD,8
CHK,BKD,5
TSLA,BKD,383
PBYI,BKD,5
NFLX,BKD,4
SQ,BKD,4
BAC,BKD,22
CRM,BKD,5
AMGN,BKD,6
INTC,BKD,26
TWTR,BKD,50
JNJ,BKD,3
C,BKD,15
GE,BKD,11
CSCO,BKD,7
AMZN,BKD,10
PYPL,BKD,3
MNKD,BKD,7
YHOO,BKD,202
WMT,BKD,5
KO,BKD,6
TGT,BKD,12
ICPT,BKD,1
PG,BKD,6
FCX,BKD,7
GS,BKD,9
