ID,Label,Industry
AAL,AAL,Trans
AAWW,AAWW,Trans
AIRM,AIRM,Trans
AIRT,AIRT,Trans
ALEX,ALEX,Trans
ALGT,ALGT,Trans
ALK,ALK,Trans
ARCB,ARCB,Trans
ATSG,ATSG,Trans
CGI,CGI,Trans
CHRW,CHRW,Trans
CSX,CSX,Trans
CVTI,CVTI,Trans
DAL,DAL,Trans
EEP,EEP,Trans
ENLC,ENLC,Trans
EXPD,EXPD,Trans
FDX,FDX,Trans
FRPH,FRPH,Trans
FWRD,FWRD,Trans
GNK,GNK,Trans
GWR,GWR,Trans
HA,HA,Trans
HTLD,HTLD,Trans
HUBG,HUBG,Trans
IOVA,IOVA,Trans
JBHT,JBHT,Trans
JBLU,JBLU,Trans
KEX,KEX,Trans
KNX,KNX,Trans
KSU,KSU,Trans
LBIO,LBIO,Trans
LSTR,LSTR,Trans
LUV,LUV,Trans
MATX,MATX,Trans
MRTN,MRTN,Trans
NSC,NSC,Trans
ODFL,ODFL,Trans
OMEX,OMEX,Trans
OSG,OSG,Trans
PHII,PHII,Trans
PHIIK,PHIIK,Trans
PTSI,PTSI,Trans
RLGT,RLGT,Trans
RLOG,RLOG,Trans
RRTS,RRTS,Trans
SAIA,SAIA,Trans
SAVE,SAVE,Trans
SEMG,SEMG,Trans
SKYW,SKYW,Trans
SNDR,SNDR,Trans
SRE,SRE,Trans
SWFT,SWFT,Trans
TDW,TDW,Trans
UAL,UAL,Trans
ULH,ULH,Trans
UNP,UNP,Trans
UPS,UPS,Trans
USAK,USAK,Trans
WERN,WERN,Trans
XPO,XPO,Trans
YRCW,YRCW,Trans
