Source,Target,Weight
PFE,AAL,1464
SQ,AAL,4228
PYPL,AAL,1372
GM,AAL,809
DAL,AAL,34310
DIS,AAL,7051
AMZN,AAL,27867
BAC,AAL,9422
BA,AAL,20384
MULN,AAL,7769
MRNA,AAL,9912
INO,AAL,20022
TSLA,AAL,54591
V,AAL,462
NKLA,AAL,15203
F,AAL,13394
UAL,AAL,25497
JPM,AAL,2068
INTC,AAL,2912
MSFT,AAL,18893
JNJ,AAL,2837
TWTR,AAL,19780
C,AAL,3719
PTON,AAL,7351
GME,AAL,9719
OXY,AAL,7956
GS,AAL,3232
AMD,AAL,25856
BBIG,AAL,7432
AAPL,AAL,49841
ROKU,AAL,7904
GOOGL,AAL,5589
HD,AAL,3460
DKNG,AAL,17000
BYND,AAL,6710
PLTR,AAL,1976
META,AAL,29492
NVDA,AAL,14581
XOM,AAL,5630
KO,AAL,675
WMT,AAL,6023
CRM,AAL,1002
PENN,AAL,19527
SNAP,AAL,10128
MU,AAL,1939
LCID,AAL,14143
NFLX,AAL,18608
AMC,AAL,16011
SOFI,AAL,10067
F,AAPL,44951
INO,AAPL,28284
GM,AAPL,18149
GS,AAPL,18943
AMD,AAPL,135545
MULN,AAPL,15231
AMC,AAPL,125055
JPM,AAPL,28126
DAL,AAPL,32098
MSFT,AAPL,227241
MRNA,AAPL,22512
MU,AAPL,13452
AAL,AAPL,46074
NKLA,AAPL,30837
BBIG,AAPL,13292
HD,AAPL,20374
INTC,AAPL,35291
BAC,AAPL,25106
UAL,AAPL,14734
PTON,AAPL,16090
OXY,AAPL,16394
DKNG,AAPL,24581
META,AAPL,191924
TWTR,AAPL,55546
C,AAPL,16287
GME,AAPL,82516
NVDA,AAPL,142546
XOM,AAPL,19979
PLTR,AAPL,22933
GOOGL,AAPL,178488
BYND,AAPL,15538
V,AAPL,20719
NFLX,AAPL,120957
PYPL,AAPL,29800
DIS,AAPL,33818
SOFI,AAPL,12666
SQ,AAPL,30064
TSLA,AAPL,436100
LCID,AAPL,28862
ROKU,AAPL,47338
JNJ,AAPL,13697
PENN,AAPL,21562
AMZN,AAPL,292587
PFE,AAPL,11111
BA,AAPL,63792
CRM,AAPL,17741
KO,AAPL,16446
WMT,AAPL,27839
SNAP,AAPL,25075
BBIG,AMC,53370
MSFT,AMC,49860
AAPL,AMC,129841
C,AMC,6380
SQ,AMC,10639
BA,AMC,11483
PLTR,AMC,16405
META,AMC,53224
DAL,AMC,10709
GS,AMC,942
BAC,AMC,6475
SOFI,AMC,15693
TSLA,AMC,175148
PENN,AMC,11473
XOM,AMC,6552
JPM,AMC,3759
AMD,AMC,42176
PTON,AMC,10226
ROKU,AMC,15430
DIS,AMC,10152
LCID,AMC,22101
WMT,AMC,10931
HD,AMC,7350
NFLX,AMC,45315
GOOGL,AMC,27796
AAL,AMC,16570
GME,AMC,470994
F,AMC,16624
INO,AMC,422
PFE,AMC,3277
GM,AMC,7329
BYND,AMC,3790
DKNG,AMC,12222
NKLA,AMC,4384
PYPL,AMC,11953
SNAP,AMC,19085
JNJ,AMC,714
MU,AMC,3083
V,AMC,2962
AMZN,AMC,72805
MRNA,AMC,9561
CRM,AMC,2677
NVDA,AMC,43759
MULN,AMC,35945
KO,AMC,766
OXY,AMC,4678
INTC,AMC,6693
UAL,AMC,10069
TWTR,AMC,19342
MSFT,AMD,74465
LCID,AMD,7383
META,AMD,74949
MULN,AMD,3829
AMZN,AMD,108995
SOFI,AMD,8685
PYPL,AMD,23888
BA,AMD,44455
GME,AMD,29282
AMC,AMD,41683
NKLA,AMD,15356
MU,AMD,18781
UAL,AMD,8163
XOM,AMD,12946
WMT,AMD,13671
AAL,AMD,23126
HD,AMD,13608
DKNG,AMD,9814
NVDA,AMD,119841
PLTR,AMD,10387
GM,AMD,4478
DAL,AMD,18502
PFE,AMD,5946
TSLA,AMD,148251
OXY,AMD,13407
TWTR,AMD,34591
JPM,AMD,9832
INO,AMD,10801
ROKU,AMD,27901
INTC,AMD,27234
SQ,AMD,16238
GOOGL,AMD,51590
BBIG,AMD,5949
MRNA,AMD,10949
PTON,AMD,8715
KO,AMD,4937
CRM,AMD,10584
BAC,AMD,13319
PENN,AMD,8749
C,AMD,8028
GS,AMD,5199
JNJ,AMD,2014
DIS,AMD,17763
F,AMD,18403
NFLX,AMD,57585
AAPL,AMD,147426
SNAP,AMD,10167
V,AMD,9727
BYND,AMD,8579
PTON,AMZN,13278
INTC,AMZN,23329
GOOGL,AMZN,170038
WMT,AMZN,22389
F,AMZN,25900
C,AMZN,10833
INO,AMZN,10494
DIS,AMZN,23374
TWTR,AMZN,48194
SQ,AMZN,24400
MU,AMZN,11490
UAL,AMZN,7632
AMC,AMZN,76393
CRM,AMZN,16161
AMD,AMZN,98028
PENN,AMZN,16646
JNJ,AMZN,7475
PLTR,AMZN,11683
GS,AMZN,13571
NVDA,AMZN,112694
SNAP,AMZN,24616
META,AMZN,172213
HD,AMZN,14371
GME,AMZN,54027
MSFT,AMZN,170172
DKNG,AMZN,12768
OXY,AMZN,10705
SOFI,AMZN,8849
JPM,AMZN,22265
XOM,AMZN,13926
AAPL,AMZN,297875
PFE,AMZN,7546
MRNA,AMZN,17976
TSLA,AMZN,275172
PYPL,AMZN,29186
V,AMZN,14636
ROKU,AMZN,34733
KO,AMZN,11643
BA,AMZN,50107
LCID,AMZN,19576
MULN,AMZN,6492
NKLA,AMZN,19734
AAL,AMZN,24338
GM,AMZN,15093
DAL,AMZN,25207
NFLX,AMZN,111618
BYND,AMZN,12226
BBIG,AMZN,11754
BAC,AMZN,19408
PFE,BA,5426
MRNA,BA,9147
JNJ,BA,5605
AMC,BA,11222
INTC,BA,14664
AAL,BA,19560
LCID,BA,5717
INO,BA,8074
SQ,BA,12325
AMD,BA,46190
JPM,BA,15065
TSLA,BA,61954
NFLX,BA,39495
KO,BA,8045
BYND,BA,10297
PYPL,BA,9987
GOOGL,BA,28555
SNAP,BA,11351
MULN,BA,2548
GM,BA,7259
NKLA,BA,13134
META,BA,50119
DKNG,BA,4785
V,BA,10593
HD,BA,11255
CRM,BA,8009
F,BA,18636
BAC,BA,11695
TWTR,BA,22568
NVDA,BA,38890
WMT,BA,17352
AAPL,BA,66678
MSFT,BA,34125
SOFI,BA,1472
AMZN,BA,51242
UAL,BA,7285
GS,BA,11205
PENN,BA,7434
XOM,BA,13695
OXY,BA,8530
C,BA,9807
DAL,BA,15181
GME,BA,11587
MU,BA,10566
PTON,BA,6447
BBIG,BA,2023
PLTR,BA,7391
DIS,BA,19341
ROKU,BA,17942
INO,BAC,937
AMC,BAC,7051
AAL,BAC,7666
UAL,BAC,5967
PFE,BAC,5650
DAL,BAC,5308
AMD,BAC,16023
MU,BAC,6691
BYND,BAC,3355
NFLX,BAC,18947
DIS,BAC,5653
GOOGL,BAC,20694
OXY,BAC,2988
BBIG,BAC,5741
WMT,BAC,5635
DKNG,BAC,2191
BA,BAC,11623
GS,BAC,15784
JNJ,BAC,8987
PENN,BAC,1876
C,BAC,14836
TWTR,BAC,6572
XOM,BAC,5415
V,BAC,4902
LCID,BAC,8209
MRNA,BAC,4773
AMZN,BAC,22325
MSFT,BAC,19280
JPM,BAC,29422
INTC,BAC,8100
CRM,BAC,6345
GME,BAC,5320
HD,BAC,6662
KO,BAC,5835
MULN,BAC,443
AAPL,BAC,28247
SNAP,BAC,11848
F,BAC,17553
SQ,BAC,8705
PTON,BAC,1899
META,BAC,20632
PLTR,BAC,2667
PYPL,BAC,10990
ROKU,BAC,3280
SOFI,BAC,3395
NKLA,BAC,4116
GM,BAC,7767
NVDA,BAC,13574
TSLA,BAC,30196
BYND,BBIG,410
SOFI,BBIG,6604
AAL,BBIG,7368
F,BBIG,5425
CRM,BBIG,225
AMC,BBIG,52727
MULN,BBIG,24121
NVDA,BBIG,2660
PLTR,BBIG,1772
MRNA,BBIG,5591
ROKU,BBIG,351
OXY,BBIG,344
SQ,BBIG,3482
JPM,BBIG,2261
TSLA,BBIG,24794
PFE,BBIG,2064
DAL,BBIG,5033
INTC,BBIG,545
TWTR,BBIG,4892
BAC,BBIG,5015
V,BBIG,208
AMD,BBIG,6143
MSFT,BBIG,4700
PYPL,BBIG,3506
GOOGL,BBIG,3394
WMT,BBIG,526
XOM,BBIG,384
MU,BBIG,528
HD,BBIG,1770
INO,BBIG,379
BA,BBIG,1974
JNJ,BBIG,49
GM,BBIG,3407
C,BBIG,2479
DKNG,BBIG,6617
DIS,BBIG,1938
SNAP,BBIG,8177
AAPL,BBIG,13826
NFLX,BBIG,4383
GS,BBIG,305
NKLA,BBIG,2164
AMZN,BBIG,11204
META,BBIG,11741
PENN,BBIG,3970
UAL,BBIG,5352
PTON,BBIG,4037
GME,BBIG,35956
KO,BBIG,126
LCID,BBIG,11684
TSLA,BYND,20897
INTC,BYND,3523
V,BYND,3491
DAL,BYND,4259
C,BYND,536
INO,BYND,4766
AMD,BYND,8940
NFLX,BYND,8551
PYPL,BYND,2787
META,BYND,11700
BBIG,BYND,426
AMC,BYND,4161
SNAP,BYND,3244
OXY,BYND,6294
PFE,BYND,1114
F,BYND,1399
AAPL,BYND,16948
MU,BYND,2825
HD,BYND,800
GME,BYND,3251
SOFI,BYND,731
XOM,BYND,4015
UAL,BYND,1814
AAL,BYND,7347
MULN,BYND,422
JPM,BYND,3671
NKLA,BYND,8174
MRNA,BYND,9130
DIS,BYND,1998
GM,BYND,225
CRM,BYND,1836
PTON,BYND,2743
LCID,BYND,765
JNJ,BYND,105
AMZN,BYND,14092
GS,BYND,1243
PLTR,BYND,1796
DKNG,BYND,6715
ROKU,BYND,10172
TWTR,BYND,5333
MSFT,BYND,9122
KO,BYND,165
BAC,BYND,3296
SQ,BYND,4678
NVDA,BYND,11261
PENN,BYND,4959
BA,BYND,11235
GOOGL,BYND,7163
WMT,BYND,2222
GOOGL,C,8753
DAL,C,2458
MSFT,C,9926
SQ,C,4618
JPM,C,20727
F,C,7758
PENN,C,1853
KO,C,2021
PFE,C,1668
SNAP,C,5469
MRNA,C,1399
NKLA,C,1612
NVDA,C,3601
AAL,C,3526
WMT,C,4123
UAL,C,635
INTC,C,4057
LCID,C,3760
MULN,C,226
PYPL,C,4597
GS,C,9388
META,C,12682
ROKU,C,503
AAPL,C,15936
V,C,977
GME,C,2986
BYND,C,765
MU,C,1138
BBIG,C,2458
AMD,C,8336
AMZN,C,10800
DKNG,C,527
BAC,C,13958
JNJ,C,1517
CRM,C,1935
TWTR,C,1680
TSLA,C,15976
INO,C,31
GM,C,5054
AMC,C,6351
HD,C,6086
DIS,C,3983
PLTR,C,512
BA,C,9971
XOM,C,6037
OXY,C,985
SOFI,C,1259
NFLX,C,8561
PTON,C,1907
AAL,CRM,905
MSFT,CRM,17962
SOFI,CRM,707
GME,CRM,4008
META,CRM,9115
MU,CRM,1284
DKNG,CRM,521
LCID,CRM,524
BA,CRM,7997
AMD,CRM,6197
BBIG,CRM,195
PENN,CRM,849
TSLA,CRM,20337
ROKU,CRM,4282
BAC,CRM,5712
XOM,CRM,3018
AAPL,CRM,19310
PLTR,CRM,2305
JNJ,CRM,5711
HD,CRM,3869
PYPL,CRM,3777
KO,CRM,4544
AMZN,CRM,17449
DAL,CRM,1546
AMC,CRM,2314
MRNA,CRM,4400
DIS,CRM,5666
BYND,CRM,1883
GOOGL,CRM,16283
JPM,CRM,7420
SQ,CRM,2132
C,CRM,2068
GM,CRM,1205
NFLX,CRM,9245
TWTR,CRM,8707
NVDA,CRM,8280
F,CRM,2607
OXY,CRM,2516
V,CRM,2966
INTC,CRM,4524
INO,CRM,1637
GS,CRM,5811
PTON,CRM,1704
WMT,CRM,3899
SNAP,CRM,3021
MULN,CRM,88
PFE,CRM,4196
UAL,CRM,424
NKLA,CRM,94
C,DAL,3098
MRNA,DAL,5142
BAC,DAL,4607
GS,DAL,1394
XOM,DAL,1195
BA,DAL,15475
NVDA,DAL,13126
PFE,DAL,1137
META,DAL,20839
PENN,DAL,20324
INO,DAL,7412
AAL,DAL,34250
MU,DAL,5196
NFLX,DAL,9577
ROKU,DAL,17534
INTC,DAL,1944
HD,DAL,330
F,DAL,10436
DKNG,DAL,12156
BBIG,DAL,5378
DIS,DAL,5967
LCID,DAL,11562
AMZN,DAL,26765
JNJ,DAL,595
TWTR,DAL,15870
CRM,DAL,1774
PLTR,DAL,258
NKLA,DAL,11896
V,DAL,876
AMD,DAL,19159
MSFT,DAL,11637
AMC,DAL,10530
SQ,DAL,3950
MULN,DAL,7300
GME,DAL,7946
PYPL,DAL,869
WMT,DAL,416
OXY,DAL,10055
PTON,DAL,5036
GOOGL,DAL,3402
UAL,DAL,22028
SOFI,DAL,8679
AAPL,DAL,33410
JPM,DAL,5868
GM,DAL,1873
KO,DAL,742
TSLA,DAL,37010
BYND,DAL,3902
SNAP,DAL,5060
F,DIS,10593
GME,DIS,8148
AAPL,DIS,38377
BBIG,DIS,2006
C,DIS,4096
GOOGL,DIS,20723
MU,DIS,6379
PYPL,DIS,8776
KO,DIS,6774
PLTR,DIS,5299
LCID,DIS,3940
MRNA,DIS,3104
AMZN,DIS,28586
MSFT,DIS,25667
NVDA,DIS,16935
AMC,DIS,10487
DKNG,DIS,3993
HD,DIS,10120
OXY,DIS,4776
BYND,DIS,1678
ROKU,DIS,10369
TWTR,DIS,16768
SQ,DIS,11022
GS,DIS,7502
NKLA,DIS,4286
XOM,DIS,6440
AMD,DIS,20308
SOFI,DIS,1972
CRM,DIS,6282
JPM,DIS,10715
JNJ,DIS,6187
DAL,DIS,6678
MULN,DIS,814
BA,DIS,20129
SNAP,DIS,4967
V,DIS,9068
BAC,DIS,6492
PFE,DIS,4475
INO,DIS,3581
TSLA,DIS,32548
GM,DIS,2768
META,DIS,30193
PENN,DIS,364
UAL,DIS,837
AAL,DIS,7938
WMT,DIS,8480
PTON,DIS,7559
NFLX,DIS,35136
INTC,DIS,8092
WMT,DKNG,4435
JNJ,DKNG,159
AMC,DKNG,13289
DIS,DKNG,4023
TSLA,DKNG,34365
BAC,DKNG,2281
PYPL,DKNG,6611
MULN,DKNG,7225
GS,DKNG,1274
AMD,DKNG,11515
GOOGL,DKNG,7624
XOM,DKNG,1061
PFE,DKNG,2942
SNAP,DKNG,7701
TWTR,DKNG,9105
OXY,DKNG,3279
MRNA,DKNG,9920
MSFT,DKNG,7673
NVDA,DKNG,6903
NKLA,DKNG,7579
KO,DKNG,2897
SQ,DKNG,7932
PLTR,DKNG,4822
META,DKNG,19141
BA,DKNG,4881
AAL,DKNG,17798
HD,DKNG,3785
JPM,DKNG,293
UAL,DKNG,13541
NFLX,DKNG,9363
F,DKNG,8153
SOFI,DKNG,11932
AMZN,DKNG,14313
PTON,DKNG,4622
BBIG,DKNG,7161
GME,DKNG,9685
LCID,DKNG,13538
DAL,DKNG,12224
CRM,DKNG,536
MU,DKNG,2536
C,DKNG,780
BYND,DKNG,6758
V,DKNG,3407
ROKU,DKNG,11338
AAPL,DKNG,26245
INO,DKNG,5972
GM,DKNG,558
PENN,DKNG,18788
INTC,DKNG,1067
AMC,F,17323
XOM,F,10347
GME,F,11921
LCID,F,22479
DAL,F,10172
V,F,3988
NFLX,F,14287
BYND,F,1528
GM,F,35464
ROKU,F,2963
PLTR,F,7928
SQ,F,11243
SNAP,F,13043
INO,F,1195
BAC,F,17534
PENN,F,7352
C,F,8101
JNJ,F,2672
NKLA,F,4468
KO,F,5770
GS,F,3274
PYPL,F,11562
MU,F,6265
OXY,F,2922
BA,F,18678
MULN,F,8659
PFE,F,3128
WMT,F,4845
DIS,F,10504
UAL,F,9308
NVDA,F,12740
GOOGL,F,25403
AAPL,F,49483
SOFI,F,7879
MSFT,F,21781
AMZN,F,29544
CRM,F,2693
PTON,F,5938
MRNA,F,4188
META,F,31142
INTC,F,6857
DKNG,F,7866
HD,F,7490
JPM,F,11633
TWTR,F,7317
TSLA,F,64752
AAL,F,13284
BBIG,F,6102
AMD,F,20777
PTON,GM,674
PLTR,GM,1136
BA,GM,6966
SQ,GM,5435
XOM,GM,4415
NVDA,GM,2402
JNJ,GM,3153
OXY,GM,738
GME,GM,5136
MSFT,GM,11935
LCID,GM,8849
ROKU,GM,1416
MRNA,GM,2336
BYND,GM,244
SNAP,GM,6245
JPM,GM,5942
DIS,GM,2722
MU,GM,1531
AAPL,GM,17398
AAL,GM,526
PFE,GM,3093
META,GM,11855
AMC,GM,5819
AMD,GM,3415
DKNG,GM,317
DAL,GM,433
BBIG,GM,3635
NKLA,GM,2156
SOFI,GM,1177
NFLX,GM,8003
MULN,GM,2949
C,GM,5187
PENN,GM,613
UAL,GM,422
INO,GM,30
WMT,GM,3437
TSLA,GM,32939
INTC,GM,3765
V,GM,1525
F,GM,31746
PYPL,GM,8279
CRM,GM,1269
AMZN,GM,13794
BAC,GM,7324
KO,GM,4448
TWTR,GM,2212
GOOGL,GM,15065
HD,GM,4126
GS,GM,1765
GS,GME,711
MRNA,GME,5044
SQ,GME,9724
DKNG,GME,12192
WMT,GME,8293
MU,GME,1614
INO,GME,1293
C,GME,2531
XOM,GME,2751
UAL,GME,10636
PLTR,GME,13956
MULN,GME,21409
JNJ,GME,298
JPM,GME,2962
SOFI,GME,10285
NVDA,GME,21803
AMZN,GME,50419
AAL,GME,13330
PTON,GME,10145
LCID,GME,20944
BBIG,GME,30675
BAC,GME,3448
GM,GME,6716
PENN,GME,12254
AMD,GME,21271
TWTR,GME,15681
KO,GME,545
TSLA,GME,116851
PFE,GME,2482
ROKU,GME,5276
HD,GME,4154
MSFT,GME,25921
CRM,GME,2642
OXY,GME,1372
DAL,GME,11513
META,GME,30024
PYPL,GME,8541
