Source,Target,Weight
FB,A,132
PTON,A,43
VISL,A,5
NKE,A,53
QCOM,A,42
NBY,A,2
MU,A,19
BOXL,A,38
F,A,162
TWTR,A,23
VZ,A,75
HD,A,974
NNVC,A,3
LYFT,A,20
TLRY,A,42
ENPH,A,268
LLY,A,89
ROKU,A,27
GM,A,6
LRCX,A,17
JNJ,A,154
MGM,A,18
CRM,A,82
SPCE,A,41
BRK,A,87
DEAC,A,13
BBBY,A,17
NET,A,11
AMD,A,286
SOLO,A,69
PLUG,A,12
ZOM,A,4
MVIS,A,18
INPX,A,1
PFE,A,147
GRAF,A,2
KO,A,51
AVGO,A,52
TGT,A,555
COST,A,46
MRNA,A,81
C,A,369
WKHS,A,4
CRWD,A,18
BAC,A,120
JPM,A,120
IBM,A,24
CSCO,A,67
SHAK,A,1
ES,A,11
NVDA,A,700
MRK,A,119
LOW,A,1041
AAL,A,263
KR,A,12
DDOG,A,22
UPS,A,24
PEP,A,37
VRM,A,5
ADBE,A,68
UAA,A,5
CHFS,A,4
CEMI,A,11
CHGG,A,11
AMZN,A,321
ZS,A,41
LVGO,A,4
SNAP,A,20
ABBV,A,128
ATVI,A,166
EVFM,A,3
OKTA,A,11
X,A,82
WFC,A,24
DGLY,A,2
AXP,A,77
ONTX,A,1
PM,A,19
BA,A,69
NVAX,A,12
HTBX,A,11
UAL,A,9
GNOG,A,2
PENN,A,23
NOVN,A,1
AYRO,A,40
BLNK,A,36
WYNN,A,15
PLTR,A,9
ETSY,A,14
MCD,A,18
PINS,A,17
TNXP,A,3
LUV,A,20
WORK,A,23
FSR,A,9
GNUS,A,7
INO,A,9
APT,A,36
OXY,A,16
CAT,A,273
CODX,A,9
HAL,A,7
ABT,A,151
LVS,A,7
LULU,A,57
PYPL,A,32
AAPL,A,477
BMY,A,122
CMG,A,139
GME,A,8
ZNGA,A,2
WWR,A,2
XOM,A,41
PG,A,80
WMT,A,911
FCEL,A,8
COUP,A,225
MS,A,2374
CVS,A,41
AYTU,A,112
W,A,65
BIOC,A,44
EBAY,A,20
DOCU,A,12
M,A,72
AIM,A,105
MARK,A,18
ESE,A,251
KSS,A,214
AYX,A,44
TTD,A,14
UAVS,A,13
FDX,A,32
LMT,A,27
DAL,A,26
T,A,283
IBIO,A,5
CHK,A,1
BYND,A,55
XSPA,A,15
MMM,A,837
GOOGL,A,220
ZG,A,119
UNH,A,101
AMC,A,43
NFLX,A,90
ALT,A,9
TSLA,A,128
INTC,A,89
TTOO,A,26
DIS,A,71
UBER,A,29
SQ,A,26
SBUX,A,114
MA,A,211
JBLU,A,1
BIIB,A,59
GE,A,67
OAS,A,5
TDOC,A,7
FSLY,A,16
CMCSA,A,30
CVX,A,21
MELI,A,17
AMGN,A,86
NKLA,A,14
ZM,A,16
NOW,A,25
BNGO,A,37
MSFT,A,124
CHWY,A,35
VXRT,A,2
DOW,A,11
OSTK,A,13
GS,A,69
REGN,A,71
TWLO,A,38
TRIP,A,1
KODK,A,9
HTZ,A,11
SRNE,A,23
GILD,A,115
MRO,A,3
V,A,124
NEM,A,20
ORCL,A,47
INO,AAL,22246
BRK,AAL,526
JBLU,AAL,9009
LVGO,AAL,309
HD,AAL,2605
JAKK,AAL,1524
LYFT,AAL,1099
FSLY,AAL,9189
BMY,AAL,312
HTBX,AAL,2481
OAS,AAL,2178
CODX,AAL,4865
GOOGL,AAL,6213
PYPL,AAL,831
SPCE,AAL,10523
WMT,AAL,5068
LRCX,AAL,364
ENPH,AAL,276
WFC,AAL,4959
CMCSA,AAL,727
MCD,AAL,3020
UPS,AAL,1330
LLY,AAL,265
ATVI,AAL,961
TGT,AAL,675
BA,AAL,31322
DDOG,AAL,345
GS,AAL,3419
T,AAL,7224
M,AAL,3011
NFLX,AAL,15471
IBIO,AAL,14966
HAL,AAL,3081
NOVN,AAL,13625
BAC,AAL,13134
ABT,AAL,2084
GM,AAL,2169
MRK,AAL,257
DOCU,AAL,1329
UAA,AAL,684
CVS,AAL,349
AMZN,AAL,22119
BYFC,AAL,1938
UNH,AAL,372
GNOG,AAL,7535
MGM,AAL,6131
UAL,AAL,26731
BNGO,AAL,1129
DOW,AAL,2099
NVAX,AAL,4530
NEM,AAL,4104
AMC,AAL,3436
ZOM,AAL,1722
PLUG,AAL,9269
PLTR,AAL,3497
GEVO,AAL,8414
RKT,AAL,5727
CPE,AAL,741
KO,AAL,4340
C,AAL,5933
SUNW,AAL,10559
TDOC,AAL,1640
OXY,AAL,6743
XSPA,AAL,14047
ES,AAL,2294
MVIS,AAL,1657
MELI,AAL,496
KSS,AAL,2654
VZ,AAL,1559
HYLN,AAL,4677
LVS,AAL,1729
