Source,Target,Weight
INO,AAL,22246
FSLY,AAL,9189
GOOGL,AAL,6213
SPCE,AAL,10523
WMT,AAL,5068
WFC,AAL,4959
BA,AAL,31322
GS,AAL,3419
T,AAL,7224
NFLX,AAL,15471
IBIO,AAL,14966
NOVN,AAL,13625
BAC,AAL,13134
AMZN,AAL,22119
KO,AAL,4340
C,AAL,5933
XSPA,AAL,14047
PENN,AAL,14649
MSFT,AAL,33993
GE,AAL,16067
SNAP,AAL,12148
SQ,AAL,4561
SRNE,AAL,18072
BOXL,AAL,13385
DEAC,AAL,16918
DIS,AAL,14409
TWTR,AAL,15196
GNUS,AAL,9112
CRM,AAL,3445
AMD,AAL,20376
INTC,AAL,6360
DAL,AAL,36272
BYND,AAL,6054
PFE,AAL,9872
JNJ,AAL,1883
UBER,AAL,7904
FSR,AAL,15349
F,AAL,13459
JPM,AAL,5269
MRNA,AAL,12374
TSLA,AAL,54216
ZM,AAL,7966
VXRT,AAL,18227
WKHS,AAL,17296
FB,AAL,35539
NVDA,AAL,10574
AAPL,AAL,48319
ROKU,AAL,9162
NKLA,AAL,26934
BA,AAPL,69153
MSFT,AAPL,147142
F,AAPL,27950
SNAP,AAPL,20062
SPCE,AAPL,21152
T,AAPL,16723
PENN,AAPL,22219
INTC,AAPL,26773
ROKU,AAPL,35013
CRM,AAPL,20794
GE,AAPL,31118
TWTR,AAPL,40710
FSLY,AAPL,13828
NOVN,AAPL,15879
SRNE,AAPL,18705
AMD,AAPL,74407
DIS,AAPL,38890
GNUS,AAPL,13646
ZM,AAPL,29628
FB,AAPL,151179
GOOGL,AAPL,109787
AAL,AAPL,47890
AMZN,AAPL,190717
NKLA,AAPL,40860
UBER,AAPL,14881
DEAC,AAPL,24933
TSLA,AAPL,216832
JNJ,AAPL,11734
BAC,AAPL,30603
NVDA,AAPL,63325
MRNA,AAPL,21683
PFE,AAPL,17319
DAL,AAPL,23974
BOXL,AAPL,18694
NFLX,AAPL,94581
C,AAPL,17187
WMT,AAPL,22802
VXRT,AAPL,18972
KO,AAPL,11933
XSPA,AAPL,17422
WFC,AAPL,14863
FSR,AAPL,21716
SQ,AAPL,21815
INO,AAPL,27208
IBIO,AAPL,17760
WKHS,AAPL,25774
BYND,AAPL,21074
JPM,AAPL,25578
GS,AAPL,18114
WKHS,AMD,6117
TSLA,AMD,65996
IBIO,AMD,2923
XSPA,AMD,2128
DIS,AMD,19106
DEAC,AMD,8249
BAC,AMD,13793
SRNE,AMD,4389
C,AMD,7253
JPM,AMD,8827
INO,AMD,8312
VXRT,AMD,3027
F,AMD,12652
PENN,AMD,5914
GS,AMD,4477
GNUS,AMD,6825
BYND,AMD,13756
BOXL,AMD,4143
BA,AMD,38200
WMT,AMD,8956
KO,AMD,3931
NKLA,AMD,11523
INTC,AMD,20761
AAL,AMD,20006
MSFT,AMD,40211
WFC,AMD,6644
DAL,AMD,16264
MRNA,AMD,11901
AMZN,AMD,57003
SQ,AMD,13868
UBER,AMD,8576
FSLY,AMD,3856
JNJ,AMD,2602
FB,AMD,48446
AAPL,AMD,76040
NOVN,AMD,1782
GOOGL,AMD,21413
TWTR,AMD,21326
SNAP,AMD,10001
CRM,AMD,7858
T,AMD,6747
NFLX,AMD,34912
NVDA,AMD,43221
SPCE,AMD,11085
PFE,AMD,7358
FSR,AMD,3272
GE,AMD,16484
ZM,AMD,13923
ROKU,AMD,23672
FB,AMZN,128048
AMD,AMZN,56884
TWTR,AMZN,36639
GOOGL,AMZN,107207
C,AMZN,14713
WFC,AMZN,11979
ROKU,AMZN,34053
AAPL,AMZN,197830
NOVN,AMZN,2135
MSFT,AMZN,118637
WMT,AMZN,27951
NFLX,AMZN,92163
BYND,AMZN,18156
INO,AMZN,12022
BAC,AMZN,23180
CRM,AMZN,20779
GNUS,AMZN,8284
PENN,AMZN,12562
BOXL,AMZN,5355
JNJ,AMZN,10978
FSLY,AMZN,5978
AAL,AMZN,22274
SPCE,AMZN,16887
DIS,AMZN,34149
BA,AMZN,58803
FSR,AMZN,5330
SQ,AMZN,20671
SNAP,AMZN,13633
KO,AMZN,10654
T,AMZN,12498
UBER,AMZN,13024
SRNE,AMZN,4218
MRNA,AMZN,15369
NKLA,AMZN,18834
PFE,AMZN,11164
DEAC,AMZN,10023
INTC,AMZN,19951
XSPA,AMZN,4888
F,AMZN,21479
DAL,AMZN,20922
NVDA,AMZN,56865
TSLA,AMZN,152202
JPM,AMZN,22416
VXRT,AMZN,4238
IBIO,AMZN,3281
WKHS,AMZN,7355
GE,AMZN,23581
ZM,AMZN,28147
GS,AMZN,16235
IBIO,BA,3180
BOXL,BA,1793
TWTR,BA,19013
GS,BA,12346
DIS,BA,26511
DEAC,BA,7670
GE,BA,23506
AMD,BA,38898
WFC,BA,11221
SQ,BA,12138
FSR,BA,2638
KO,BA,8432
JPM,BA,19096
UBER,BA,11404
CRM,BA,11691
GNUS,BA,5191
MSFT,BA,41687
AAL,BA,30844
SPCE,BA,11156
AAPL,BA,72066
MRNA,BA,12503
DAL,BA,24216
AMZN,BA,59665
F,BA,18118
INTC,BA,11145
NOVN,BA,2073
ROKU,BA,21316
BYND,BA,13921
JNJ,BA,6526
ZM,BA,16688
FB,BA,52536
NKLA,BA,14564
WKHS,BA,5487
C,BA,12952
VXRT,BA,3916
SNAP,BA,9121
GOOGL,BA,25759
T,BA,7262
INO,BA,9653
FSLY,BA,2580
BAC,BA,20540
PENN,BA,8240
WMT,BA,12537
TSLA,BA,73552
NVDA,BA,27899
NFLX,BA,38194
SRNE,BA,4135
PFE,BA,10606
XSPA,BA,2234
BA,BAC,22272
GNUS,BAC,2912
MSFT,BAC,22175
UBER,BAC,7437
VXRT,BAC,865
F,BAC,16464
INO,BAC,5548
BYND,BAC,3403
DAL,BAC,11318
JNJ,BAC,10242
FB,BAC,23977
ROKU,BAC,4116
GS,BAC,19041
INTC,BAC,9743
NOVN,BAC,485
SRNE,BAC,1396
C,BAC,20537
MRNA,BAC,5308
SNAP,BAC,7680
AAL,BAC,13532
SQ,BAC,5908
AMD,BAC,14933
DEAC,BAC,5836
AMZN,BAC,26588
CRM,BAC,7728
FSLY,BAC,732
IBIO,BAC,847
SPCE,BAC,6042
T,BAC,6665
TWTR,BAC,7581
BOXL,BAC,390
NVDA,BAC,10440
PENN,BAC,4863
NKLA,BAC,5066
WFC,BAC,20243
NFLX,BAC,18275
PFE,BAC,5766
FSR,BAC,763
XSPA,BAC,795
TSLA,BAC,30542
DIS,BAC,14082
AAPL,BAC,35359
JPM,BAC,29217
GOOGL,BAC,16327
GE,BAC,19269
WMT,BAC,8729
ZM,BAC,5171
KO,BAC,7192
WKHS,BAC,1930
KO,BOXL,29
PFE,BOXL,4363
MSFT,BOXL,11079
F,BOXL,815
PENN,BOXL,4934
CRM,BOXL,1451
INTC,BOXL,162
T,BOXL,197
C,BOXL,284
ROKU,BOXL,2597
GS,BOXL,15
SNAP,BOXL,2476
MRNA,BOXL,5369
JPM,BOXL,42
TSLA,BOXL,19144
WMT,BOXL,459
XSPA,BOXL,10644
FSLY,BOXL,6422
DAL,BOXL,2304
AMD,BOXL,3669
DEAC,BOXL,7037
SRNE,BOXL,10966
DIS,BOXL,529
AAPL,BOXL,16087
GOOGL,BOXL,742
AAL,BOXL,12391
INO,BOXL,11357
WKHS,BOXL,11098
NVDA,BOXL,3233
GNUS,BOXL,10220
FB,BOXL,11830
NFLX,BOXL,989
ZM,BOXL,629
VXRT,BOXL,12076
UBER,BOXL,134
NOVN,BOXL,14315
SPCE,BOXL,2595
IBIO,BOXL,13223
BAC,BOXL,383
BA,BOXL,1926
FSR,BOXL,12532
GE,BOXL,719
JNJ,BOXL,155
NKLA,BOXL,12848
BYND,BOXL,1760
AMZN,BOXL,4522
SQ,BOXL,162
WFC,BOXL,144
TWTR,BOXL,239
AMZN,BYND,19787
FSLY,BYND,2860
MRNA,BYND,9354
KO,BYND,558
ROKU,BYND,19027
F,BYND,1351
FB,BYND,16107
JNJ,BYND,441
AAL,BYND,6929
XSPA,BYND,1415
WMT,BYND,4232
T,BYND,1295
INO,BYND,4430
GE,BYND,1522
SNAP,BYND,2804
MSFT,BYND,11250
FSR,BYND,870
ZM,BYND,7805
C,BYND,1611
NFLX,BYND,12082
NOVN,BYND,158
AMD,BYND,14872
NVDA,BYND,15140
VXRT,BYND,1843
GNUS,BYND,4109
PENN,BYND,5668
WFC,BYND,1157
WKHS,BYND,2103
DAL,BYND,6482
JPM,BYND,3812
GOOGL,BYND,9006
CRM,BYND,3853
SRNE,BYND,2756
BAC,BYND,2838
TWTR,BYND,6667
NKLA,BYND,8129
GS,BYND,2013
DEAC,BYND,5531
BOXL,BYND,2374
INTC,BYND,2539
PFE,BYND,871
DIS,BYND,8474
AAPL,BYND,22039
UBER,BYND,3353
SQ,BYND,8788
IBIO,BYND,430
BA,BYND,13996
TSLA,BYND,28118
SPCE,BYND,11751
TWTR,C,4883
INTC,C,4764
F,C,11197
GE,C,9778
ZM,C,5200
FSLY,C,289
AAL,C,5987
BAC,C,20429
JNJ,C,5523
SNAP,C,3285
AAPL,C,19107
VXRT,C,1111
SRNE,C,434
IBIO,C,520
CRM,C,7142
KO,C,5098
SQ,C,1446
FSR,C,304
DEAC,C,1715
JPM,C,23994
GNUS,C,635
DAL,C,6671
GOOGL,C,7853
NOVN,C,150
PFE,C,3326
NVDA,C,3672
MRNA,C,2918
AMD,C,7615
DIS,C,9161
NFLX,C,11580
PENN,C,2060
MSFT,C,12315
GS,C,15581
ROKU,C,1701
FB,C,15381
INO,C,1694
BA,C,13532
SPCE,C,3894
XSPA,C,259
WMT,C,4700
UBER,C,3992
BYND,C,1494
T,C,4170
NKLA,C,1006
WFC,C,15918
WKHS,C,584
TSLA,C,15898
AMZN,C,15184
BOXL,C,138
MSFT,CRM,18651
ROKU,CRM,6192
ZM,CRM,7078
MRNA,CRM,4151
WKHS,CRM,1159
AAL,CRM,3480
BAC,CRM,7042
INO,CRM,992
TSLA,CRM,18545
BA,CRM,11515
AAPL,CRM,22832
AMZN,CRM,21959
KO,CRM,6208
DEAC,CRM,2242
WMT,CRM,5170
JNJ,CRM,3442
NKLA,CRM,1120
T,CRM,1997
FSR,CRM,572
SPCE,CRM,6125
DAL,CRM,6110
DIS,CRM,8618
NFLX,CRM,13791
XSPA,CRM,1010
AMD,CRM,8863
C,CRM,6774
GNUS,CRM,2493
FB,CRM,17284
WFC,CRM,6013
BOXL,CRM,2198
BYND,CRM,4122
UBER,CRM,5020
PENN,CRM,3305
TWTR,CRM,6436
FSLY,CRM,1648
GE,CRM,9334
NOVN,CRM,461
SQ,CRM,4411
SRNE,CRM,194
INTC,CRM,4492
F,CRM,8910
GOOGL,CRM,12036
PFE,CRM,4153
NVDA,CRM,10283
GS,CRM,6978
VXRT,CRM,78
IBIO,CRM,113
JPM,CRM,8015
SNAP,CRM,2939
SPCE,DAL,7470
NOVN,DAL,389
PENN,DAL,7501
GOOGL,DAL,5102
NFLX,DAL,13028
DIS,DAL,12099
FSR,DAL,608
GNUS,DAL,4419
INO,DAL,7721
AAL,DAL,36559
T,DAL,4185
F,DAL,9918
GS,DAL,5778
UBER,DAL,6541
WFC,DAL,8437
BAC,DAL,11359
