ID,Label,Industry
AAPL,AAPL,Comps
TSLA,TSLA,Unclassified
AMZN,AMZN,BusSv
FB,FB,BusSv
MSFT,MSFT,BusSv
BA,BA,Aero
NFLX,NFLX,Fun
AMD,AMD,Chips
GOOGL,GOOGL,BusSv
AAL,AAL,Trans
NVDA,NVDA,Chips
NKLA,NKLA,Unclassified
DIS,DIS,BusSv
ROKU,ROKU,Unclassified
INO,INO,LabEq
TWTR,TWTR,BusSv
GE,GE,Mach
BAC,BAC,Banks
MRNA,MRNA,Unclassified
ZM,ZM,Unclassified
JPM,JPM,Banks
F,F,Autos
DAL,DAL,Trans
DEAC,DEAC,Unclassified
SQ,SQ,Comps
WKHS,WKHS,Unclassified
SNAP,SNAP,BusSv
IBIO,IBIO,Drugs
INTC,INTC,Chips
BYND,BYND,Unclassified
PFE,PFE,Drugs
C,C,Banks
SPCE,SPCE,Fin
WMT,WMT,Rtail
CRM,CRM,BusSv
FSR,FSR,Books
VXRT,VXRT,Whlsl
SRNE,SRNE,Unclassified
PENN,PENN,Fun
GS,GS,Fin
T,T,Telcm
GNUS,GNUS,Unclassified
XSPA,XSPA,Telcm
WFC,WFC,Banks
BOXL,BOXL,Unclassified
UBER,UBER,Trans
NOVN,NOVN,Unclassified
FSLY,FSLY,BusSv
JNJ,JNJ,Drugs
KO,KO,Soda
V,V,BusSv
PTON,PTON,Unclassified
HD,HD,Rtail
NVAX,NVAX,Drugs
XOM,XOM,Oil
MCD,MCD,Meals
MARK,MARK,Telcm
UAL,UAL,Trans
PYPL,PYPL,Unclassified
IBM,IBM,BusSv
PLUG,PLUG,ElcEq
GILD,GILD,Drugs
PINS,PINS,BusSv
DOCU,DOCU,Unclassified
LUV,LUV,Trans
OXY,OXY,Oil
SBUX,SBUX,Meals
MU,MU,Chips
CMG,CMG,Meals
CODX,CODX,Unclassified
WORK,WORK,BusSv
MA,MA,BusSv
TWLO,TWLO,Telcm
MGM,MGM,Fun
FCEL,FCEL,ElcEq
MS,MS,Fin
COST,COST,Rtail
UAVS,UAVS,Aero
KODK,KODK,Hshld
HTZ,HTZ,PerSv
SUNW,SUNW,Unclassified
CRWD,CRWD,Unclassified
GME,GME,Rtail
TGT,TGT,Rtail
TDOC,TDOC,BusSv
HYLN,HYLN,Fin
CSCO,CSCO,Chips
AYRO,AYRO,Telcm
GEVO,GEVO,Unclassified
SOLO,SOLO,Unclassified
TLRY,TLRY,Unclassified
GM,GM,Autos
PEP,PEP,Soda
NKE,NKE,Clths
ADBE,ADBE,BusSv
BLNK,BLNK,Unclassified
ABBV,ABBV,Drugs
HTBX,HTBX,Unclassified
GNOG,GNOG,Unclassified
BRK,BRK,Insur
