Source,Target,Weight
INO,AAL,22246
BRK,AAL,526
HD,AAL,2605
FSLY,AAL,9189
HTBX,AAL,2481
CODX,AAL,4865
GOOGL,AAL,6213
PYPL,AAL,831
SPCE,AAL,10523
WMT,AAL,5068
WFC,AAL,4959
MCD,AAL,3020
TGT,AAL,675
BA,AAL,31322
GS,AAL,3419
T,AAL,7224
NFLX,AAL,15471
IBIO,AAL,14966
NOVN,AAL,13625
BAC,AAL,13134
GM,AAL,2169
DOCU,AAL,1329
AMZN,AAL,22119
GNOG,AAL,7535
MGM,AAL,6131
UAL,AAL,26731
NVAX,AAL,4530
PLUG,AAL,9269
GEVO,AAL,8414
KO,AAL,4340
C,AAL,5933
SUNW,AAL,10559
TDOC,AAL,1640
OXY,AAL,6743
XSPA,AAL,14047
HYLN,AAL,4677
ADBE,AAL,764
CMG,AAL,1607
PENN,AAL,14649
MS,AAL,1304
SOLO,AAL,2545
MSFT,AAL,33993
CSCO,AAL,1498
PINS,AAL,2609
GE,AAL,16067
ABBV,AAL,524
SNAP,AAL,12148
SQ,AAL,4561
FCEL,AAL,4493
SRNE,AAL,18072
LUV,AAL,18824
BOXL,AAL,13385
DEAC,AAL,16918
MARK,AAL,5130
DIS,AAL,14409
PEP,AAL,465
GME,AAL,9294
TWTR,AAL,15196
GNUS,AAL,9112
AYRO,AAL,4137
CRM,AAL,3445
MU,AAL,3084
XOM,AAL,5851
SBUX,AAL,3660
AMD,AAL,20376
PTON,AAL,4345
WORK,AAL,4607
INTC,AAL,6360
DAL,AAL,36272
CRWD,AAL,379
NKE,AAL,996
BYND,AAL,6054
TLRY,AAL,4023
PFE,AAL,9872
V,AAL,1621
IBM,AAL,1882
JNJ,AAL,1883
UBER,AAL,7904
MA,AAL,1006
KODK,AAL,2809
GILD,AAL,3346
FSR,AAL,15349
F,AAL,13459
JPM,AAL,5269
UAVS,AAL,6840
MRNA,AAL,12374
TSLA,AAL,54216
ZM,AAL,7966
VXRT,AAL,18227
COST,AAL,2229
TWLO,AAL,3211
WKHS,AAL,17296
BLNK,AAL,5968
FB,AAL,35539
HTZ,AAL,7892
NVDA,AAL,10574
AAPL,AAL,48319
ROKU,AAL,9162
NKLA,AAL,26934
BA,AAPL,69153
TDOC,AAPL,7421
LUV,AAPL,6284
MSFT,AAPL,147142
F,AAPL,27950
SNAP,AAPL,20062
CRWD,AAPL,3660
UAL,AAPL,8905
BLNK,AAPL,7613
SPCE,AAPL,21152
HD,AAPL,12459
T,AAPL,16723
PENN,AAPL,22219
INTC,AAPL,26773
CODX,AAPL,5953
ROKU,AAPL,35013
PTON,AAPL,14648
CRM,AAPL,20794
GE,AAPL,31118
TWTR,AAPL,40710
FSLY,AAPL,13828
NOVN,AAPL,15879
COST,AAPL,9871
SRNE,AAPL,18705
CSCO,AAPL,7830
SBUX,AAPL,11471
AMD,AAPL,74407
DIS,AAPL,38890
GNUS,AAPL,13646
ZM,AAPL,29628
FB,AAPL,151179
GILD,AAPL,7487
GOOGL,AAPL,109787
ADBE,AAPL,8453
AAL,AAPL,47890
AMZN,AAPL,190717
NKLA,AAPL,40860
UBER,AAPL,14881
KODK,AAPL,10275
TWLO,AAPL,8037
HTBX,AAPL,4187
NKE,AAPL,8448
DEAC,AAPL,24933
TSLA,AAPL,216832
JNJ,AAPL,11734
UAVS,AAPL,7984
BAC,AAPL,30603
SUNW,AAPL,11542
NVDA,AAPL,63325
PYPL,AAPL,10898
MRNA,AAPL,21683
PFE,AAPL,17319
WORK,AAPL,8552
OXY,AAPL,11198
PLUG,AAPL,9669
MA,AAPL,10516
DAL,AAPL,23974
TGT,AAPL,7329
FCEL,AAPL,8212
DOCU,AAPL,6804
BOXL,AAPL,18694
V,AAPL,17777
NFLX,AAPL,94581
MGM,AAPL,10636
SOLO,AAPL,7565
C,AAPL,17187
IBM,AAPL,12930
WMT,AAPL,22802
TLRY,AAPL,7827
NVAX,AAPL,6499
CMG,AAPL,9905
VXRT,AAPL,18972
BRK,AAPL,9206
MARK,AAPL,9577
KO,AAPL,11933
XSPA,AAPL,17422
ABBV,AAPL,5756
WFC,AAPL,14863
MS,AAPL,8727
FSR,AAPL,21716
SQ,AAPL,21815
INO,AAPL,27208
IBIO,AAPL,17760
HTZ,AAPL,11102
GME,AAPL,10637
HYLN,AAPL,8139
WKHS,AAPL,25774
MU,AAPL,12759
BYND,AAPL,21074
GEVO,AAPL,10151
AYRO,AAPL,8149
GNOG,AAPL,8988
PINS,AAPL,7702
JPM,AAPL,25578
XOM,AAPL,13362
MCD,AAPL,12936
GS,AAPL,18114
GM,AAPL,7979
PEP,AAPL,6105
V,ABBV,985
JNJ,ABBV,3990
CRWD,ABBV,186
GME,ABBV,38
DAL,ABBV,1343
WFC,ABBV,3625
INO,ABBV,854
TSLA,ABBV,5294
OXY,ABBV,187
DEAC,ABBV,155
MSFT,ABBV,7194
PFE,ABBV,7327
FB,ABBV,6506
GOOGL,ABBV,4748
SUNW,ABBV,6
BOXL,ABBV,267
KO,ABBV,4083
C,ABBV,2832
GEVO,ABBV,47
TWTR,ABBV,2077
BYND,ABBV,390
SNAP,ABBV,2080
KODK,ABBV,64
SBUX,ABBV,1900
GNUS,ABBV,166
AMD,ABBV,4031
DIS,ABBV,3536
PEP,ABBV,3878
UAL,ABBV,1239
TDOC,ABBV,704
DOCU,ABBV,196
CRM,ABBV,4344
PINS,ABBV,863
HTZ,ABBV,232
COST,ABBV,623
TWLO,ABBV,1386
MCD,ABBV,4381
SOLO,ABBV,254
MU,ABBV,544
PTON,ABBV,270
MRNA,ABBV,1617
PLUG,ABBV,64
XSPA,ABBV,153
ROKU,ABBV,711
PYPL,ABBV,967
ADBE,ABBV,316
HYLN,ABBV,60
SRNE,ABBV,486
CSCO,ABBV,606
GNOG,ABBV,13
TGT,ABBV,2351
UBER,ABBV,1905
UAVS,ABBV,8
AAPL,ABBV,8897
NFLX,ABBV,3945
MA,ABBV,1070
AAL,ABBV,1570
CODX,ABBV,489
ZM,ABBV,919
HTBX,ABBV,412
INTC,ABBV,1404
CMG,ABBV,4275
BA,ABBV,7232
GE,ABBV,6693
AYRO,ABBV,12
MGM,ABBV,111
GILD,ABBV,3686
NVAX,ABBV,873
GS,ABBV,3358
HD,ABBV,1130
GM,ABBV,1768
MS,ABBV,3323
MARK,ABBV,126
FSR,ABBV,105
TLRY,ABBV,306
NVDA,ABBV,931
XOM,ABBV,1452
T,ABBV,1847
F,ABBV,3786
WMT,ABBV,2732
JPM,ABBV,4165
IBIO,ABBV,461
BRK,ABBV,4114
AMZN,ABBV,8445
FCEL,ABBV,104
SPCE,ABBV,204
BLNK,ABBV,25
IBM,ABBV,3316
NKLA,ABBV,331
NKE,ABBV,1288
WKHS,ABBV,135
WORK,ABBV,111
LUV,ABBV,2036
VXRT,ABBV,355
PENN,ABBV,108
BAC,ABBV,3300
FSLY,ABBV,299
NOVN,ABBV,348
SQ,ABBV,521
LUV,ADBE,434
MU,ADBE,2344
HTZ,ADBE,70
F,ADBE,2455
ABBV,ADBE,310
MGM,ADBE,1806
DIS,ADBE,4501
SQ,ADBE,1919
CODX,ADBE,51
GOOGL,ADBE,6458
NKLA,ADBE,481
GS,ADBE,944
V,ADBE,4234
AMD,ADBE,4751
UAVS,ADBE,60
WMT,ADBE,1739
GNOG,ADBE,23
PENN,ADBE,610
IBM,ADBE,1982
MCD,ADBE,1431
AYRO,ADBE,7
TSLA,ADBE,6231
WFC,ADBE,302
AAPL,ADBE,10317
AAL,ADBE,822
MRNA,ADBE,331
PEP,ADBE,360
INO,ADBE,524
JNJ,ADBE,1137
PYPL,ADBE,2781
BRK,ADBE,585
FSR,ADBE,164
TGT,ADBE,566
XSPA,ADBE,26
VXRT,ADBE,86
XOM,ADBE,2060
PTON,ADBE,2523
ZM,ADBE,3081
HYLN,ADBE,68
GNUS,ADBE,78
NOVN,ADBE,31
CRWD,ADBE,1161
SBUX,ADBE,1099
GILD,ADBE,706
NFLX,ADBE,6870
UAL,ADBE,284
PLUG,ADBE,87
TWTR,ADBE,3530
KODK,ADBE,183
UBER,ADBE,1243
DOCU,ADBE,2651
FB,ADBE,8697
KO,ADBE,1065
FCEL,ADBE,222
HTBX,ADBE,12
TLRY,ADBE,408
SPCE,ADBE,735
BA,ADBE,3714
JPM,ADBE,2959
TWLO,ADBE,1341
WKHS,ADBE,232
IBIO,ADBE,71
SUNW,ADBE,8
GM,ADBE,152
CRM,ADBE,4583
CSCO,ADBE,4002
SRNE,ADBE,61
GME,ADBE,641
DAL,ADBE,394
DEAC,ADBE,941
HD,ADBE,2928
T,ADBE,2065
NVAX,ADBE,187
SOLO,ADBE,42
MARK,ADBE,17
MSFT,ADBE,10082
BYND,ADBE,607
COST,ADBE,2388
AMZN,ADBE,8493
ROKU,ADBE,1582
BOXL,ADBE,33
OXY,ADBE,83
WORK,ADBE,2084
BAC,ADBE,926
NVDA,ADBE,7675
GE,ADBE,813
MS,ADBE,191
PFE,ADBE,919
SNAP,ADBE,649
GEVO,ADBE,26
TDOC,ADBE,674
MA,ADBE,3527
NKE,ADBE,902
C,ADBE,1692
PINS,ADBE,408
INTC,ADBE,3599
FSLY,ADBE,832
CMG,ADBE,421
BLNK,ADBE,22
SBUX,AMD,5769
WKHS,AMD,6117
TSLA,AMD,65996
CSCO,AMD,4580
LUV,AMD,3704
FCEL,AMD,5324
GM,AMD,2345
V,AMD,8321
ABBV,AMD,1264
IBIO,AMD,2923
XSPA,AMD,2128
DIS,AMD,19106
IBM,AMD,3658
DEAC,AMD,8249
BAC,AMD,13793
PINS,AMD,3530
SRNE,AMD,4389
C,AMD,7253
JPM,AMD,8827
INO,AMD,8312
COST,AMD,4789
VXRT,AMD,3027
F,AMD,12652
PENN,AMD,5914
GS,AMD,4477
MCD,AMD,6800
GNUS,AMD,6825
HTZ,AMD,7146
BYND,AMD,13756
BOXL,AMD,4143
AYRO,AMD,1254
BA,AMD,38200
WMT,AMD,8956
WORK,AMD,5879
KO,AMD,3931
HD,AMD,7198
NKLA,AMD,11523
GILD,AMD,4195
OXY,AMD,8651
TGT,AMD,2491
INTC,AMD,20761
AAL,AMD,20006
PLUG,AMD,7389
BRK,AMD,440
MU,AMD,12723
MSFT,AMD,40211
WFC,AMD,6644
CRWD,AMD,3106
HTBX,AMD,925
DAL,AMD,16264
PTON,AMD,7213
MRNA,AMD,11901
MARK,AMD,2077
AMZN,AMD,57003
SQ,AMD,13868
SUNW,AMD,1383
UBER,AMD,8576
XOM,AMD,6094
NKE,AMD,2366
TLRY,AMD,4977
TWLO,AMD,6952
FSLY,AMD,3856
JNJ,AMD,2602
FB,AMD,48446
PEP,AMD,1095
CODX,AMD,2884
AAPL,AMD,76040
NOVN,AMD,1782
ADBE,AMD,4438
MGM,AMD,6642
CMG,AMD,3130
GME,AMD,1215
BLNK,AMD,1217
GOOGL,AMD,21413
TWTR,AMD,21326
HYLN,AMD,1588
DOCU,AMD,4710
SNAP,AMD,10001
GNOG,AMD,673
CRM,AMD,7858
GEVO,AMD,2330
MS,AMD,1462
UAL,AMD,6373
T,AMD,6747
KODK,AMD,6722
MA,AMD,5430
PYPL,AMD,7865
NFLX,AMD,34912
NVAX,AMD,2959
NVDA,AMD,43221
SOLO,AMD,1617
SPCE,AMD,11085
TDOC,AMD,3935
PFE,AMD,7358
FSR,AMD,3272
GE,AMD,16484
ZM,AMD,13923
ROKU,AMD,23672
UAVS,AMD,1167
FB,AMZN,128048
GNOG,AMZN,1303
IBM,AMZN,12968
AMD,AMZN,56884
TWTR,AMZN,36639
GOOGL,AMZN,107207
C,AMZN,14713
WFC,AMZN,11979
HD,AMZN,11750
ROKU,AMZN,34053
HTZ,AMZN,7519
AAPL,AMZN,197830
PTON,AMZN,10144
GME,AMZN,1559
GILD,AMZN,5710
NOVN,AMZN,2135
MSFT,AMZN,118637
WMT,AMZN,27951
NFLX,AMZN,92163
BYND,AMZN,18156
MCD,AMZN,11581
OXY,AMZN,8541
INO,AMZN,12022
BAC,AMZN,23180
PYPL,AMZN,11711
CMG,AMZN,11016
ABBV,AMZN,5365
MGM,AMZN,6752
CRM,AMZN,20779
ADBE,AMZN,6620
GNUS,AMZN,8284
SUNW,AMZN,1010
PENN,AMZN,12562
BOXL,AMZN,5355
PINS,AMZN,5423
TGT,AMZN,10208
CRWD,AMZN,4018
LUV,AMZN,4380
TLRY,AMZN,5349
JNJ,AMZN,10978
DOCU,AMZN,7504
FSLY,AMZN,5978
AAL,AMZN,22274
WORK,AMZN,7315
V,AMZN,15223
SOLO,AMZN,3731
SPCE,AMZN,16887
DIS,AMZN,34149
BA,AMZN,58803
SBUX,AMZN,10516
FSR,AMZN,5330
SQ,AMZN,20671
SNAP,AMZN,13633
PEP,AMZN,6029
FCEL,AMZN,4798
KO,AMZN,10654
T,AMZN,12498
BLNK,AMZN,1302
UBER,AMZN,13024
SRNE,AMZN,4218
KODK,AMZN,6928
CSCO,AMZN,4908
BRK,AMZN,8781
MRNA,AMZN,15369
CODX,AMZN,4783
NKLA,AMZN,18834
PFE,AMZN,11164
HYLN,AMZN,2218
MA,AMZN,9831
DEAC,AMZN,10023
XOM,AMZN,9648
INTC,AMZN,19951
UAVS,AMZN,4422
XSPA,AMZN,4888
F,AMZN,21479
MS,AMZN,8163
NKE,AMZN,7561
HTBX,AMZN,1887
DAL,AMZN,20922
NVDA,AMZN,56865
TSLA,AMZN,152202
TWLO,AMZN,8420
JPM,AMZN,22416
VXRT,AMZN,4238
IBIO,AMZN,3281
GEVO,AMZN,1107
GM,AMZN,7553
WKHS,AMZN,7355
GE,AMZN,23581
TDOC,AMZN,8110
MARK,AMZN,3919
NVAX,AMZN,4920
UAL,AMZN,5480
PLUG,AMZN,4157
AYRO,AMZN,2428
